timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
94202656,94194051,1200.0,0.36675593,0.06433561,1.0946951,0.0,255,0,6,4,0,0,0,1,1,1,36
95191395,95185097,1200.0,0.36675593,0.04671671,1.1838213,0.0,255,0,6,4,0,0,0,1,1,1,36
96203107,95185097,1200.0,0.36675593,0.020857375,1.1431829,0.0,255,0,6,4,0,0,0,1,1,1,36
96314848,96314542,1200.0,0.36675593,0.020928195,0.9756525,0.0,255,0,6,4,0,0,0,1,1,1,36
97284842,97275193,1200.0,0.36675593,0.020928195,0.9756525,0.0,255,0,6,4,0,0,0,1,1,1,36
98182497,98178048,1200.0,0.36675593,0.020991728,0.9326325,0.0,255,0,6,4,0,0,0,1,1,1,36
99187212,98178048,1200.0,0.36675593,0.020956932,1.2324672,0.0,255,0,6,4,0,0,0,1,1,1,36
99197215,99194511,1200.0,0.36675593,0.020956932,1.2324672,0.0,255,0,6,4,0,0,0,1,1,1,36
100198837,99194511,1200.0,0.36675593,0.020957183,0.8911793,0.0,255,0,6,4,0,0,0,1,1,1,36
100228142,100225783,1200.0,0.36675593,0.020957183,0.8911793,0.0,255,0,6,4,0,0,0,1,1,1,36
101233769,100225783,1200.0,0.36675593,0.020936206,1.5403066,0.0,255,0,6,4,0,0,0,1,1,1,36
101263539,101263161,1200.0,0.36675593,0.020936206,1.5403066,0.0,255,0,6,4,0,0,0,1,1,1,36
102271588,101263161,1200.0,0.36675593,0.020919856,0.9902065,0.0,255,0,6,4,0,0,0,1,1,1,36
102301315,102293043,1200.0,0.36675593,0.020919856,0.9902065,0.0,255,0,6,4,0,0,0,1,1,1,36
103234693,103230343,1200.0,0.36675593,0.020854643,0.9076735,0.0,255,0,6,4,0,0,0,1,1,1,36
104235335,103230343,1200.0,0.36675593,0.020971604,1.108499,0.0,255,0,6,4,0,0,0,1,1,1,36
105182402,105180002,1200.0,0.36675593,0.025845854,1.0765792,0.0,255,0,6,4,0,0,0,1,1,1,36
