timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
93508074,0.0012414524,0.0012413422,-0.00019648863,0.0,0.0,0.0,0.0
93540014,-0.0010329895,0.00052243075,0.0005945585,0.0,0.0,0.0,0.0
93568062,-0.00016886322,-0.00010844751,0.00029630182,0.0,0.0,0.0,0.0
93600028,-2.584071e-06,0.001284309,-0.0010406864,0.0,0.0,0.0,0.0
93631259,-0.00051901955,-9.417202e-05,-0.00029356597,0.0,0.0,0.0,0.0
93664053,-0.00024608173,0.00027201467,0.0010031745,0.0,0.0,0.0,0.0
93695250,0.00032459327,-0.00045754173,-0.00038418977,0.0,0.0,0.0,0.0
93727226,0.00035520562,0.00082128565,0.0006007921,0.0,0.0,0.0,0.0
93759338,0.00062076305,-0.00015733446,-0.0008718524,0.0,0.0,0.0,0.0
93791244,-0.002204605,-0.0010728119,-0.0005675658,0.0,0.0,0.0,0.0
93823261,0.00037370564,0.001202996,-0.0008016709,0.0,0.0,0.0,0.0
93855209,0.0004111434,-0.0007174075,0.00033105502,0.0,0.0,0.0,0.0
93883251,0.00068828935,0.00017922177,-0.00064940815,0.0,0.0,0.0,0.0
93915212,0.00032827095,-0.0008926184,0.0008294928,0.0,0.0,0.0,0.0
93947294,-0.00012162642,0.00031168794,-0.0006351098,0.0,0.0,0.0,0.0
93979310,5.1935087e-05,-0.00077731203,0.00028341624,0.0,0.0,0.0,0.0
94011253,-0.0013841114,-0.00065003475,-0.0007091209,0.0,0.0,0.0,0.0
94043222,-0.000108979875,0.00053947285,0.00065810746,0.0,0.0,0.0,0.0
94075279,0.00050340185,-0.00027238257,-0.0015067084,0.0,0.0,0.0,0.0
94107262,0.00012380572,0.0012271324,0.00027170207,0.0,0.0,0.0,0.0
94135262,5.6041637e-05,0.00075121666,6.493003e-05,0.0,0.0,0.0,0.0
94167205,0.0010423263,0.0004459169,0.00076058344,0.0,0.0,0.0,0.0
94199309,0.0002096073,0.0005002965,0.00011359306,0.0,0.0,0.0,0.0
94231220,0.001471159,2.5476038e-06,-0.0008030492,0.0,0.0,0.0,0.0
94263278,0.00097403437,-0.0001313366,5.9446123e-05,0.0,0.0,0.0,0.0
94295210,-0.00011247734,-0.00057333335,-0.00082363683,0.0,0.0,0.0,0.0
94327243,0.00050501374,-0.00021251437,0.00062145793,0.0,0.0,0.0,0.0
94358446,-0.0001851786,0.0006944238,-5.9638973e-05,0.0,0.0,0.0,0.0
94390500,0.0008195167,-1.4430814e-05,0.00073194364,0.0,0.0,0.0,0.0
94419311,-0.0003519297,-0.0008970743,-0.000258682,0.0,0.0,0.0,0.0
94451290,-0.00034459098,0.00074124103,0.0012483452,0.0,0.0,0.0,0.0
94482421,-2.7687172e-05,0.00042588657,-0.000629174,0.0,0.0,0.0,0.0
94514422,-4.299241e-05,-0.0014782735,-0.00033383333,0.0,0.0,0.0,0.0
94546433,0.0002531238,-0.0007416473,0.00034253427,0.0,0.0,0.0,0.0
94578447,9.797432e-05,0.0012205784,-0.00066719553,0.0,0.0,0.0,0.0
94610421,-0.0011981023,-0.000543276,0.0002681908,0.0,0.0,0.0,0.0
94642447,0.00010987208,-0.0005968313,-0.00086271093,0.0,0.0,0.0,0.0
94674424,-0.0024148945,0.00080541807,-2.4377558e-05,0.0,0.0,0.0,0.0
94702447,0.001183084,-0.0006141537,-0.00025136478,0.0,0.0,0.0,0.0
94734437,0.0013446009,-0.00050122634,-0.00065932213,0.0,0.0,0.0,0.0
94766416,-0.0015205422,-9.61801e-05,0.00013513588,0.0,0.0,0.0,0.0
94798411,-0.0014428713,6.306259e-05,0.00043890683,0.0,0.0,0.0,0.0
94830431,0.00012219022,-0.00047907038,0.00024246078,0.0,0.0,0.0,0.0
94862444,0.0007073388,-0.0012126588,-0.00045519823,0.0,0.0,0.0,0.0
94894484,0.00027348672,-0.0002346033,0.00014018605,0.0,0.0,0.0,0.0
94926427,0.00061442715,-0.00078191096,-0.00030035275,0.0,0.0,0.0,0.0
94958459,0.00012373668,-0.0006473278,0.00087438006,0.0,0.0,0.0,0.0
94990436,-0.00023336418,0.00024423646,0.000101717305,0.0,0.0,0.0,0.0
95022483,0.0008922637,-0.00043147715,0.00018715566,0.0,0.0,0.0,0.0
95054430,-0.00091511337,-0.0008349911,-4.964744e-05,0.0,0.0,0.0,0.0
95086479,-0.0005730977,-0.00052745396,4.03186e-05,0.0,0.0,0.0,0.0
95118434,0.00012337288,-0.001086291,0.00048435683,0.0,0.0,0.0,0.0
95149645,0.00019387237,-0.00016969847,0.0014101526,0.0,0.0,0.0,0.0
95180060,0.00015198009,-0.00070120173,-0.0007508907,0.0,0.0,0.0,0.0
95209616,0.0005234056,-0.0018231646,-0.0003961012,0.0,0.0,0.0,0.0
95241623,0.0006092667,-0.00014582227,0.0010461663,0.0,0.0,0.0,0.0
95273639,0.00031940232,-0.000254064,-0.0010977966,0.0,0.0,0.0,0.0
95305648,0.00037006126,-0.00096087775,3.272055e-05,0.0,0.0,0.0,0.0
95337610,-0.0004155148,-0.00070078415,-0.0007589093,0.0,0.0,0.0,0.0
95369616,-0.00029186707,-0.00013294345,-0.002192882,0.0,0.0,0.0,0.0
95401623,0.0010779533,-0.00018469567,-0.0009340624,0.0,0.0,0.0,0.0
95433644,-0.00071141904,5.810996e-05,-0.0012904333,0.0,0.0,0.0,0.0
95465656,-0.00026524905,-0.0010743189,-0.00030208303,0.0,0.0,0.0,0.0
95497620,-0.0017458065,-9.4864605e-05,2.2829627e-05,0.0,0.0,0.0,0.0
95529648,-0.0011454051,0.00011858129,-0.0012309484,0.0,0.0,0.0,0.0
95561638,0.00022702722,-0.00024341841,0.0011359404,0.0,0.0,0.0,0.0
95593663,-0.00011954026,0.0004924767,-0.0008404668,0.0,0.0,0.0,0.0
95625617,-0.0013898395,0.00015759218,0.0005193036,0.0,0.0,0.0,0.0
95657640,0.0001313131,-0.00071196345,0.00047769997,0.0,0.0,0.0,0.0
95689660,-0.00060361356,0.0006948927,-0.0007065451,0.0,0.0,0.0,0.0
95717638,0.001312559,-0.0009993003,-0.000467457,0.0,0.0,0.0,0.0
95749658,-0.00031067594,-0.0007664309,-0.00011255814,0.0,0.0,0.0,0.0
95781630,0.00030834437,-0.00028864737,-0.00024155204,0.0,0.0,0.0,0.0
95813610,-0.0008436615,-0.0004425065,-0.0011570829,0.0,0.0,0.0,0.0
95845666,0.0010240353,-0.0007948406,-0.0004994758,0.0,0.0,0.0,0.0
95877661,5.0301547e-05,-0.001047668,0.0001096917,0.0,0.0,0.0,0.0
95909647,-0.00058537896,-7.0004986e-05,0.0015661207,0.0,0.0,0.0,0.0
95940104,-0.00039730628,-7.615858e-05,0.0005442635,0.0,0.0,0.0,0.0
95972887,-0.00058826513,-8.3472e-05,0.00070524425,0.0,0.0,0.0,0.0
96000070,0.00026186137,-8.7726454e-05,0.00058847264,0.0,0.0,0.0,0.0
96036064,-0.00025619857,-0.00041564912,-0.00012347894,0.0,0.0,0.0,0.0
96064816,-0.0013233675,0.00016704481,0.0007193875,0.0,0.0,0.0,0.0
96095213,0.00075774203,6.171272e-05,-5.918891e-05,0.0,0.0,0.0,0.0
96130421,-0.0007647871,0.0008799057,-0.00056042103,0.0,0.0,0.0,0.0
96161659,0.0009808014,-0.00021702278,-0.0009330409,0.0,0.0,0.0,0.0
96192840,-0.00042902085,-0.00030010458,-0.00067983055,0.0,0.0,0.0,0.0
96224827,0.00019008038,0.0006431601,0.00019029909,0.0,0.0,0.0,0.0
96256814,-0.00050296285,-0.001473947,-0.00056812284,0.0,0.0,0.0,0.0
96288846,-0.00023929111,0.0011329432,-0.0019385967,0.0,0.0,0.0,0.0
96320810,-0.0005335008,0.00040259713,-0.00035430412,0.0,0.0,0.0,0.0
96352858,-3.0422583e-05,-0.00019519951,-0.00013873073,0.0,0.0,0.0,0.0
96384840,0.0007640186,-0.0011588113,-0.00018408138,0.0,0.0,0.0,0.0
96416876,0.00026764523,9.366617e-05,0.0016031098,0.0,0.0,0.0,0.0
96448821,-0.00051837915,-0.0006473367,-0.00040378756,0.0,0.0,0.0,0.0
96480853,-0.0012536944,-0.0006379112,-0.0007104818,0.0,0.0,0.0,0.0
96512840,-0.00075707084,0.00047741598,-0.0008045493,0.0,0.0,0.0,0.0
96544877,0.001269867,-0.00029269975,-9.690327e-05,0.0,0.0,0.0,0.0
96576856,-0.00035972882,0.00027680944,-0.0006225541,0.0,0.0,0.0,0.0
96608817,-0.0008354393,-0.0003213013,0.00050451444,0.0,0.0,0.0,0.0
96640816,0.0006723647,9.933117e-05,0.0012118284,0.0,0.0,0.0,0.0
96672878,2.2152904e-05,-0.0006074172,-0.00018507183,0.0,0.0,0.0,0.0
96701610,-0.00024018716,-0.00041044765,0.00033038907,0.0,0.0,0.0,0.0
96732045,0.0009153082,1.3376994e-06,-0.0015412255,0.0,0.0,0.0,0.0
96764033,0.0005109047,4.9181777e-05,-0.00031117912,0.0,0.0,0.0,0.0
96796031,-0.0006491906,-0.00041558038,0.0001848301,0.0,0.0,0.0,0.0
96828061,-0.00027360534,-0.0009497511,0.0005167454,0.0,0.0,0.0,0.0
96860103,1.950888e-06,0.00011780692,-0.00016909592,0.0,0.0,0.0,0.0
96892019,0.0002331885,0.00036311214,0.00055061956,0.0,0.0,0.0,0.0
96924032,0.00068281573,-0.0005740448,0.00045633083,0.0,0.0,0.0,0.0
