timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
93443963,93443869,-0.0061454633,-0.0075222184,-0.4209437,-0.0,0.0,0.0,0.0,0.0
93491945,93491869,-0.005627011,-0.007843316,-0.42125902,-0.0,0.0,0.0,0.0,0.0
93495986,93495869,-0.0056161564,-0.007933787,-0.42132536,-0.0,0.0,0.0,0.0,0.0
93499965,93499889,-0.0058480655,-0.008376058,-0.42130312,-0.0,0.0,0.0,0.0,0.0
93503969,93503893,-0.0061600003,-0.007964998,-0.42127553,-0.0,0.0,0.0,0.0,0.0
93507955,93507875,-0.0061980877,-0.00786962,-0.42121193,-0.0,0.0,0.0,0.0,0.0
93511945,93511869,-0.0062669655,-0.007994182,-0.42117316,-0.0,0.0,0.0,0.0,0.0
93515988,93515882,-0.0056923386,-0.007855,-0.42121005,-0.0,0.0,0.0,0.0,0.0
93519945,93519869,-0.004878418,-0.007906575,-0.42122442,-0.0,0.0,0.0,0.0,0.0
93523999,93523882,-0.0047560167,-0.007564515,-0.42118192,-0.0,0.0,0.0,0.0,0.0
93527951,93527875,-0.0049871346,-0.00732386,-0.42120624,-0.0,0.0,0.0,0.0,0.0
93531952,93531868,-0.004793975,-0.007145276,-0.4212502,-0.0,0.0,0.0,0.0,0.0
93535983,93535869,-0.005107128,-0.007610566,-0.42132568,-0.0,0.0,0.0,0.0,0.0
93539945,93539869,-0.006090319,-0.008038793,-0.42135525,-0.0,0.0,0.0,0.0,0.0
93543979,93543868,-0.006134438,-0.0082270615,-0.4212853,-0.0,0.0,0.0,0.0,0.0
93547952,93547875,-0.0059505203,-0.007692849,-0.4212857,-0.0,0.0,0.0,0.0,0.0
93551945,93551869,-0.005610576,-0.0071495804,-0.42133674,-0.0,0.0,0.0,0.0,0.0
93555952,93555868,-0.005019613,-0.0070643486,-0.4213806,-0.0,0.0,0.0,0.0,0.0
93559945,93559869,-0.0048979977,-0.007187002,-0.4213991,-0.0,0.0,0.0,0.0,0.0
93563986,93563910,-0.005647565,-0.007553157,-0.4213706,-0.0,0.0,0.0,0.0,0.0
93567952,93567875,-0.0059689614,-0.008076088,-0.42129,-0.0,0.0,0.0,0.0,0.0
93571982,93571902,-0.0058877696,-0.007861289,-0.42118317,-0.0,0.0,0.0,0.0,0.0
93575945,93575869,-0.0053438577,-0.0074239373,-0.42110568,-0.0,0.0,0.0,0.0,0.0
93579945,93579869,-0.0052133612,-0.0072615347,-0.4210301,-0.0,0.0,0.0,0.0,0.0
93584010,93583929,-0.0052493853,-0.0076673017,-0.42099792,-0.0,0.0,0.0,0.0,0.0
93587946,93587869,-0.0051746913,-0.007707507,-0.42104173,-0.0,0.0,0.0,0.0,0.0
93591949,93591870,-0.005755818,-0.008063833,-0.42116672,-0.0,0.0,0.0,0.0,0.0
93595955,93595879,-0.0057251067,-0.008216758,-0.42109847,-0.0,0.0,0.0,0.0,0.0
93599961,93599882,-0.0057324627,-0.008048943,-0.4209953,-0.0,0.0,0.0,0.0,0.0
93603975,93603869,-0.00575143,-0.008031029,-0.42098293,-0.0,0.0,0.0,0.0,0.0
93607982,93607869,-0.005509547,-0.007939393,-0.42105627,-0.0,0.0,0.0,0.0,0.0
93611234,93611119,-0.004937599,-0.0073308498,-0.4211968,-0.0,0.0,0.0,0.0,0.0
93615148,93615068,-0.00537016,-0.0067672,-0.42137414,-0.0,0.0,0.0,0.0,0.0
93618391,93618314,-0.004926234,-0.0066690105,-0.42136094,-0.0,0.0,0.0,0.0,0.0
93623149,93623069,-0.0052150395,-0.007544549,-0.42127815,-0.0,0.0,0.0,0.0,0.0
93627149,93627077,-0.005704122,-0.0078015514,-0.4211997,-0.0,0.0,0.0,0.0,0.0
93631194,93631112,-0.0056673465,-0.007935237,-0.42112264,-0.0,0.0,0.0,0.0,0.0
93635951,93635875,-0.0054299356,-0.0077781626,-0.42101812,-0.0,0.0,0.0,0.0,0.0
93639945,93639869,-0.005667806,-0.007491362,-0.42103454,-0.0,0.0,0.0,0.0,0.0
93643972,93643869,-0.0055425367,-0.007831546,-0.42116514,-0.0,0.0,0.0,0.0,0.0
93647970,93647890,-0.0050121313,-0.0077222427,-0.4212687,-0.0,0.0,0.0,0.0,0.0
93651987,93651907,-0.0054137665,-0.007930427,-0.42143914,-0.0,0.0,0.0,0.0,0.0
93655982,93655900,-0.0058315587,-0.008229017,-0.4214456,-0.0,0.0,0.0,0.0,0.0
93659956,93659876,-0.0058000926,-0.007907432,-0.42142192,-0.0,0.0,0.0,0.0,0.0
93663983,93663869,-0.0052142604,-0.0069708764,-0.42136773,-0.0,0.0,0.0,0.0,0.0
93668008,93667917,-0.0053426083,-0.0074199326,-0.42129546,-0.0,0.0,0.0,0.0,0.0
93672038,93671918,-0.0056658564,-0.00782272,-0.421273,-0.0,0.0,0.0,0.0,0.0
93675951,93675875,-0.0057696477,-0.007955652,-0.42124063,-0.0,0.0,0.0,0.0,0.0
93679162,93679090,-0.005848681,-0.0076205814,-0.42123967,-0.0,0.0,0.0,0.0,0.0
93683148,93683068,-0.005836496,-0.0074773133,-0.4212509,-0.0,0.0,0.0,0.0,0.0
93687141,93687069,-0.0057282844,-0.007458214,-0.42120573,-0.0,0.0,0.0,0.0,0.0
93691188,93691070,-0.0054123513,-0.0074200463,-0.42113534,-0.0,0.0,0.0,0.0,0.0
93695186,93695069,-0.0053784354,-0.007460759,-0.421077,-0.0,0.0,0.0,0.0,0.0
93698399,93698316,-0.0054748273,-0.006856895,-0.42104968,-0.0,0.0,0.0,0.0,0.0
93703153,93703068,-0.0058360985,-0.007596306,-0.4209698,-0.0,0.0,0.0,0.0,0.0
93707151,93707075,-0.005511334,-0.007802199,-0.42097387,-0.0,0.0,0.0,0.0,0.0
93711177,93711069,-0.005316524,-0.007832218,-0.4210247,-0.0,0.0,0.0,0.0,0.0
93715169,93715086,-0.0052065477,-0.007996395,-0.42114702,-0.0,0.0,0.0,0.0,0.0
93718423,93718317,-0.00565572,-0.007972777,-0.4213111,-0.0,0.0,0.0,0.0,0.0
93723141,93723069,-0.005687005,-0.007949329,-0.42135063,-0.0,0.0,0.0,0.0,0.0
93727161,93727082,-0.0057436395,-0.007785835,-0.42125854,-0.0,0.0,0.0,0.0,0.0
93731182,93731069,-0.0060034185,-0.007831237,-0.42117316,-0.0,0.0,0.0,0.0,0.0
93735170,93735090,-0.005950842,-0.007523847,-0.42115614,-0.0,0.0,0.0,0.0,0.0
93739176,93739096,-0.0058613527,-0.0072876974,-0.42120796,-0.0,0.0,0.0,0.0,0.0
93743149,93743069,-0.005567827,-0.0075964597,-0.42125407,-0.0,0.0,0.0,0.0,0.0
93747150,93747070,-0.0053194147,-0.007396674,-0.42127237,-0.0,0.0,0.0,0.0,0.0
93751141,93751069,-0.005340859,-0.0075705633,-0.42120114,-0.0,0.0,0.0,0.0,0.0
93755154,93755075,-0.0055419393,-0.0076686805,-0.42106476,-0.0,0.0,0.0,0.0,0.0
93759273,93759076,-0.005906211,-0.0076617706,-0.4209504,-0.0,0.0,0.0,0.0,0.0
93763170,93763087,-0.005677993,-0.0076547824,-0.42098284,-0.0,0.0,0.0,0.0,0.0
