,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,1.0,1.0,0.0,1.0,0.0,0.01100271262637361,0.03865071434583534,0.0019445037192226012,-0.19372090949077042,0.1867317362358696,0.02340712311493552,0.5147042185100525,0.0,6.540212426354434,0.0,0.0,0.021217321122600677,0.823356173140002,0.2373684552422856,0.4128443210326305,0.6451480580783143,537.8072762489319
