,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,1.0,0.0,1.0,1.0,0.0,0.013186446703859262,0.030993576989813754,0.005254413534187217,-0.19045830935174823,-0.011354985480519934,0.02340712311493552,0.4980774626889465,0.11351830568119661,6.583526839841771,0.0,0.0,0.01442906242248721,0.7755137860845978,0.19113286801297838,0.32964746370721804,0.5592284985433404,2145.0411756038666
