,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,1.0,0.0,0.0,0.0,1.0,0.014596586086879238,0.047929176111297725,0.0064593619304995666,-0.15487432647534463,0.0439005727944008,0.00851421998731147,0.2593822781375472,0.0,6.18721342619285,-1.0582344002033275,-0.20405046674629695,0.012648254774363703,0.7471323904619919,0.17083014425717186,0.2321366444033419,0.6314035699312056,1864.5983531475067
