,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,0.0,1.0,0.0,1.0,0.0,0.010910862850923525,0.03865071434583534,0.0019445037192226012,-0.19372090949077042,0.18673463174524116,0.02340712311493552,0.4854561828396185,0.0,6.9233631482050875,0.0,0.0,0.02414582880975772,0.8575982164351286,0.23736805902662855,0.4128448595215499,0.7630113790424556,187.94413113594055
