,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,1.0,0.0,1.0,0.0,1.0,0.013886860567057405,0.04045513239369814,0.006363464955207752,-0.1624308772047639,0.03338854240938076,-0.001854023997160114,0.40317006197400096,0.10931805253258596,6.547246597494961,-1.0434068119310684,-0.1999293227306783,0.01112318251779479,0.7364273871961118,0.17063368314243194,0.23222624688654697,0.5590538499029567,1938.0384635925293
