,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,1.0,1.0,0.0,1.0,1.0,0.011012805502790426,0.03865071434583534,0.0019445037192226012,-0.19372090949077042,0.17726140413190314,0.02340712311493552,0.4628802361121035,0.0,6.468737834876008,-1.4663250950180662,0.493859068145262,0.018515403999254755,0.7993331324133018,0.21218383151206394,0.372684752132959,0.6434904853665342,1037.5398955345154
