,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,1.0,1.0,0.0,0.0,1.0,0.011011834950827002,0.03865071434583534,0.0019445037192226012,-0.19372090949077042,0.23070921725194746,0.17650112065028548,0.4670714050477081,0.0,6.48593775113915,-1.2940002939771496,0.13989495004679778,0.018426020819459377,0.79991621142519,0.20797710422038296,0.3741485232852527,0.64575431740047,1100.8921008110046
