,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,1.0,0.0,1.0,1.0,1.0,0.013879780582011152,0.040359039666887954,0.006623078833117594,-0.16290990338609143,-0.001998428037154631,0.02340712311493552,0.40400830711941166,0.10937453865885301,6.544431373461445,-1.0441886465494132,-0.1767419259197485,0.011188710690943677,0.7369085837479816,0.1720825751889697,0.2329456823354556,0.5588823892159922,1917.0152802467346
