,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,0.0,0.0,0.0,0.0,0.0,0.01318454780327607,0.030597965965497877,0.005268504628294805,-0.1771971968224581,0.03165245806017781,0.004845091080607317,0.33594975275445177,0.0,6.9233631482050875,0.0,0.0,0.019100106349349985,0.8280176625404918,0.1911696702774068,0.33152804126072954,0.7577313028851663,827.750504732132
