,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,0.0,1.0,0.0,0.0,0.0,0.010910874327106908,0.03865071434583534,0.0019445037192226012,-0.19372090949077042,0.2574720002764128,0.18187125742600985,0.4854817285074206,0.0,6.9233631482050875,0.0,0.0,0.023880731270822186,0.8570543687096865,0.23247926265805194,0.4123919192552022,0.7630113777179587,242.06664419174194
