timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
50799675,0.15420826,-0.09970823,0.33733672
50810105,0.15947998,-0.11595435,0.34186348
50819713,0.15600711,-0.10878493,0.3300302
50830908,0.16300885,-0.105108276,0.3418237
50839689,0.16300885,-0.105108276,0.3418237
50849267,0.1683506,-0.09973888,0.33151382
50859699,0.16663505,-0.094369486,0.3211706
50868467,0.15249257,-0.10156954,0.32703117
50879699,0.15423633,-0.0888928,0.33139077
50888468,0.17186594,-0.074416064,0.33434355
50898867,0.15069371,-0.09249284,0.33433768
50908471,0.15772308,-0.09607755,0.3402793
50918907,0.15596595,-0.087046824,0.33875155
50928468,0.15065183,-0.09967758,0.34320956
50938895,0.15065183,-0.09967758,0.34320956
50947676,0.15062395,-0.10326229,0.3491179
50958100,0.16835079,-0.09250817,0.3314762
50967681,0.15596586,-0.090662174,0.3387704
50978093,0.1699968,-0.09780093,0.3565432
50987667,0.16652393,-0.09063152,0.34470987
50998868,0.14360847,-0.0996929,0.3402315
51007668,0.16122408,-0.08881617,0.34614787
51018868,0.17362255,-0.10513893,0.33598417
51027668,0.17362255,-0.10513893,0.33598417
51036468,0.15954947,-0.11603097,0.32713974
51046908,0.17183761,-0.09607755,0.34034595
51057267,0.16130696,-0.11060028,0.3285922
51066910,0.16660725,-0.094338834,0.32706016
51076468,0.14013527,-0.10698492,0.32847345
51086874,0.16307844,-0.10156954,0.3270811
51096468,0.16659343,-0.090708144,0.3299861
51106883,0.15777834,-0.11060028,0.32857555
51116483,0.15777834,-0.11060028,0.32857555
51126103,0.15416655,-0.09966225,0.346171
51135692,0.15238181,-0.083370164,0.35049513
51146118,0.15419471,-0.085231476,0.3402062
51155667,0.15242316,-0.09787756,0.3417361
51166867,0.1594667,-0.09063152,0.34467655
51175674,0.15240952,-0.08701617,0.34462443
51186868,0.15776479,-0.096123524,0.33144504
51195668,0.15766785,-0.08155483,0.3519831
51205268,0.15766785,-0.08155483,0.3519831
51215669,0.15766785,-0.08155483,0.3519831
51224468,0.15595187,-0.09426221,0.34173396
51234868,0.15596586,-0.090662174,0.3387704
51244467,0.15243715,-0.09427754,0.33877254
51254903,0.16829455,-0.117754355,0.34338692
51264468,0.16299513,-0.097862236,0.34473082
51274867,0.16306445,-0.10516957,0.3300447
51284468,0.15243733,-0.087046824,0.3387349
51295702,0.15602057,-0.12687704,0.32717952
51304468,0.15602057,-0.12687704,0.32717952
51314111,0.15074886,-0.11063093,0.3226527
51323716,0.16478017,-0.10330826,0.34035024
51334867,0.16126561,-0.09609287,0.3373512
51343668,0.15595178,-0.09787756,0.34175277
51354868,0.14535181,-0.10509295,0.34468517
51363668,0.16115431,-0.09958563,0.36092812
51374868,0.16310652,-0.09075412,0.32113513
51383667,0.1612102,-0.088800855,0.34909263
51393268,0.1612102,-0.088800855,0.34909263
51402898,0.17006622,-0.10149292,0.3418382
51412468,0.1541809,-0.0816008,0.34313214
51422867,0.15239535,-0.09784691,0.34762564
51432467,0.1559099,-0.1050623,0.35062468
51442867,0.15061049,-0.08517018,0.3519686
51452468,0.16300912,-0.09426221,0.34176725
51463668,0.16652393,-0.09063152,0.34470987
51472467,0.16656572,-0.08706215,0.3358568
51483702,0.15775053,-0.110569626,0.33446506
51492468,0.15775053,-0.110569626,0.33446506
51501268,0.16833661,-0.10333891,0.3344774
51502867,0.16823931,-0.10323164,0.3550907
51511668,0.1559662,-0.076200746,0.3386951
51522868,0.16300939,-0.08341614,0.3417108
51531691,0.16832316,-0.0852468,0.33732808
51542868,0.1576813,-0.09964693,0.34913242
51551680,0.15945262,-0.09784691,0.34765896
51562903,0.16479416,-0.09970823,0.3373867
51571696,0.15592407,-0.09423156,0.3476235
51581268,0.15592407,-0.09423156,0.3476235
51590867,0.1559655,-0.1051236,0.33884564
51600468,0.15592407,-0.09423156,0.3476235
51610867,0.154167,-0.081585474,0.34607694
51620468,0.16478053,-0.088846825,0.340275
51631693,0.15595178,-0.09787756,0.34175277
51640483,0.17003886,-0.08338549,0.34763366
51650867,0.15772273,-0.110538974,0.34035456
51660487,0.15599357,-0.09430819,0.3328997
51670868,0.15599357,-0.09430819,0.3328997
51679682,0.16832307,-0.08886215,0.3373469
51690867,0.13828081,-0.09784691,0.347559
51699694,0.15593806,-0.09063152,0.3446599
51709268,0.14182344,-0.09424689,0.34461206
51719700,0.15243724,-0.090662174,0.33875373
51730876,0.15416664,-0.096046895,0.3461522
51739669,0.15950821,-0.097908214,0.33587992
51750889,0.15769528,-0.096046895,0.34616885
51759678,0.16129342,-0.096123524,0.3314617
51769268,0.16129342,-0.096123524,0.3314617
51778867,0.16830926,-0.085231476,0.34027284
51788470,0.16653802,-0.08341614,0.34172747
