timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
350197250,350193082,1200.0,0.36675593,0.0644229,1.019864,0.0,255,0,6,4,0,0,0,1,1,1,36
351203197,350193082,1200.0,0.36675593,0.02085402,1.021847,0.0,255,0,6,4,0,0,0,1,1,1,36
351286656,351286410,1200.0,0.36675593,0.02085402,1.021847,0.0,255,0,6,4,0,0,0,1,1,1,36
352296342,351286410,1200.0,0.36675593,0.020954423,1.2223413,0.0,255,0,6,4,0,0,0,1,1,1,36
352328281,352322154,1200.0,0.36675593,0.020954423,1.2223413,0.0,255,0,6,4,0,0,0,1,1,1,36
353333142,352322154,1200.0,0.36675593,0.020816274,1.0527087,0.0,255,0,6,4,0,0,0,1,1,1,36
353353303,353346162,1200.0,0.36675593,0.020816274,1.0527087,0.0,255,0,6,4,0,0,0,1,1,1,36
354194559,354191163,1200.0,0.36675593,0.020872489,0.92733485,0.0,255,0,6,4,0,0,0,1,1,1,36
355201841,354191163,1200.0,0.36675593,0.0467411,1.2928389,0.0,255,0,6,4,0,0,0,1,1,1,36
355211254,355207131,1200.0,0.36675593,0.0467411,1.2928389,0.0,255,0,6,4,0,0,0,1,1,1,36
356217402,355207131,1200.0,0.36675593,0.020950744,0.7642033,0.0,255,0,6,4,0,0,0,1,1,1,36
356237234,356234202,1200.0,0.36675593,0.020950744,0.7642033,0.0,255,0,6,4,0,0,0,1,1,1,36
357243245,357242045,1200.0,0.36675593,0.020913044,1.5386025,0.0,255,0,6,4,0,0,0,1,1,1,36
358233897,358229612,1200.0,0.36675593,0.020875622,1.0835441,0.0,255,0,6,4,0,0,0,1,1,1,36
359235193,358229612,1200.0,0.36675593,0.02098143,0.93717057,0.0,255,0,6,4,0,0,0,1,1,1,36
359285364,359283207,1200.0,0.36675593,0.02098143,0.93717057,0.0,255,0,6,4,0,0,0,1,1,1,36
360294478,360293044,1200.0,0.36675593,0.020854043,1.1648473,0.0,255,0,6,4,0,0,0,1,1,1,36
361191602,361185104,1200.0,0.36675593,0.020993134,0.9986734,0.0,255,0,6,4,0,0,0,1,1,1,36
362200204,361185104,1200.0,0.36675593,0.020902323,1.0690045,0.0,255,0,6,4,0,0,0,1,1,1,36
362220233,362216037,1200.0,0.36675593,0.020902323,1.0690045,0.0,255,0,6,4,0,0,0,1,1,1,36
363227299,362216037,1200.0,0.36675593,0.020916313,1.0786841,0.0,255,0,6,4,0,0,0,1,1,1,36
363257688,363248792,1200.0,0.36675593,0.020916313,1.0786841,0.0,255,0,6,4,0,0,0,1,1,1,36
364206445,364206201,1200.0,0.36675593,0.020791462,1.0405631,0.0,255,0,6,4,0,0,0,1,1,1,36
365216275,364206201,1200.0,0.36675593,0.0465708,0.91655296,0.0,255,0,6,4,0,0,0,1,1,1,36
365237567,365229260,1200.0,0.36675593,0.0465708,0.91655296,0.0,255,0,6,4,0,0,0,1,1,1,36
366238581,365229260,1200.0,0.36675593,0.020845016,1.271546,0.0,255,0,6,4,0,0,0,1,1,1,36
366278485,366270051,1200.0,0.36675593,0.020845016,1.271546,0.0,255,0,6,4,0,0,0,1,1,1,36
367281411,366270051,1200.0,0.36675593,0.020821929,1.1898246,0.0,255,0,6,4,0,0,0,1,1,1,36
367331259,367331096,1200.0,0.36675593,0.020821929,1.1898246,0.0,255,0,6,4,0,0,0,1,1,1,36
368196326,368194046,1200.0,0.36675593,0.020980949,1.2368768,0.0,255,0,6,4,0,0,0,1,1,1,36
369201529,368194046,1200.0,0.36675593,0.02097925,0.93507516,0.0,255,0,6,4,0,0,0,1,1,1,36
369232575,369226446,1200.0,0.36675593,0.02097925,0.93507516,0.0,255,0,6,4,0,0,0,1,1,1,36
370190342,370183259,1200.0,0.36675593,0.020834448,0.97227424,0.0,255,0,6,4,0,0,0,1,1,1,36
371195248,370183259,1200.0,0.36675593,0.020806251,1.1958641,0.0,255,0,6,4,0,0,0,1,1,1,36
371285902,371283201,1200.0,0.36675593,0.020806251,1.1958641,0.0,255,0,6,4,0,0,0,1,1,1,36
372254398,372251793,1200.0,0.36675593,0.020881081,0.9197619,0.0,255,0,6,4,0,0,0,1,1,1,36
373261224,372251793,1200.0,0.36675593,0.020876493,1.0676835,0.0,255,0,6,4,0,0,0,1,1,1,36
373282450,373279504,1200.0,0.36675593,0.020876493,1.0676835,0.0,255,0,6,4,0,0,0,1,1,1,36
374284411,373279504,1200.0,0.36675593,0.020978998,1.225773,0.0,255,0,6,4,0,0,0,1,1,1,36
374314496,374312039,1200.0,0.36675593,0.020978998,1.225773,0.0,255,0,6,4,0,0,0,1,1,1,36
375211291,375204811,1200.0,0.36675593,0.046812795,1.0069731,0.0,255,0,6,4,0,0,0,1,1,1,36
376212237,376209920,1200.0,0.36675593,0.020971477,1.2782615,0.0,255,0,6,4,0,0,0,1,1,1,36
377210496,377202386,1200.0,0.36675593,0.02079945,1.0845428,0.0,255,0,6,4,0,0,0,1,1,1,36
378214951,377202386,1200.0,0.36675593,0.020852013,0.9601855,0.0,255,0,6,4,0,0,0,1,1,1,36
378234444,378232042,1200.0,0.36675593,0.020852013,0.9601855,0.0,255,0,6,4,0,0,0,1,1,1,36
379243227,378232042,1200.0,0.36675593,0.020905381,1.2234626,0.0,255,0,6,4,0,0,0,1,1,1,36
379323301,379322197,1200.0,0.36675593,0.020905381,1.2234626,0.0,255,0,6,4,0,0,0,1,1,1,36
