timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
349999192,5.2529297,0.0,0,0,1,0,0,0,0
350499192,5.231982,0.0,0,0,1,0,0,0,0
350999192,5.243262,0.0,0,0,1,0,0,0,0
351509192,5.2271485,0.0,0,0,1,0,0,0,0
352009216,5.219092,0.0,0,0,1,0,0,0,0
352509209,5.240039,0.0,0,0,1,0,0,0,0
353019192,5.2464843,0.0,0,0,1,0,0,0,0
353519192,5.2223144,0.0,0,0,1,0,0,0,0
354019192,5.240039,0.0,0,0,1,0,0,0,0
354519192,5.219092,0.0,0,0,1,0,0,0,0
355019192,5.243262,0.0,0,0,1,0,0,0,0
355519192,5.230371,0.0,0,0,1,0,0,0,0
356019192,5.2335935,0.0,0,0,1,0,0,0,0
356519192,5.2368164,0.0,0,0,1,0,0,0,0
357019230,5.220703,0.0,0,0,1,0,0,0,0
357519201,5.22876,0.0,0,0,1,0,0,0,0
358019233,5.2110353,0.0,0,0,1,0,0,0,0
358529192,5.194922,0.0,0,0,1,0,0,0,0
359029192,5.1981444,0.0,0,0,1,0,0,0,0
359529192,5.2142577,0.0,0,0,1,0,0,0,0
360029212,5.2384276,0.0,0,0,1,0,0,0,0
360529220,5.240039,0.0,0,0,1,0,0,0,0
361029192,5.235205,0.0,0,0,1,0,0,0,0
361529192,5.196533,0.0,0,0,1,0,0,0,0
362029215,5.2271485,0.0,0,0,1,0,0,0,0
362539241,5.2368164,0.0,0,0,1,0,0,0,0
363039192,5.2029786,0.0,0,0,1,0,0,0,0
363539192,5.2078123,0.0,0,0,1,0,0,0,0
364039192,5.1884766,0.0,0,0,1,0,0,0,0
364539192,5.2142577,0.0,0,0,1,0,0,0,0
365039192,5.1981444,0.0,0,0,1,0,0,0,0
365539192,5.1755857,0.0,0,0,1,0,0,0,0
366039192,5.194922,0.0,0,0,1,0,0,0,0
366539195,5.2271485,0.0,0,0,1,0,0,0,0
367039202,5.2110353,0.0,0,0,1,0,0,0,0
367549192,5.2078123,0.0,0,0,1,0,0,0,0
368049222,5.220703,0.0,0,0,1,0,0,0,0
368549192,5.191699,0.0,0,0,1,0,0,0,0
369049193,5.21748,0.0,0,0,1,0,0,0,0
369559194,5.2239256,0.0,0,0,1,0,0,0,0
370059192,5.1997557,0.0,0,0,1,0,0,0,0
370559220,5.1884766,0.0,0,0,1,0,0,0,0
371059192,5.2110353,0.0,0,0,1,0,0,0,0
371559192,5.2029786,0.0,0,0,1,0,0,0,0
372059196,5.190088,0.0,0,0,1,0,0,0,0
372559192,5.1852536,0.0,0,0,1,0,0,0,0
373069192,5.18042,0.0,0,0,1,0,0,0,0
373569192,5.191699,0.0,0,0,1,0,0,0,0
374069192,5.194922,0.0,0,0,1,0,0,0,0
374569192,5.196533,0.0,0,0,1,0,0,0,0
375069192,5.215869,0.0,0,0,1,0,0,0,0
375569227,5.21748,0.0,0,0,1,0,0,0,0
376069200,5.2239256,0.0,0,0,1,0,0,0,0
376579192,5.1755857,0.0,0,0,1,0,0,0,0
377079210,5.219092,0.0,0,0,1,0,0,0,0
377579192,5.194922,0.0,0,0,1,0,0,0,0
378079191,5.1997557,0.0,0,0,1,0,0,0,0
378579192,5.194922,0.0,0,0,1,0,0,0,0
379079193,5.21748,0.0,0,0,1,0,0,0,0
379579192,5.21748,0.0,0,0,1,0,0,0,0
380079192,5.2110353,0.0,0,0,1,0,0,0,0
380589214,5.191699,0.0,0,0,1,0,0,0,0
381089192,5.182031,0.0,0,0,1,0,0,0,0
381589192,5.1868653,0.0,0,0,1,0,0,0,0
382089262,5.206201,0.0,0,0,1,0,0,0,0
382589192,5.20459,0.0,0,0,1,0,0,0,0
383089192,5.2094235,0.0,0,0,1,0,0,0,0
383589200,5.2142577,0.0,0,0,1,0,0,0,0
384089223,5.1981444,0.0,0,0,1,0,0,0,0
384589241,5.1981444,0.0,0,0,1,0,0,0,0
385089192,5.1755857,0.0,0,0,1,0,0,0,0
385599225,5.201367,0.0,0,0,1,0,0,0,0
386099192,5.2223144,0.0,0,0,1,0,0,0,0
386599192,5.1981444,0.0,0,0,1,0,0,0,0
387099220,5.2142577,0.0,0,0,1,0,0,0,0
387599192,5.1852536,0.0,0,0,1,0,0,0,0
388099192,5.1594725,0.0,0,0,1,0,0,0,0
388599238,5.2029786,0.0,0,0,1,0,0,0,0
389109201,5.1884766,0.0,0,0,1,0,0,0,0
389609192,5.220703,0.0,0,0,1,0,0,0,0
390109206,5.219092,0.0,0,0,1,0,0,0,0
390609215,5.196533,0.0,0,0,1,0,0,0,0
391119214,5.1884766,0.0,0,0,1,0,0,0,0
391619192,5.182031,0.0,0,0,1,0,0,0,0
392119192,5.1981444,0.0,0,0,1,0,0,0,0
392619196,5.1852536,0.0,0,0,1,0,0,0,0
393119192,5.1933103,0.0,0,0,1,0,0,0,0
393619191,5.220703,0.0,0,0,1,0,0,0,0
394119238,5.182031,0.0,0,0,1,0,0,0,0
394629192,5.2239256,0.0,0,0,1,0,0,0,0
395129192,5.231982,0.0,0,0,1,0,0,0,0
395629228,5.2239256,0.0,0,0,1,0,0,0,0
396139214,5.215869,0.0,0,0,1,0,0,0,0
396639192,5.182031,0.0,0,0,1,0,0,0,0
397139192,5.190088,0.0,0,0,1,0,0,0,0
397639192,5.2110353,0.0,0,0,1,0,0,0,0
398649192,5.20459,0.0,0,0,1,0,0,0,0
399149192,5.2110353,0.0,0,0,1,0,0,0,0
399649211,5.2126465,0.0,0,0,1,0,0,0,0
400149235,5.2094235,0.0,0,0,1,0,0,0,0
