timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail,health_flags,timeout_flags
349701475,-0.36838365,-0.0033502304,-0.001261956,-0.92966706,0.009553655,0.008947989,0.008281448,0.006382038,0.0068858033,-0.14644353,-1.4274832e-05,-5.3868653e-06,3.299547e-05,0.0006975204,0.00015930345,0.0007620926,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,6.255134e-11,7.904818e-06,0.001358997,3.3193523e-05,7.964372e-06,8.073113e-06,4.621763e-06,0.005082771,0.0050825174,0.011249886,0.0071588373,0.0071587423,0.06006737,1.0593088e-11,1.0590458e-11,1.8400587e-11,1.2129188e-07,1.237325e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.119656086,0.24508646,0.002637523,0.0,0.00013972886,0.01248132,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
349901509,-0.36889145,-0.0033238116,-0.0012382288,-0.9294657,0.009690292,0.009838249,0.0050650123,0.006635158,0.006961653,-0.15689038,-1.429455e-05,-5.386294e-06,3.3056876e-05,0.00069758174,0.00015974263,0.00076588255,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,5.6716184e-11,7.852402e-06,0.00090670714,3.3186767e-05,7.964485e-06,8.07285e-06,4.6410164e-06,0.0051121255,0.005111889,0.011266136,0.007204534,0.007204437,0.060152013,1.05861205e-11,1.0583554e-11,1.8410537e-11,1.212628e-07,1.2370056e-07,5.000004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.12003738,0.24525908,0.063197054,0.0,0.00013965383,0.021790689,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
350101469,-0.36916438,-0.003350701,-0.001271577,-0.92935723,0.01007446,0.00987369,0.0062563247,0.0070133377,0.0072639463,-0.15674181,-1.4312855e-05,-5.3856256e-06,3.301737e-05,0.00069788453,0.00015983217,0.0007665559,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,5.3054488e-11,7.525035e-06,0.0006866554,3.317905e-05,7.97796e-06,8.086006e-06,4.6593723e-06,0.0052089444,0.0052087144,0.011377232,0.007430062,0.00742996,0.061058067,1.0580769e-11,1.0578259e-11,1.8411212e-11,1.2123698e-07,1.2367222e-07,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.12190169,0.24709931,0.041289035,0.0,0.00014424471,0.026043385,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
350308668,-0.36965087,-0.003339204,-0.0012748113,-0.9291639,0.010062957,0.009609471,-0.0016099443,0.0071958164,0.007310333,-0.17963192,-1.43343095e-05,-5.3847825e-06,3.306971e-05,0.00069799006,0.00016026896,0.0007746238,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,5.727535e-11,7.5107305e-06,0.001001822,3.3133212e-05,7.972869e-06,8.080497e-06,4.6736136e-06,0.005221486,0.0052212677,0.0114062,0.0074842125,0.007484113,0.061308157,1.0562462e-11,1.0560012e-11,1.840335e-11,1.2120762e-07,1.2364006e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.122345105,0.24760485,0.0034444174,0.0,0.0001468696,0.011831611,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
350508669,-0.369834,-0.0033850041,-0.0012427237,-0.9290909,0.009473689,0.009107327,-0.0064036967,0.0073557165,0.007375048,-0.19466953,-1.4354005e-05,-5.38396e-06,3.298955e-05,0.00069840444,0.00016026857,0.0007804214,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,5.2622406e-11,7.271289e-06,0.0013860427,3.3125245e-05,7.97642e-06,8.083668e-06,4.6916184e-06,0.0052745934,0.0052743773,0.0114911385,0.0076444326,0.007644333,0.062065374,1.055008e-11,1.0547683e-11,1.8402701e-11,1.211816e-07,1.2361153e-07,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.12364775,0.24912924,0.01462091,0.0,0.00014829864,0.017605294,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
350716669,-0.3701063,-0.003377308,-0.0012678911,-0.9289825,0.009936277,0.008857468,-0.0043254946,0.007199309,0.007034954,-0.1905461,-1.4378359e-05,-5.382512e-06,3.2939224e-05,0.00069879263,0.00016037568,0.0007788241,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,6.502923e-11,8.198023e-06,0.0015039593,3.3079657e-05,7.947462e-06,8.054144e-06,4.7057765e-06,0.005167779,0.0051675783,0.01139233,0.0074296286,0.0074295383,0.0612681,1.0517243e-11,1.0514912e-11,1.8395776e-11,1.211501e-07,1.2357692e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.12189818,0.24752393,0.050498698,0.0,0.0001461854,0.024878208,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
350916691,-0.37042147,-0.0033559874,-0.0012393277,-0.9288569,0.009805073,0.008071632,0.0016997326,0.007266309,0.006857661,-0.17576179,-1.4399593e-05,-5.3808544e-06,3.2911023e-05,0.00069909246,0.00016049361,0.000773587,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,6.7514216e-11,8.234177e-06,0.0009877098,3.3126722e-05,7.937463e-06,8.043731e-06,4.731904e-06,0.005146003,0.005145812,0.011374294,0.007388547,0.0073884637,0.061134968,1.0498064e-11,1.0495791e-11,1.8409683e-11,1.211235e-07,1.235477e-07,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.12156073,0.24725486,0.0059475615,0.0,0.0001459027,0.0029236136,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
351115887,-0.3707255,-0.0033738061,-0.0012252762,-0.9287356,0.009032349,0.007895712,0.009125202,0.007234216,0.0066534025,-0.15294313,-1.4420212e-05,-5.3788885e-06,3.2887903e-05,0.00069937285,0.00016060295,0.0007656904,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,6.441295e-11,8.393538e-06,0.0017244333,3.31188e-05,7.9308975e-06,8.036753e-06,4.7500153e-06,0.0051386063,0.0051384154,0.01136364,0.0073671616,0.007367081,0.061042853,1.0481291e-11,1.04790725e-11,1.8410308e-11,1.2109804e-07,1.2351975e-07,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.12138469,0.24706852,0.017332941,0.0,0.00014536694,0.046427052,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
351323869,-0.3709171,-0.0033961807,-0.0012396441,-0.92865896,0.009227578,0.007935649,0.010056552,0.007006519,0.006366954,-0.14948897,-1.4442393e-05,-5.3768845e-06,3.2798922e-05,0.0006998216,0.00016057417,0.0007659112,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,6.467578e-11,8.553038e-06,0.0015729956,3.312753e-05,7.9136025e-06,8.018972e-06,4.7713243e-06,0.0050764326,0.0050762463,0.011289075,0.007214285,0.0072142133,0.060354806,1.0460228e-11,1.0458069e-11,1.8417838e-11,1.210708e-07,1.2348991e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.120118685,0.24567215,0.053743593,0.0,0.00014219868,0.003985131,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
351523908,-0.3712603,-0.0034019693,-0.0012725386,-0.9285217,0.0087736575,0.008685105,0.013260033,0.007005094,0.0063537657,-0.14228618,-1.4461742e-05,-5.374895e-06,3.280469e-05,0.00070001563,0.0001607779,0.0007640524,0.19630095,0.004300585,0.3737911,-9.1088696e-05,-0.002317455,-0.0971974,0.0,0.0,6.7729114e-11,8.45673e-06,0.0010967966,3.3119923e-05,7.911564e-06,8.016575e-06,4.788752e-06,0.005088693,0.005088505,0.011292286,0.007226303,0.0072262324,0.06034488,1.0447814e-11,1.0445708e-11,1.8418786e-11,1.2104731e-07,1.2346418e-07,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.1202187,0.24565195,0.023414552,0.0,0.00014070865,0.037365448,0.0,0.0,0.0,0.015948,104,0,0,165,24,0,0,0
