timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
349539869,32767,32767,32767,32767,32767,32767,32767
349543881,32767,32767,32767,32767,32767,32767,32767
349547887,32767,32767,32767,32767,-58,-48,32767
349551892,32767,32767,32767,32767,32767,32767,32767
349555869,32767,32767,32767,32767,32767,-40,32767
349559869,32767,32767,32767,32767,-68,-64,32767
349563869,32767,32767,32767,32767,32767,32767,32767
349567869,32767,32767,32767,32767,-47,-56,32767
349571114,32767,32767,32767,32767,32767,32767,32767
349575069,32767,32767,32767,32767,32767,32767,32767
349579105,32767,32767,32767,32767,32767,-73,32767
349583070,32767,32767,32767,32767,32767,32767,32767
349587069,32767,32767,32767,32767,32767,-56,32767
349591088,32767,32767,32767,32767,-60,32767,32767
349595069,32767,32767,32767,32767,32767,-40,32767
349598295,32767,32767,32767,32767,32767,32767,32767
349602269,32767,32767,32767,32767,-61,32767,32767
349606269,32767,32767,32767,32767,32767,-48,32767
349610269,32767,32767,32767,32767,32767,32767,32767
349614269,32767,32767,32767,32767,-66,32767,32767
349618298,32767,32767,32767,32767,32767,-72,32767
349622269,32767,32767,32767,32767,32767,32767,32767
349625484,32767,32767,32767,32767,32767,-40,32767
349629503,32767,32767,32767,32767,32767,32767,32767
349634269,32767,32767,32767,32767,-52,32767,32767
349638271,32767,32767,32767,32767,32767,-72,32767
349642283,32767,32767,32767,32767,32767,32767,32767
349646311,32767,32767,32767,32767,-69,-49,32767
349650268,32767,32767,32767,32767,32767,32767,32767
349654269,32767,32767,32767,32767,-41,32767,32767
349658291,32767,32767,32767,32767,32767,-72,32767
349662269,32767,32767,32767,32767,32767,32767,32767
349665493,32767,32767,32767,32767,32767,-40,32767
349669504,32767,32767,32767,32767,32767,32767,32767
349673469,32767,32767,32767,32767,32767,32767,32767
349677476,32767,32767,32767,32767,-54,-64,32767
349681487,32767,32767,32767,32767,32767,32767,32767
349685502,32767,32767,32767,32767,32767,-41,32767
349689504,32767,32767,32767,32767,-62,32767,32767
349693469,32767,32767,32767,32767,32767,32767,32767
349697469,32767,32767,32767,32767,32767,-72,32767
349701475,32767,32767,32767,32767,-69,32767,32767
349705491,32767,32767,32767,32767,32767,-40,32767
349709469,32767,32767,32767,32767,32767,32767,32767
349713486,32767,32767,32767,32767,32767,32767,32767
349717469,32767,32767,32767,32767,32767,-72,32767
349721517,32767,32767,32767,32767,-55,32767,32767
349725490,32767,32767,-30,32767,32767,-39,32767
349729469,32767,32767,32767,32767,32767,32767,32767
349733516,32767,32767,32767,32767,-56,32767,32767
349737469,32767,32767,32767,32767,32767,-72,32767
349741475,32767,32767,32767,32767,32767,32767,32767
349745469,32767,32767,32767,32767,-73,-40,32767
349749471,32767,32767,32767,32767,32767,32767,32767
349753474,32767,32767,32767,32767,32767,32767,32767
349757468,32767,32767,32767,32767,32767,-72,32767
349761478,32767,32767,32767,32767,32767,32767,32767
349765469,32767,32767,32767,32767,-54,-40,32767
349769469,32767,32767,32767,32767,32767,32767,32767
349773469,32767,32767,32767,32767,32767,32767,32767
349777469,32767,32767,32767,32767,-71,-72,32767
349781469,32767,32767,32767,32767,32767,32767,32767
349785469,32767,32767,32767,32767,-54,-55,32767
349789475,32767,32767,32767,32767,32767,32767,32767
349793514,32767,32767,32767,32767,32767,-41,32767
349797486,32767,32767,32767,32767,32767,32767,32767
349801469,32767,32767,32767,32767,32767,32767,32767
349805469,32767,32767,32767,32767,-44,-64,32767
349809475,32767,32767,32767,32767,32767,32767,32767
349813487,32767,32767,32767,32767,32767,-40,32767
349817490,32767,32767,32767,32767,-54,32767,32767
349821469,32767,32767,32767,32767,32767,32767,32767
349825469,32767,32767,32767,32767,32767,-64,32767
349829476,32767,32767,32767,32767,-66,32767,32767
349833477,32767,32767,32767,32767,32767,-40,32767
349837469,32767,32767,32767,32767,32767,32767,32767
349841469,32767,32767,32767,32767,32767,32767,32767
349845469,32767,32767,32767,32767,32767,-64,32767
349849475,32767,32767,32767,32767,-63,32767,32767
349853475,32767,32767,32767,32767,32767,-40,32767
349857468,32767,32767,32767,32767,32767,32767,32767
349861472,32767,32767,32767,32767,-62,32767,32767
349865469,32767,32767,32767,32767,32767,-64,32767
349869475,32767,32767,32767,32767,32767,32767,32767
349873469,32767,32767,32767,32767,-72,-40,32767
349877469,32767,32767,32767,32767,32767,32767,32767
349881503,32767,32767,32767,32767,32767,32767,32767
349885469,32767,32767,32767,32767,32767,-56,32767
349889476,32767,32767,32767,32767,32767,32767,32767
349893469,32767,32767,32767,32767,-63,-40,32767
349897469,32767,32767,32767,32767,32767,32767,32767
349901509,32767,32767,32767,32767,-44,32767,32767
349905469,32767,32767,32767,32767,32767,-72,32767
349909475,32767,32767,32767,32767,32767,32767,32767
349913469,32767,32767,32767,32767,-51,-40,32767
349917469,32767,32767,32767,32767,32767,32767,32767
349921507,32767,32767,32767,32767,32767,32767,32767
349925469,32767,32767,-102,32767,32767,-71,32767
349929483,32767,32767,32767,32767,32767,32767,32767
349933469,32767,32767,32767,32767,32767,-40,32767
349937469,32767,32767,32767,32767,-68,32767,32767
349941491,32767,32767,32767,32767,32767,32767,32767
349945468,32767,32767,32767,32767,-44,-72,32767
349949475,32767,32767,32767,32767,32767,32767,32767
349953469,32767,32767,32767,32767,32767,-40,32767
349957469,32767,32767,32767,32767,-51,32767,32767
349961503,32767,32767,32767,32767,32767,32767,32767
349965486,32767,32767,32767,32767,32767,-72,32767
349969475,32767,32767,32767,32767,32767,32767,32767
349973468,32767,32767,32767,32767,32767,-40,32767
349977469,32767,32767,32767,32767,-41,32767,32767
349981511,32767,32767,32767,32767,32767,32767,32767
349985482,32767,32767,32767,32767,32767,-72,32767
349989512,32767,32767,32767,32767,-55,32767,32767
349993468,32767,32767,32767,32767,32767,32767,32767
349997475,32767,32767,32767,32767,32767,32767,32767
350001491,32767,32767,32767,32767,-72,-40,32767
350005469,32767,32767,32767,32767,32767,32767,32767
350009506,32767,32767,32767,32767,32767,32767,32767
350013469,32767,32767,32767,32767,32767,-64,32767
350017475,32767,32767,32767,32767,32767,32767,32767
350021469,32767,32767,32767,32767,-58,-40,32767
350025486,32767,32767,32767,32767,32767,32767,32767
350029519,32767,32767,32767,32767,32767,32767,32767
350033469,32767,32767,32767,32767,-73,-64,32767
350037475,32767,32767,32767,32767,32767,32767,32767
350041469,32767,32767,32767,32767,-44,-40,32767
