timestamp,error_count,device_id,x,y,z,temperature,scaling,x_raw,y_raw,z_raw,is_external
133181914,0,263178,0.0981586,0.18222998,0.35453814,48.02549,0.0015,96,-96,-252,0
133291543,0,263178,0.060317256,0.18048857,0.36211112,48.040466,0.0015,97,-75,-257,0
133391514,0,263178,0.08554481,0.18048857,0.36514032,48.010513,0.0015,97,-89,-259,0
133895513,0,263178,0.06572315,0.17874713,0.36059654,48.00752,0.0015,98,-78,-256,0
134005161,0,263178,0.08374284,0.18919572,0.35150898,48.034477,0.0015,92,-88,-250,0
134106714,0,263178,0.056713317,0.18048857,0.35605276,48.04346,0.0015,97,-73,-253,0
134206740,0,263178,0.074733004,0.1770057,0.36211112,48.040466,0.0015,99,-83,-257,0
134307514,0,263178,0.058515284,0.17526427,0.36665493,48.00153,0.0015,100,-74,-260,0
134407514,0,263178,0.060317256,0.17352283,0.36514032,48.05245,0.0015,101,-75,-259,0
134509120,0,263178,0.07833694,0.17352283,0.34393597,48.022495,0.0015,101,-85,-245,0
134609113,0,263178,0.067525126,0.18397142,0.36816952,48.040466,0.0015,95,-79,-261,0
134709914,0,263178,0.07653497,0.17874713,0.35756737,48.058437,0.0015,98,-84,-254,0
134809933,0,263178,0.089148745,0.18397142,0.35605276,48.046455,0.0015,95,-91,-253,0
134901163,0,263178,0.08194087,0.1770057,0.36211112,48.03148,0.0015,99,-87,-257,0
135011528,0,263178,0.06572315,0.17178139,0.36059654,48.046455,0.0015,102,-78,-256,0
135112352,0,263178,0.07653497,0.19616146,0.35756737,48.02549,0.0015,88,-84,-254,0
135222713,0,263178,0.07293103,0.19964433,0.36665493,48.022495,0.0015,86,-82,-260,0
135323529,0,263178,0.07293103,0.17178139,0.35150898,48.00153,0.0015,102,-82,-250,0
135423514,0,263178,0.07112906,0.1770057,0.35605276,48.073414,0.0015,99,-81,-253,0
135513914,0,263178,0.09635662,0.18397142,0.36211112,48.058437,0.0015,95,-95,-257,0
135625914,0,263178,0.074733004,0.19093716,0.36816952,48.079403,0.0015,91,-83,-261,0
135725114,0,263178,0.08734678,0.17874713,0.35756737,48.055443,0.0015,98,-90,-254,0
135825914,0,263178,0.06932709,0.19267859,0.36059654,48.06143,0.0015,90,-80,-256,0
135925914,0,263178,0.09275269,0.17352283,0.36211112,48.058437,0.0015,101,-93,-257,0
136028314,0,263178,0.08374284,0.19267859,0.33636302,48.079403,0.0015,90,-88,-240,0
136137133,0,263178,0.09275269,0.18745428,0.3378776,48.04346,0.0015,93,-93,-241,0
136239523,0,263178,0.06572315,0.19267859,0.32727543,48.040466,0.0015,90,-78,-234,0
136339513,0,263178,0.07833694,0.18397142,0.31364408,48.09438,0.0015,95,-85,-225,0
136439537,0,263178,0.089148745,0.22228296,0.31061488,48.06143,0.0015,73,-91,-223,0
136539514,0,263178,0.06572315,0.20661005,0.3060711,48.07641,0.0015,82,-78,-220,0
136641916,0,263178,0.056713317,0.22228296,0.3015273,48.08839,0.0015,73,-73,-217,0
136741933,0,263178,0.07653497,0.20661005,0.29092512,48.097374,0.0015,82,-84,-210,0
136841914,0,263178,0.08194087,0.21183436,0.28335217,48.079403,0.0015,79,-87,-205,0
136953114,0,263178,0.07833694,0.22576581,0.28335217,48.08839,0.0015,71,-85,-205,0
137053114,0,263178,0.074733004,0.21183436,0.28032294,48.07641,0.0015,79,-83,-203,0
137153114,0,263178,0.08374284,0.19964433,0.3060711,48.06742,0.0015,86,-88,-220,0
137255536,0,263178,0.074733004,0.18397142,0.32879004,48.091385,0.0015,95,-83,-235,0
137355513,0,263178,0.07653497,0.19964433,0.2969835,48.09438,0.0015,86,-84,-214,0
137455513,0,263178,0.07112906,0.18048857,0.34999436,48.103363,0.0015,97,-81,-249,0
137565119,0,263178,0.06392119,0.17178139,0.34999436,48.08839,0.0015,102,-77,-249,0
137656314,0,263178,0.09095072,0.20312718,0.29092512,48.11834,0.0015,84,-92,-210,0
137766765,0,263178,0.06572315,0.18222998,0.33636302,48.13032,0.0015,96,-78,-240,0
137867566,0,263178,0.08554481,0.20486861,0.31667328,48.109356,0.0015,83,-89,-227,0
137969114,0,263178,0.07833694,0.21183436,0.2984981,48.11834,0.0015,79,-85,-215,0
