timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
389717293,11.357,11.59995,9.2752,7.9348464,0.0,222.37975,0.9603186,1.0054181,0.0,3,0,0,0,0,0,1,1,0,0,0
390222902,11.4882,11.520277,8.394799,8.812911,0.0,223.72002,0.9185477,1.0111852,0.0,3,0,0,0,0,0,1,1,0,0,0
390714994,11.504601,11.505739,8.6676,8.676919,0.0,224.88869,0.9106322,1.0122855,0.0,3,0,0,0,0,0,1,1,0,0,0
391220465,11.5702,11.494559,7.9111996,8.527539,0.0,226.07524,0.90394455,1.013217,0.0,3,0,0,0,0,0,1,1,0,0,0
391726207,11.521,11.51198,8.0848,8.185502,0.0,227.18788,0.9123407,1.0120478,0.0,3,0,0,0,0,0,1,1,0,0,0
392219795,11.5538,11.521294,7.812,7.9899364,0.0,228.26323,0.916369,1.0114878,0.0,3,0,0,0,0,0,1,1,0,0,0
392723785,11.521,11.532791,8.184,7.822616,0.0,229.33943,0.9217649,1.0107386,0.0,3,0,0,0,0,0,1,1,0,0,0
393229231,11.5128,11.537277,7.812,7.784367,0.0,230.42842,0.92385536,1.0104487,0.0,3,0,0,0,0,0,1,1,0,0,0
393722839,11.07,11.474297,11.9908,8.696429,0.0,231.67497,0.89024264,1.0151309,0.0,3,0,0,0,0,0,1,1,0,0,0
394227781,11.5128,11.397525,7.2788,9.414895,0.0,233.13432,0.8515397,1.0205761,0.0,3,0,0,0,0,0,1,1,0,0,0
394720659,11.3652,11.491135,8.146799,7.784284,0.0,234.04193,0.8991514,1.0138856,0.0,3,0,0,0,0,0,1,1,0,0,0
395225222,11.398,11.4283285,9.4612,8.755762,0.0,235.3717,0.8656793,1.01858,0.0,3,0,0,0,0,0,1,1,0,0,0
395729239,11.2094,11.378462,9.8208,9.265955,0.0,236.71672,0.83974653,1.022247,0.0,3,0,0,0,0,0,1,1,0,0,0
396222864,11.193,11.327832,9.882799,9.600524,0.0,238.0695,0.81269747,1.0261,0.0,3,0,0,0,0,0,1,1,0,0,0
396727788,11.3078,11.305848,9.5976,9.573869,0.0,239.41304,0.80091435,1.0277876,0.0,3,0,0,0,0,0,1,1,0,0,0
397231661,11.2422,11.287397,9.8208,9.593709,0.0,240.75533,0.7906886,1.0292567,0.0,3,0,0,0,0,0,1,1,0,0,0
397725240,11.2586,11.264688,9.039599,9.656839,0.0,242.09154,0.7781177,1.0310683,0.0,3,0,0,0,0,0,1,1,0,0,0
398230924,11.2504,11.25804,9.486,9.578061,0.0,243.42934,0.77412945,1.0316445,0.0,3,0,0,0,0,0,1,1,0,0,0
398734901,11.6522,11.299025,5.9892,8.940967,0.0,244.6422,0.79540545,1.0285785,0.0,3,0,0,0,0,0,1,1,0,0,0
399240489,11.7588005,11.441367,5.5056,7.1364,0.0,245.45102,0.86789376,1.0182681,0.0,3,0,0,0,0,0,1,1,0,0,0
399733246,11.808,11.53801,5.7784,6.3986125,0.0,246.24895,0.91749245,1.0113317,0.0,3,0,0,0,0,0,1,1,0,0,0
400237337,11.7506,11.607447,5.7163997,6.043205,0.0,247.05865,0.9538298,1.0063095,0.0,3,0,0,0,0,0,1,1,0,0,0
400742883,11.2668,11.57458,9.3868,6.9935417,0.0,248.09244,0.9375039,1.0085597,0.0,3,0,0,0,0,0,1,1,0,0,0
