timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
310021092,0.00010257131,-0.0018881483,0.0020495264,0.0,0.0,0.0,0.0
310082676,-0.0009221173,0.00046277372,0.0020080965,0.0,0.0,0.0,0.0
310114676,0.0011421929,-0.0015424291,0.0019207962,0.0,0.0,0.0,0.0
310146627,-0.0014750112,-0.0011635774,0.002203798,0.0,0.0,0.0,0.0
310174723,0.00020701719,-0.0019453586,0.0010626956,0.0,0.0,0.0,0.0
310206634,-0.0021608337,0.0012351774,0.002840041,0.0,0.0,0.0,0.0
310238632,-0.00019160158,0.0003916087,0.0008238163,0.0,0.0,0.0,0.0
310270682,0.00031704817,0.00046519248,0.0011346925,0.0,0.0,0.0,0.0
310303454,-0.00092253473,0.000642956,0.0021084882,0.0,0.0,0.0,0.0
310335534,-0.00017357641,0.00071042683,0.0024182731,0.0,0.0,0.0,0.0
310367472,-0.00075115985,0.0010732786,0.0030205853,0.0,0.0,0.0,0.0
310395461,0.0013275885,0.00066827936,0.0031424086,0.0,0.0,0.0,0.0
310427422,0.00065099134,0.0012005322,0.012401537,0.0,0.0,0.0,0.0
310459466,0.0010806143,0.0024355454,-0.00017071236,0.0,0.0,0.0,0.0
310491477,0.00014592113,0.002257541,-0.008769305,0.0,0.0,0.0,0.0
310523472,-0.0019211489,0.0010130637,-0.0045998087,0.0,0.0,0.0,0.0
310555443,-0.0030988466,0.002019836,0.004409832,0.0,0.0,0.0,0.0
310587609,0.004187219,0.00151095,0.0106940465,0.0,0.0,0.0,0.0
310619492,0.0014891325,-0.002768821,0.002440195,0.0,0.0,0.0,0.0
310651492,-0.0016204694,0.0030154185,-0.004646454,0.0,0.0,0.0,0.0
310683439,3.615336e-06,-0.001702544,-0.0060980897,0.0,0.0,0.0,0.0
310717072,-0.0039974907,0.00045764796,0.0057948437,0.0,0.0,0.0,0.0
310745038,-0.0056699608,0.004516494,0.011202792,0.0,0.0,0.0,0.0
310777025,-9.977154e-05,-0.001164011,0.008054996,0.0,0.0,0.0,0.0
310809111,0.0048994366,-0.0007237422,-0.00067259255,0.0,0.0,0.0,0.0
310841072,0.0025728988,0.0042023216,-0.0055795405,0.0,0.0,0.0,0.0
310873047,0.0019423753,0.001179765,0.0020451408,0.0,0.0,0.0,0.0
310905032,-0.0017821742,-0.0025162497,0.0103329625,0.0,0.0,0.0,0.0
310937125,-0.0057461415,0.0002801125,0.006920807,0.0,0.0,0.0,0.0
310969070,0.0032590742,0.0050044023,-0.0008721396,0.0,0.0,0.0,0.0
311001077,0.009457678,0.0024674092,-0.0017456908,0.0,0.0,0.0,0.0
311033031,0.0015536924,-0.0018785242,0.001162565,0.0,0.0,0.0,0.0
311065089,-0.0024534652,-0.00016677234,0.0035237428,0.0,0.0,0.0,0.0
311097048,0.0017004237,0.0021839286,0.004858302,0.0,0.0,0.0,0.0
311129035,0.004982338,0.0026937847,0.0044037728,0.0,0.0,0.0,0.0
311161003,0.005772181,-0.0013628043,-0.0023925744,0.0,0.0,0.0,0.0
311193034,0.0035172056,0.006224041,0.00048647425,0.0,0.0,0.0,0.0
311225037,0.0035136996,0.0035157152,0.004930789,0.0,0.0,0.0,0.0
311257029,0.002163323,-0.004677126,0.003247931,0.0,0.0,0.0,0.0
311289025,0.0043373695,-0.007396591,0.0002975387,0.0,0.0,0.0,0.0
311321035,0.0001553852,0.0042612026,0.0018069209,0.0,0.0,0.0,0.0
311353059,-0.004964132,0.0019546878,0.00020283624,0.0,0.0,0.0,0.0
311385029,-0.005161493,-0.007481674,-0.0007984827,0.0,0.0,0.0,0.0
311417094,0.0031605668,0.004688946,0.0035086693,0.0,0.0,0.0,0.0
311450631,-0.012670361,-0.0029350142,0.004101844,0.0,0.0,0.0,0.0
311482628,-0.003338529,-0.0063775126,0.0012597094,0.0,0.0,0.0,0.0
311514694,-0.0071374294,0.0030980473,-0.0015715545,0.0,0.0,0.0,0.0
311546626,0.0034791045,0.005663996,0.0010936129,0.0,0.0,0.0,0.0
311578690,0.001477109,-0.0029667448,0.0030603805,0.0,0.0,0.0,0.0
311610686,0.0044070063,-0.0015442773,0.004623091,0.0,0.0,0.0,0.0
311642786,-0.0021756317,0.010821343,0.003007025,0.0,0.0,0.0,0.0
311674647,0.011680021,0.00064378453,-0.00089062797,0.0,0.0,0.0,0.0
311706659,0.01047776,-0.0066771097,-0.0026620445,0.0,0.0,0.0,0.0
311738660,0.0014432,0.008413928,0.0030232337,0.0,0.0,0.0,0.0
311770738,0.0024782124,0.0064692744,0.006081152,0.0,0.0,0.0,0.0
311798671,-0.006562402,-0.006554746,0.0013764385,-7.515093e-05,-2.6095262e-05,-5.8377623e-06,0.0
