timestamp,roll,pitch,yaw,thrust
310021058,-0.12834615,-0.04634718,-0.0006431831,0.08
310082648,-0.12834516,-0.046422593,-0.0007562687,0.08
310114649,-0.12843533,-0.046162773,-0.0008273657,0.08
310146599,-0.12855701,-0.0460761,-0.0009848401,0.08
310174696,-0.1284525,-0.046150144,-0.0010686568,0.08
310206606,-0.12839633,-0.04617564,-0.0011263028,0.08
310238605,-0.12831445,-0.046267632,-0.0012317542,0.08
310270655,-0.12836587,-0.046414267,-0.0013019433,0.08
310303427,-0.12825662,-0.046358187,-0.0013026706,0.08
310335461,-0.12818101,-0.046336967,-0.0014448455,0.08
310367445,-0.1281055,-0.04638718,-0.001587393,0.08
310395433,-0.12817314,-0.046342034,-0.0017444788,0.08
310427394,-0.12819435,-0.046406038,-0.0024379073,0.08
310459438,-0.12822998,-0.04658495,-0.0027273546,0.08
310491449,-0.12826791,-0.046716735,-0.0022253918,0.08
310523432,-0.12825711,-0.046863616,-0.0014839452,0.08
310555410,-0.12813653,-0.046846047,-0.0013948523,0.08
310587494,-0.12825562,-0.047010824,-0.0019641405,0.08
310619464,-0.12838183,-0.047146417,-0.0026884722,0.08
310651465,-0.12858362,-0.04702933,-0.0023579784,0.08
310683407,-0.12868494,-0.047006536,-0.0016769065,0.08
310717045,-0.12852633,-0.047045935,-0.0014274325,0.08
310745011,-0.12857336,-0.046878725,-0.0019608825,0.08
310776998,-0.12886737,-0.047042165,-0.0027388632,0.08
310809073,-0.12868072,-0.046914317,-0.002877568,0.08
310841044,-0.1281312,-0.04660171,-0.002299929,0.08
310873020,-0.12836343,-0.046811398,-0.0018776105,0.08
310905005,-0.1289477,-0.046970915,-0.0021743749,0.08
310937097,-0.12867008,-0.046672978,-0.0027835765,0.08
310969043,-0.12799025,-0.04647918,-0.002926232,0.08
311001050,-0.12841173,-0.046965256,-0.0026170306,0.08
311033003,-0.12912816,-0.047194205,-0.0022496532,0.08
311065062,-0.12889212,-0.047090277,-0.00225455,0.08
311097020,-0.12842882,-0.04733245,-0.0025852355,0.08
