timestamp,min_distance,max_distance,current_distance,covariance,signal_quality,type,id,orientation
310004295,0.01,25.0,5.65,0.0,4,0,2,2
310069406,0.01,25.0,5.72,0.0,4,0,2,2
310101349,0.01,25.0,5.68,0.0,4,0,2,2
310132941,0.01,25.0,5.68,0.0,4,0,2,2
310165382,0.01,25.0,5.72,0.0,4,0,2,2
310197987,0.01,25.0,5.7,0.0,64,0,2,2
310229348,0.01,25.0,5.69,0.0,4,0,2,2
310260780,0.01,25.0,5.67,0.0,4,0,2,2
310293292,0.01,25.0,5.7,0.0,4,0,2,2
310326102,0.01,25.0,5.64,0.0,4,0,2,2
310358569,0.01,25.0,5.69,0.0,4,0,2,2
310390254,0.01,25.0,5.74,0.0,4,0,2,2
310422074,0.01,25.0,5.69,0.0,4,0,2,2
310454357,0.01,25.0,5.71,0.0,4,0,2,2
310486174,0.01,25.0,5.68,0.0,4,0,2,2
310517394,0.01,25.0,5.68,0.0,6,0,2,2
310550554,0.01,25.0,5.7,0.0,4,0,2,2
310581913,0.01,25.0,5.7,0.0,4,0,2,2
310614238,0.01,25.0,5.72,0.0,4,0,2,2
310646198,0.01,25.0,5.72,0.0,4,0,2,2
310677810,0.01,25.0,5.69,0.0,4,0,2,2
310709991,0.01,25.0,5.72,0.0,4,0,2,2
310742013,0.01,25.0,5.69,0.0,4,0,2,2
310773916,0.01,25.0,5.7,0.0,64,0,2,2
310805477,0.01,25.0,5.69,0.0,4,0,2,2
310838124,0.01,25.0,5.68,0.0,0,0,2,2
310869814,0.01,25.0,5.71,0.0,64,0,2,2
310901919,0.01,25.0,5.67,0.0,64,0,2,2
310933932,0.01,25.0,5.72,0.0,64,0,2,2
310965958,0.01,25.0,5.68,0.0,64,0,2,2
310998166,0.01,25.0,5.72,0.0,64,0,2,2
311028750,0.01,25.0,5.71,0.0,64,0,2,2
311059820,0.01,25.0,5.69,0.0,4,0,2,2
311092358,0.01,25.0,5.69,0.0,4,0,2,2
311124316,0.01,25.0,5.7,0.0,4,0,2,2
311156773,0.01,25.0,5.74,0.0,0,0,2,2
311187815,0.01,25.0,5.72,0.0,1,0,2,2
311219021,0.01,25.0,5.71,0.0,4,0,2,2
311251797,0.01,25.0,5.65,0.0,4,0,2,2
311284343,0.01,25.0,5.71,0.0,4,0,2,2
311316193,0.01,25.0,5.72,0.0,4,0,2,2
311347633,0.01,25.0,5.7,0.0,4,0,2,2
311379336,0.01,25.0,5.67,0.0,4,0,2,2
311411335,0.01,25.0,5.68,0.0,4,0,2,2
311444948,0.01,25.0,5.67,0.0,4,0,2,2
311476946,0.01,25.0,5.69,0.0,4,0,2,2
311509393,0.01,25.0,5.68,0.0,4,0,2,2
311541814,0.01,25.0,5.72,0.0,64,0,2,2
311573735,0.01,25.0,5.7,0.0,4,0,2,2
