timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
314598319,0.0,0.0,-1.911652,0.49091527,0.0,0.0,0.0,-0.0012643995,0.0,0.0,0.0,0.011459442,0.037807718,-0.3949894
314694238,0.0,0.0,-1.915706,0.49091527,0.0,0.0,0.0,-0.0051818625,0.0,0.0,0.0,0.012924936,0.0424847,-0.42442963
314798116,0.0,0.0,-1.9238559,0.49091527,0.0,0.0,0.0,-0.0032789237,0.0,0.0,0.0,0.012858279,0.042400848,-0.4286071
314902332,0.0,0.0,-1.9357824,0.49091527,0.0,0.0,0.0,-0.004194797,0.0,0.0,0.0,0.015740074,0.05107581,-0.44245595
315006555,0.0,0.0,-1.9492223,0.49091527,0.0,0.0,0.0,-0.033081356,0.0,0.0,0.0,0.017026298,0.055655368,-0.45751363
315411800,0.0,0.0,-2.0312316,0.49091527,0.0,0.0,0.0,-0.06101811,0.0,0.0,0.0,0.013957467,0.047289442,-0.49167362
315515759,0.0,0.0,-2.0354602,0.49091527,0.0,0.0,0.0,-0.031733137,0.0,0.0,0.0,0.008725396,0.030120334,-0.49390295
315611812,0.0,0.0,-2.029663,0.49091527,0.0,0.0,0.0,8.926538e-05,0.0,0.0,0.0,0.007807343,0.025754292,-0.48536646
315715673,0.0,0.0,-2.0174394,0.49091527,0.0,0.0,0.0,0.036119144,0.0,0.0,0.0,0.003560196,0.019090733,-0.49458838
315820141,0.0,0.0,-2.014952,0.49091527,0.0,0.0,0.0,0.059668384,0.0,0.0,0.0,-2.2429458e-05,8.538043e-05,-0.4958073
315920470,0.0,0.0,-2.0140357,0.49091527,0.0,0.0,0.0,0.04748536,0.0,0.0,0.0,0.011848111,0.035508055,-0.49528864
316017269,0.0,0.0,-2.0148737,0.49091527,0.0,0.0,0.0,0.01850791,0.0,0.0,0.0,0.013388443,0.046600383,-0.4960723
316121863,0.0,0.0,-2.0199163,0.49091527,0.0,0.0,0.0,-0.0131337615,0.0,0.0,0.0,0.011245884,0.037958868,-0.50642043
316226065,0.0,0.0,-2.0242436,0.49091527,0.0,0.0,0.0,-0.035065588,0.0,0.0,0.0,0.011532783,0.036777202,-0.5063022
316321366,0.0,0.0,-2.0289962,0.49091527,0.0,0.0,0.0,-0.07512881,0.0,0.0,0.0,0.0124203665,0.04088917,-0.5134744
316425120,0.0,0.0,-2.0367277,0.49091527,0.0,0.0,0.0,-0.14532492,0.0,0.0,0.0,0.006557073,0.027705176,-0.53419155
316530090,0.0,0.0,-2.0543945,0.49091527,0.0,0.0,0.0,-0.24325186,0.0,0.0,0.0,0.0013486509,0.0067735445,-0.53967416
316633261,0.0,0.0,-2.0863883,0.49091527,0.0,0.0,0.0,-0.3735191,0.0,0.0,0.0,1.8001558e-05,-1.91617e-05,-0.54247767
316735068,0.0,0.0,-2.1275105,0.49091527,0.0,0.0,0.0,-0.4740356,0.0,0.0,0.0,2.0054454e-09,-1.0821252e-08,-0.5434929
316838982,0.0,0.0,-2.1920907,0.49091527,0.0,0.0,0.0,-0.56540734,0.0,0.0,0.0,0.0,0.0,-0.5410141
316934814,0.0,0.0,-2.26198,0.49091527,0.0,0.0,0.0,-0.621831,0.0,0.0,0.0,0.0,0.0,-0.5419677
317039050,0.0,0.0,-2.3409793,0.49091527,0.0,0.0,0.0,-0.6643635,0.0,0.0,0.0,0.0,0.0,-0.54098356
317142916,0.0,0.0,-2.424341,0.49091527,0.0,0.0,0.0,-0.6888025,0.0,0.0,0.0,0.0,0.0,-0.5410859
317239597,0.0,0.0,-2.503695,0.49091527,0.0,0.0,0.0,-0.7063946,0.0,0.0,0.0,0.0,0.0,-0.5402073
317343130,0.0,0.0,-2.5862055,0.49091527,0.0,0.0,0.0,-0.73132765,0.0,0.0,0.0,0.0,0.0,-0.5395702
317449066,0.0,0.0,-2.6738358,0.49091527,0.0,0.0,0.0,-0.7442964,0.0,0.0,0.0,0.0,0.0,-0.5411759
317552691,0.0,0.0,-2.760355,0.49091527,0.0,0.0,0.0,-0.7563914,0.0,0.0,0.0,0.0,0.0,-0.53979784
317648926,0.0,0.0,-2.8464797,0.49091527,0.0,0.0,0.0,-0.7550486,0.0,0.0,0.0,0.0,0.0,-0.5405215
317752560,0.0,0.0,-2.938655,0.49091527,0.0,0.0,0.0,-0.75138456,0.0,0.0,0.0,0.0,0.0,-0.5397661
317857271,0.0,0.0,-3.0304728,0.49091527,0.0,0.0,0.0,-0.76046246,0.0,0.0,0.0,0.0,0.0,-0.5407118
317953324,0.0,0.0,-3.118797,0.49091527,0.0,0.0,0.0,-0.7565839,0.0,0.0,0.0,0.0,0.0,-0.54178995
318056416,0.0,0.0,-3.2144012,0.49091527,0.0,0.0,0.0,-0.7710807,0.0,0.0,0.0,0.0,0.0,-0.5422983
318162112,0.0,0.0,-3.3150942,0.49091527,0.0,0.0,0.0,-0.7752923,0.0,0.0,0.0,0.0,0.0,-0.54650295
318258190,0.0,0.0,-3.4118826,0.49091527,0.0,0.0,0.0,-0.7950725,0.0,0.0,0.0,0.0,0.0,-0.54789853
318361993,0.0,0.0,-3.5160873,0.49091527,0.0,0.0,0.0,-0.8278532,0.0,0.0,0.0,0.0,0.0,-0.5680478
319276186,0.0,0.0,-4.723885,0.49091527,0.0,0.0,0.0,-1.5260915,0.0,0.0,0.0,0.0,0.0,-0.5492891
319380531,0.0,0.0,-4.897278,0.49091527,0.0,0.0,0.0,-1.5192008,0.0,0.0,0.0,0.0,0.0,-0.4978192
319483634,0.0,0.0,-5.055642,0.49091527,0.0,0.0,0.0,-1.358616,0.0,0.0,0.0,0.0,0.0,-0.4973802
319580192,0.0,0.0,-5.185755,0.49091527,0.0,0.0,0.0,-1.208341,0.0,0.0,0.0,0.0,0.0,-0.4973464
319685558,0.0,0.0,-5.304058,0.49091527,0.0,0.0,0.0,-1.0199988,0.0,0.0,0.0,0.0,0.0,-0.49626258
319789252,0.0,0.0,-5.398349,0.49091527,0.0,0.0,0.0,-0.8651608,0.0,0.0,0.0,0.0,0.0,-0.49628264
319885941,0.0,0.0,-5.464941,0.49091527,0.0,0.0,0.0,-0.7043013,0.0,0.0,0.0,0.0,0.0,-0.49517554
319989318,0.0,0.0,-5.5165596,0.49091527,0.0,0.0,0.0,-0.53159386,0.0,0.0,0.0,0.0,0.0,-0.49522227
320093259,0.0,0.0,-5.5491896,0.49091527,0.0,0.0,0.0,-0.3696855,0.0,0.0,0.0,0.0,0.0,-0.49556476
320189235,0.0,0.0,-5.5631666,0.49091527,0.0,0.0,0.0,-0.20772947,0.0,0.0,0.0,0.0,0.0,-0.49523032
320294120,0.0,0.0,-5.5646043,0.49091527,0.0,0.0,0.0,-0.057904895,0.0,0.0,0.0,0.0,0.0,-0.49574047
320399466,0.0,0.0,-5.5484486,0.49091527,0.0,0.0,0.0,0.08689005,0.0,0.0,0.0,0.0,0.0,-0.49568263
320503360,0.0,0.0,-5.5147486,0.49091527,0.0,0.0,0.0,0.2349847,0.0,0.0,0.0,0.0,0.0,-0.49522838
320599484,0.0,0.0,-5.4710627,0.49091527,0.0,0.0,0.0,0.3785484,0.0,0.0,0.0,0.0,0.0,-0.4951977
320703611,0.0,0.0,-5.40842,0.49091527,0.0,0.0,0.0,0.5456507,0.0,0.0,0.0,0.0,0.0,-0.4954422
320807615,0.0,0.0,-5.3300786,0.49091527,0.0,0.0,0.0,0.69462824,0.0,0.0,0.0,0.0,0.0,-0.49716347
320902865,0.0,0.0,-5.239964,0.49091527,0.0,0.0,0.0,0.8227891,0.0,0.0,0.0,0.0,0.0,-0.4966246
321007356,0.0,0.0,-5.126608,0.49091527,0.0,0.0,0.0,0.9679031,0.0,0.0,0.0,0.0,0.0,-0.50652754
321111903,0.0,0.0,-5.003711,0.49091527,0.0,0.0,0.0,1.0888388,0.0,0.0,0.0,0.0,0.0,-0.5594615
321208471,0.0,0.0,-4.882096,0.49091527,0.0,0.0,0.0,1.0355407,0.0,0.0,0.0,0.0,0.0,-0.5890284
321313050,0.0,0.0,-4.765083,0.49091527,0.0,0.0,0.0,0.8630172,0.0,0.0,0.0,0.0,0.0,-0.62842226
321416493,0.0,0.0,-4.6758113,0.49091527,0.0,0.0,0.0,0.56963235,0.0,0.0,0.0,0.0,0.0,-0.66423506
321512560,0.0,0.0,-4.628411,0.49091527,0.0,0.0,0.0,0.19862257,0.0,0.0,0.0,0.0,0.0,-0.663491
321616975,0.0,0.0,-4.6222496,0.49091527,0.0,0.0,0.0,-0.22522655,0.0,0.0,0.0,0.0,0.0,-0.658454
321720983,0.0,0.0,-4.6634183,0.49091527,0.0,0.0,0.0,-0.62621343,0.0,0.0,0.0,0.0,0.0,-0.65755844
321816770,0.0,0.0,-4.742386,0.49091527,0.0,0.0,0.0,-0.9767038,0.0,0.0,0.0,0.0,0.0,-0.6354574
321922207,0.0,0.0,-4.8644443,0.49091527,0.0,0.0,0.0,-1.2592599,0.0,0.0,0.0,0.0,0.0,-0.59825814
322026894,0.0,0.0,-5.0099587,0.49091527,0.0,0.0,0.0,-1.4361161,0.0,0.0,0.0,0.0,0.0,-0.57014126
322122153,0.0,0.0,-5.1600094,0.49091527,0.0,0.0,0.0,-1.504091,0.0,0.0,0.0,0.0,0.0,-0.52120227
322226540,0.0,0.0,-5.3198338,0.49091527,0.0,0.0,0.0,-1.419127,0.0,0.0,0.0,0.0,0.0,-0.49839953
322330033,0.0,0.0,-5.461855,0.49091527,0.0,0.0,0.0,-1.2516246,0.0,0.0,0.0,0.0,0.0,-0.49668974
322425967,0.0,0.0,-5.5761113,0.49091527,0.0,0.0,0.0,-1.0692873,0.0,0.0,0.0,0.0,0.0,-0.497059
322530136,0.0,0.0,-5.6784105,0.49091527,0.0,0.0,0.0,-0.8964318,0.0,0.0,0.0,0.0,0.0,-0.49650702
322632641,0.0,0.0,-5.7549744,0.49091527,0.0,0.0,0.0,-0.7163818,0.0,0.0,0.0,0.0,0.0,-0.49712896
322735679,0.0,0.0,-5.811432,0.49091527,0.0,0.0,0.0,-0.5484497,0.0,0.0,0.0,0.0,0.0,-0.49729127
322831647,0.0,0.0,-5.8465104,0.49091527,0.0,0.0,0.0,-0.4292727,0.0,0.0,0.0,0.0,0.0,-0.4971269
322936378,0.0,0.0,-5.8670206,0.49091527,0.0,0.0,0.0,-0.26280352,0.0,0.0,0.0,0.0,0.0,-0.49832743
323039734,0.0,0.0,-5.8694787,0.49091527,0.0,0.0,0.0,-0.10605896,0.0,0.0,0.0,0.0,0.0,-0.49735463
323135712,0.0,0.0,-5.85913,0.49091527,0.0,0.0,0.0,0.03364249,0.0,0.0,0.0,0.0,0.0,-0.49808365
323239646,0.0,0.0,-5.832336,0.49091527,0.0,0.0,0.0,0.18023603,0.0,0.0,0.0,0.0,0.0,-0.497258
323344665,0.0,0.0,-5.7853546,0.49091527,0.0,0.0,0.0,0.34222102,0.0,0.0,0.0,0.0,0.0,-0.49734616
323441819,0.0,0.0,-5.7281685,0.49091527,0.0,0.0,0.0,0.5039713,0.0,0.0,0.0,0.0,0.0,-0.5038851
323545228,0.0,0.0,-5.652795,0.49091527,0.0,0.0,0.0,0.64102256,0.0,0.0,0.0,0.0,0.0,-0.50570756
323649715,0.0,0.0,-5.566659,0.49091527,0.0,0.0,0.0,0.7690864,0.0,0.0,0.0,0.0,0.0,-0.5154625
323745989,0.0,0.0,-5.4768696,0.49091527,0.0,0.0,0.0,0.8484378,0.0,0.0,0.0,0.0,0.0,-0.5411436
323849739,0.0,0.0,-5.3739657,0.49091527,0.0,0.0,0.0,0.85919905,0.0,0.0,0.0,0.0,0.0,-0.5458249
323954224,0.0,0.0,-5.2660294,0.49091527,0.0,0.0,0.0,0.8523792,0.0,0.0,0.0,0.0,0.0,-0.5520527
324050068,0.0,0.0,-5.1734138,0.49091527,0.0,0.0,0.0,0.7991258,0.0,0.0,0.0,0.0,0.0,-0.57248265
324154931,0.0,0.0,-5.0840664,0.49091527,0.0,0.0,0.0,0.6810941,0.0,0.0,0.0,0.0,0.0,-0.566493
324259123,0.0,0.0,-5.0025525,0.49091527,0.0,0.0,0.0,0.5852792,0.0,0.0,0.0,0.0,0.0,-0.5659028
324355428,0.0,0.0,-4.9435606,0.49091527,0.0,0.0,0.0,0.49452975,0.0,0.0,0.0,0.0,0.0,-0.57370037
324458848,0.0,0.0,-4.895405,0.49091527,0.0,0.0,0.0,0.38697174,0.0,0.0,0.0,0.0,0.0,-0.5752993
324563350,0.0,0.0,-4.8581634,0.49091527,0.0,0.0,0.0,0.26492324,0.0,0.0,0.0,0.0,0.0,-0.57389545
324659664,0.0,0.0,-4.832087,0.49091527,0.0,0.0,0.0,0.14451183,0.0,0.0,0.0,0.0,0.0,-0.5728555
324762962,0.0,0.0,-4.806428,0.49091527,0.0,0.0,0.0,0.039425325,0.0,0.0,0.0,0.0,0.0,-0.5731455
324869252,0.0,0.0,-4.792586,0.49091527,0.0,0.0,0.0,-0.05860529,0.0,0.0,0.0,0.0,0.0,-0.57384205
324973263,0.0,0.0,-4.8003807,0.49091527,0.0,0.0,0.0,-0.16099715,0.0,0.0,0.0,0.0,0.0,-0.57395583
325069115,0.0,0.0,-4.823362,0.49091527,0.0,0.0,0.0,-0.26349464,0.0,0.0,0.0,0.0,0.0,-0.5744367
325173445,0.0,0.0,-4.8573966,0.49091527,0.0,0.0,0.0,-0.35729983,0.0,0.0,0.0,0.0,0.0,-0.57396656
325276474,0.0,0.0,-4.8989697,0.49091527,0.0,0.0,0.0,-0.4547696,0.0,0.0,0.0,0.0,0.0,-0.5753577
325372481,0.0,0.0,-4.945095,0.49091527,0.0,0.0,0.0,-0.5483443,0.0,0.0,0.0,0.0,0.0,-0.5765867
325476683,0.0,0.0,-5.0068064,0.49091527,0.0,0.0,0.0,-0.64935225,0.0,0.0,0.0,0.0,0.0,-0.57736665
325582698,0.0,0.0,-5.0805407,0.49091527,0.0,0.0,0.0,-0.7364513,0.0,0.0,0.0,0.0,0.0,-0.57638174
325678312,0.0,0.0,-5.154054,0.49091527,0.0,0.0,0.0,-0.8249626,0.0,0.0,0.0,0.0,0.0,-0.57674783
325782921,0.0,0.0,-5.2402,0.49091527,0.0,0.0,0.0,-0.9008107,0.0,0.0,0.0,0.0,0.0,-0.5728932
325886022,0.0,0.0,-5.334032,0.49091527,0.0,0.0,0.0,-0.9865918,0.0,0.0,0.0,0.0,0.0,-0.5727005
325982012,0.0,0.0,-5.4264536,0.49091527,0.0,0.0,0.0,-1.0325218,0.0,0.0,0.0,0.0,0.0,-0.5722926
326086006,0.0,0.0,-5.5312047,0.49091527,0.0,0.0,0.0,-1.0914533,0.0,0.0,0.0,0.0,0.0,-0.569113
326190026,0.0,0.0,-5.6395516,0.49091527,0.0,0.0,0.0,-1.131446,0.0,0.0,0.0,0.0,0.0,-0.5191344
326286830,0.0,0.0,-5.7400975,0.49091527,0.0,0.0,0.0,-1.0230634,0.0,0.0,0.0,0.0,0.0,-0.49739853
326391672,0.0,0.0,-5.8295903,0.49091527,0.0,0.0,0.0,-0.82524616,0.0,0.0,0.0,0.0,0.0,-0.49641874
326496257,0.0,0.0,-5.898994,0.49091527,0.0,0.0,0.0,-0.6169994,0.0,0.0,0.0,0.0,0.0,-0.49622834
326599858,0.0,0.0,-5.950222,0.49091527,0.0,0.0,0.0,-0.42110944,0.0,0.0,0.0,0.0,0.0,-0.49628422
326695700,0.0,0.0,-5.979643,0.49091527,0.0,0.0,0.0,-0.2556155,0.0,0.0,0.0,0.0,0.0,-0.49724033
326799656,0.0,0.0,-5.9885063,0.49091527,0.0,0.0,0.0,-0.043965578,0.0,0.0,0.0,0.0,0.0,-0.49629426
326904699,0.0,0.0,-5.9748406,0.49091527,0.0,0.0,0.0,0.16111434,0.0,0.0,0.0,0.0,0.0,-0.49736586
327000429,0.0,0.0,-5.944541,0.49091527,0.0,0.0,0.0,0.32672492,0.0,0.0,0.0,0.0,0.0,-0.49620408
327101996,0.0,0.0,-5.896988,0.49091527,0.0,0.0,0.0,0.4941596,0.0,0.0,0.0,0.0,0.0,-0.49646914
327205534,0.0,0.0,-5.8284087,0.49091527,0.0,0.0,0.0,0.6819424,0.0,0.0,0.0,0.0,0.0,-0.4961931
327309911,0.0,0.0,-5.7392635,0.49091527,0.0,0.0,0.0,0.8555402,0.0,0.0,0.0,0.0,0.0,-0.49672088
327414296,0.0,0.0,-5.6346545,0.49091527,0.0,0.0,0.0,1.0047268,0.0,0.0,0.0,0.0,0.0,-0.49656722
327517238,0.0,0.0,-5.512358,0.49091527,-0.0,0.0,0.0,1.1639745,0.0,0.0,0.0,0.0,0.0,-0.5039421
327614331,0.0,0.0,-5.387178,0.49091527,-0.0,0.0,0.0,1.2972413,0.0,0.0,0.0,0.0,0.0,-0.5135602
327717210,0.0,0.0,-5.246363,0.49091527,-0.0,0.0,0.0,1.352885,0.0,0.0,0.0,0.0,0.0,-0.5496142
327823462,0.0,0.0,-5.10278,0.49091527,-0.0,0.0,0.0,1.3265741,0.0,0.0,0.0,0.0,0.0,-0.5793828
327927510,0.0,0.0,-4.96769,0.49091527,-0.0,0.0,0.0,1.2176875,0.0,0.0,0.0,0.0,0.0,-0.5763106
328023413,0.0,0.0,-4.8584895,0.49091527,-0.0,0.0,0.0,1.0934623,0.0,0.0,0.0,0.0,0.0,-0.5777929
328127311,0.0,0.0,-4.750936,0.49091527,-0.0,0.0,0.0,0.9327391,0.0,0.0,0.0,0.0,0.0,-0.5935078
328230972,0.0,0.0,-4.6509967,0.49091527,-0.0,0.0,0.0,0.76812154,0.0,0.0,0.0,0.0,0.0,-0.592933
328327423,0.0,0.0,-4.5775256,0.49091527,0.0,0.0,0.0,0.60127217,0.0,0.0,0.0,0.0,0.0,-0.59322244
328430850,0.0,0.0,-4.517863,0.49091527,0.0,0.0,0.0,0.42090383,0.0,0.0,0.0,0.0,0.0,-0.5915998
328537283,0.0,0.0,-4.481936,0.49091527,0.0,0.0,0.0,0.26884195,0.0,0.0,0.0,0.0,0.0,-0.59271234
328641051,0.0,0.0,-4.466385,0.49091527,0.0,0.0,0.0,0.102298014,0.0,0.0,0.0,0.0,0.0,-0.5903757
328736452,0.0,0.0,-4.466099,0.49091527,-0.0,0.0,0.0,-0.033176925,0.0,0.0,0.0,0.0,0.0,-0.5912699
328841264,0.0,0.0,-4.4872456,0.49091527,0.0,0.0,0.0,-0.17979555,0.0,0.0,0.0,0.0,0.0,-0.5913855
328945046,0.0,0.0,-4.5303497,0.49091527,0.0,0.0,0.0,-0.32363132,0.0,0.0,0.0,0.0,0.0,-0.5904425
329040503,0.0,0.0,-4.583504,0.49091527,0.0,0.0,0.0,-0.4517702,0.0,0.0,0.0,0.0,0.0,-0.5912784
329144385,0.0,0.0,-4.656906,0.49091527,0.0,0.0,0.0,-0.5814067,0.0,0.0,0.0,0.0,0.0,-0.5903701
329250296,0.0,0.0,-4.7467895,0.49091527,-0.0,0.0,0.0,-0.7224823,0.0,0.0,0.0,0.0,0.0,-0.5912198
329346562,0.0,0.0,-4.8383527,0.49091527,-0.0,0.0,0.0,-0.8412821,0.0,0.0,0.0,0.0,0.0,-0.589609
329450132,0.0,0.0,-4.953233,0.49091527,-0.0,0.0,0.0,-0.94609857,0.0,0.0,0.0,0.0,0.0,-0.589912
329554587,0.0,0.0,-5.0828624,0.49091527,0.0,0.0,0.0,-1.0689054,0.0,0.0,0.0,0.0,0.0,-0.5912644
329650829,0.0,0.0,-5.211507,0.49091527,0.0,0.0,0.0,-1.1734282,0.0,0.0,0.0,0.0,0.0,-0.58987945
329754054,0.0,0.0,-5.3584695,0.49091527,-0.0,0.0,0.0,-1.267445,0.0,0.0,0.0,0.0,0.0,-0.58981913
329858780,0.0,0.0,-5.5096526,0.49091527,-0.0,0.0,0.0,-1.3526901,0.0,0.0,0.0,0.0,0.0,-0.53855807
329954824,0.0,0.0,-5.6462574,0.49091527,-0.0,0.0,0.0,-1.2912993,0.0,0.0,0.0,0.0,0.0,-0.49528098
330059080,0.0,0.0,-5.780946,0.49091527,0.0,0.0,0.0,-1.0864395,0.0,0.0,0.0,0.0,0.0,-0.49595326
330163665,0.0,0.0,-5.8975925,0.49091527,0.0,0.0,0.0,-0.8844958,0.0,0.0,0.0,0.0,0.0,-0.49513403
330258951,0.0,0.0,-5.982412,0.49091527,0.0,0.0,0.0,-0.7087209,0.0,0.0,0.0,0.0,0.0,-0.49543953
330362834,0.0,0.0,-6.0470943,0.49091527,-0.0,0.0,0.0,-0.5242224,0.0,0.0,0.0,0.0,0.0,-0.49645302
330467154,0.0,0.0,-6.088206,0.49091527,-0.0,0.0,0.0,-0.33418232,0.0,0.0,0.0,0.0,0.0,-0.49511698
330563028,0.0,0.0,-6.1084514,0.49091527,-0.0,0.0,0.0,-0.16735223,0.0,0.0,0.0,0.0,0.0,-0.49685204
330667431,0.0,0.0,-6.1131964,0.49091527,0.0,0.0,0.0,0.007983472,0.0,0.0,0.0,0.0,0.0,-0.49566105
330770746,0.0,0.0,-6.099958,0.49091527,0.0,0.0,0.0,0.201665,0.0,0.0,0.0,0.0,0.0,-0.49519295
330875659,0.0,0.0,-6.0655866,0.49091527,0.0,0.0,0.0,0.38722432,0.0,0.0,0.0,0.0,0.0,-0.49556416
