timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,system_id,component_id,mode,flow_control,forwarding,mavlink_v2,ftp,streams
309452418,308443442,1200.0,0.3540174,0.11206948,0.6714251,0.0,0,255,0,0,0,1,1,0,34
310456444,309452418,1200.0,0.3540174,0.17942137,1.2190684,0.0,0,255,0,0,0,1,1,0,34
311460146,310456444,1200.0,0.3540174,0.11230472,1.2621858,0.0,0,255,0,0,0,1,1,0,34
312465553,311460146,1200.0,0.3540174,0.1124753,1.1476462,0.0,0,255,0,0,0,1,1,0,34
313470941,312465553,1200.0,0.3540174,0.13492143,1.2331423,0.0,0,255,0,0,0,1,1,0,34
314474784,313470941,1200.0,0.3540174,0.13858286,1.4356785,0.0,0,255,0,0,0,1,1,0,34
315477048,314474784,1200.0,0.3540174,0.08973519,0.81459606,0.0,0,255,0,0,0,1,1,0,34
316477804,315477048,1200.0,0.3540174,0.13595961,1.5035534,0.0,0,255,0,0,0,1,1,0,34
317481021,316477804,1200.0,0.3540174,0.11180735,1.0775062,0.0,0,255,0,0,0,1,1,0,34
319485312,318482286,1200.0,0.3540174,0.11284382,0.9546787,0.0,0,255,0,0,0,1,1,0,34
320490955,319485312,1200.0,0.3540174,0.13525555,1.1954204,0.0,0,255,0,0,0,1,1,0,34
321494722,319485312,1200.0,0.3540174,0.06839274,1.2865765,0.0,0,255,0,0,0,1,1,0,34
322500729,321494722,1200.0,0.3540174,0.11275442,1.2213398,0.0,0,255,0,0,0,1,1,0,34
323503628,322500729,1200.0,0.3540174,0.11261092,1.1629817,0.0,0,255,0,0,0,1,1,0,34
324512670,323503628,1200.0,0.3540174,0.13776861,1.1576529,0.0,0,255,0,0,0,1,1,0,34
325514694,324512670,1200.0,0.3540174,0.13459615,1.3340855,0.0,0,255,0,0,0,1,1,0,34
326524296,325514694,1200.0,0.3540174,0.11248795,0.9825275,0.0,0,255,0,0,0,1,1,0,34
327529788,326524296,1200.0,0.3540174,0.11282928,1.4028773,0.0,0,255,0,0,0,1,1,0,34
328533554,327529788,1200.0,0.3540174,0.11299672,0.9779716,0.0,0,255,0,0,0,1,1,0,34
329534656,328533554,1200.0,0.3540174,0.13456899,1.1824261,0.0,0,255,0,0,0,1,1,0,34
330536592,329534656,1200.0,0.3540174,0.11237988,1.1327494,0.0,0,255,0,0,0,1,1,0,34
331540974,330536592,1200.0,0.3540174,0.112659425,1.3768377,0.0,0,255,0,0,0,1,1,0,34
332541548,331540974,1200.0,0.3540174,0.11279742,1.4084704,0.0,0,255,0,0,0,1,1,0,34
333549702,331540974,1200.0,0.3540174,0.06837782,0.94143385,0.0,0,255,0,0,0,1,1,0,34
334557941,333549702,1200.0,0.3540174,0.13775374,1.2011333,0.0,0,255,0,0,0,1,1,0,34
335563846,334557941,1200.0,0.3540174,0.112456046,1.2778192,0.0,0,255,0,0,0,1,1,0,34
336573214,335563846,1200.0,0.3540174,0.13477743,1.1555183,0.0,0,255,0,0,0,1,1,0,34
337574681,336573214,1200.0,0.3540174,0.11209794,1.1904206,0.0,0,255,0,0,0,1,1,0,34
338583967,337574681,1200.0,0.3540174,0.11244474,1.1363884,0.0,0,255,0,0,0,1,1,0,34
339593863,338583967,1200.0,0.3540174,0.13478291,1.1595294,0.0,0,255,0,0,0,1,1,0,34
340600673,339593863,1200.0,0.3540174,0.08954912,1.2576675,0.0,0,255,0,0,0,1,1,0,34
341602745,340600673,1200.0,0.3540174,0.11259566,1.2385523,0.0,0,255,0,0,0,1,1,0,34
342608630,341602745,1200.0,0.3540174,0.11248907,1.1328545,0.0,0,255,0,0,0,1,1,0,34
343608760,342608630,1200.0,0.3540174,0.11193017,1.0479833,0.0,0,255,0,0,0,1,1,0,34
344614907,343608760,1200.0,0.3540174,0.13855591,1.3875527,0.0,0,255,0,0,0,1,1,0,34
346631931,345625006,1200.0,0.3540174,0.13482098,1.6148778,0.0,0,255,0,0,0,1,1,0,34
347641074,346631931,1200.0,0.3540174,0.11232392,1.1053469,0.0,0,255,0,0,0,1,1,0,34
348646893,347641074,1200.0,0.3540174,0.11189049,1.2189132,0.0,0,255,0,0,0,1,1,0,34
350662153,349655034,1200.0,0.3540174,0.11264123,1.2350663,0.0,0,255,0,0,0,1,1,0,34
351665548,350662153,1200.0,0.3540174,0.13466907,1.0783427,0.0,0,255,0,0,0,1,1,0,34
352673837,351665548,1200.0,0.3540174,0.112024374,1.3353702,0.0,0,255,0,0,0,1,1,0,34
353675916,352673837,1200.0,0.3540174,0.11209094,1.2964854,0.0,0,255,0,0,0,1,1,0,34
354679570,353675916,1200.0,0.3540174,0.1388904,0.9592431,0.0,0,255,0,0,0,1,1,0,34
355685548,354679570,1200.0,0.3540174,0.13525622,1.4261575,0.0,0,255,0,0,0,1,1,0,34
356690938,355685548,1200.0,0.3540174,0.11223612,1.0409155,0.0,0,255,0,0,0,1,1,0,34
357699598,356690938,1200.0,0.3540174,0.08942135,1.2638217,0.0,0,255,0,0,0,1,1,0,34
358702724,357699598,1200.0,0.3540174,0.13524249,1.2947481,0.0,0,255,0,0,0,1,1,0,34
359716146,358702724,1200.0,0.3540174,0.112010494,1.0903677,0.0,0,255,0,0,0,1,1,0,34
360726334,359716146,1200.0,0.3540174,0.1357234,1.1636285,0.0,0,255,0,0,0,1,1,0,34
361732695,360726334,1200.0,0.3540174,0.08956347,1.4180882,0.0,0,255,0,0,0,1,1,0,34
362738763,361732695,1200.0,0.3540174,0.13463186,1.2097069,0.0,0,255,0,0,0,1,1,0,34
