timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
310222422,32767,-25,32767,32767,32767,32767,32767,32767
310226428,32767,32767,32767,32767,-62,32767,32767,32767
310230422,32767,32767,32767,32767,32767,32767,32767,32767
310234422,32767,32767,32767,32767,32767,32767,32767,32767
310238422,32767,32767,32767,32767,32767,32767,32767,32767
310242421,32767,32767,32767,32767,32767,-60,32767,32767
310246428,32767,32767,32767,32767,-60,32767,32767,32767
310250422,32767,32767,32767,32767,32767,32767,32767,32767
310254422,32767,-16,32767,32767,32767,32767,32767,32767
310258422,32767,32767,32767,32767,-50,32767,32767,32767
310262422,32767,32767,32767,32767,32767,32767,32767,32767
310266422,32767,32767,32767,32767,32767,-55,32767,32767
310270422,32767,32767,32767,32767,-70,32767,32767,32767
310274423,32767,32767,32767,32767,32767,32767,32767,32767
310278422,32767,32767,32767,32767,32767,32767,32767,32767
310282422,32767,32767,32767,32767,32767,32767,32767,32767
310286422,32767,-17,32767,32767,32767,32767,32767,32767
310290422,32767,32767,32767,32767,-54,-54,32767,32767
310295221,32767,32767,32767,32767,32767,32767,32767,32767
310299222,32767,32767,32767,32767,32767,32767,32767,32767
310303222,32767,32767,32767,32767,-73,32767,32767,32767
310307222,32767,32767,32767,32767,32767,32767,32767,32767
310311221,32767,32767,32767,32767,-47,32767,32767,32767
310315222,32767,32767,32767,32767,32767,-53,32767,32767
310319222,32767,-24,32767,32767,32767,32767,32767,32767
310323222,32767,32767,32767,32767,32767,32767,32767,32767
310327222,32767,32767,32767,32767,32767,32767,32767,32767
310331231,32767,32767,32767,32767,-46,32767,32767,32767
310335222,32767,32767,32767,32767,32767,32767,32767,32767
310339260,32767,32767,32767,32767,32767,-58,32767,32767
310343247,32767,32767,32767,32767,-58,32767,32767,32767
310347222,32767,32767,32767,32767,32767,32767,32767,32767
310351222,32767,-13,32767,32767,32767,32767,32767,32767
310355222,32767,32767,32767,32767,-46,32767,32767,32767
310359233,32767,32767,32767,32767,32767,32767,32767,32767
310363222,32767,32767,32767,32767,32767,32767,32767,32767
310367250,32767,32767,32767,32767,32767,-86,32767,32767
310371222,32767,32767,32767,32767,32767,32767,32767,32767
310375224,32767,32767,32767,32767,32767,32767,32767,32767
310379228,32767,32767,32767,32767,-61,32767,32767,32767
310383221,32767,-15,32767,32767,32767,32767,32767,32767
310387222,32767,32767,32767,32767,-43,-54,32767,32767
310391222,32767,32767,-46,32767,32767,32767,32767,32767
310395234,32767,32767,32767,32767,32767,32767,32767,32767
310399261,32767,32767,32767,32767,-55,32767,32767,32767
310403222,32767,32767,32767,32767,32767,32767,32767,32767
310407222,32767,32767,32767,32767,32767,32767,32767,32767
310411222,32767,32767,32767,32767,32767,-63,32767,32767
310415226,32767,-15,32767,32767,32767,32767,32767,32767
310419268,32767,32767,32767,32767,32767,32767,32767,32767
310423249,32767,32767,32767,32767,-73,32767,32767,32767
310427222,32767,32767,32767,32767,32767,32767,32767,32767
310431222,32767,32767,32767,32767,-46,32767,32767,32767
310435222,32767,32767,32767,32767,32767,-53,32767,32767
310439236,32767,32767,32767,32767,32767,32767,32767,32767
310443222,32767,32767,32767,32767,-57,32767,32767,32767
310447222,32767,-17,32767,32767,32767,32767,32767,32767
310451254,32767,32767,32767,32767,32767,32767,32767,32767
310455221,32767,32767,32767,32767,32767,32767,32767,32767
310459221,32767,32767,32767,32767,32767,32767,32767,32767
310463222,32767,32767,32767,32767,-47,-86,32767,32767
310467222,32767,32767,32767,32767,32767,32767,32767,32767
310471227,32767,32767,32767,32767,32767,32767,32767,32767
310475222,32767,32767,32767,32767,-55,32767,32767,32767
310479237,32767,-13,32767,32767,32767,32767,32767,32767
310483222,32767,32767,32767,32767,32767,-52,32767,32767
310487222,32767,32767,32767,32767,-68,32767,32767,32767
310491222,32767,32767,32767,32767,32767,32767,32767,32767
310495222,32767,32767,32767,32767,32767,32767,32767,32767
310499232,32767,32767,32767,32767,32767,32767,32767,32767
310503222,32767,32767,32767,32767,32767,32767,32767,32767
310507235,32767,32767,32767,32767,32767,-65,32767,32767
310511222,32767,-12,32767,32767,-69,32767,32767,32767
310515222,32767,32767,32767,32767,32767,32767,32767,32767
310519222,32767,32767,32767,32767,-44,32767,32767,32767
310523221,32767,32767,32767,32767,32767,32767,32767,32767
310527261,32767,32767,32767,32767,32767,-58,32767,32767
310531222,32767,32767,32767,32767,-60,32767,32767,32767
310535248,32767,32767,32767,32767,32767,32767,32767,32767
310539221,32767,32767,32767,32767,32767,32767,32767,32767
310543221,32767,-15,32767,32767,32767,32767,32767,32767
310547266,32767,32767,32767,32767,32767,32767,32767,32767
310551222,32767,32767,32767,32767,-46,-71,32767,32767
310555222,32767,32767,32767,32767,32767,32767,32767,32767
310559222,32767,32767,32767,32767,32767,32767,32767,32767
310563237,32767,32767,32767,32767,-61,32767,32767,32767
310567222,32767,32767,32767,32767,32767,32767,32767,32767
310571222,32767,32767,32767,32767,-47,32767,32767,32767
310575228,32767,-14,32767,32767,32767,-86,32767,32767
310579222,32767,32767,32767,32767,32767,32767,32767,32767
310583229,32767,32767,32767,32767,32767,32767,32767,32767
310587254,32767,32767,32767,32767,32767,32767,32767,32767
310591248,32767,32767,-58,32767,32767,32767,32767,32767
310595225,32767,32767,32767,32767,-60,-60,32767,32767
310599222,32767,32767,32767,32767,32767,32767,32767,32767
310603222,32767,32767,32767,32767,32767,32767,32767,32767
310607222,32767,-23,32767,32767,-73,32767,32767,32767
310611222,32767,32767,32767,32767,32767,32767,32767,32767
310615222,32767,32767,32767,32767,-58,32767,32767,32767
310619251,32767,32767,32767,32767,32767,32767,32767,32767
310623221,32767,32767,32767,32767,32767,-89,32767,32767
310627224,32767,32767,32767,32767,32767,32767,32767,32767
310631222,32767,32767,32767,32767,32767,32767,32767,32767
310635222,32767,32767,32767,32767,32767,32767,32767,32767
310639222,32767,-18,32767,32767,-68,32767,32767,32767
310643223,32767,32767,32767,32767,32767,-55,32767,32767
310647234,32767,32767,32767,32767,-46,32767,32767,32767
310651222,32767,32767,32767,32767,32767,32767,32767,32767
310655261,32767,32767,32767,32767,32767,32767,32767,32767
310659222,32767,32767,32767,32767,-58,32767,32767,32767
310663222,32767,32767,32767,32767,32767,32767,32767,32767
310667228,32767,32767,32767,32767,32767,-58,32767,32767
310671222,32767,-13,32767,32767,32767,32767,32767,32767
310675222,32767,32767,32767,32767,32767,32767,32767,32767
310679221,32767,32767,32767,32767,32767,32767,32767,32767
310683222,32767,32767,32767,32767,-53,32767,32767,32767
310687228,32767,32767,32767,32767,32767,32767,32767,32767
310692021,32767,32767,32767,32767,-43,-58,32767,32767
310696022,32767,32767,32767,32767,32767,32767,32767,32767
310700021,32767,32767,32767,32767,32767,32767,32767,32767
310704821,32767,-26,32767,32767,-73,32767,32767,32767
310708857,32767,32767,32767,32767,32767,32767,32767,32767
