timestamp,min_distance,max_distance,current_distance,covariance,signal_quality,type,id,orientation
309994913,0.01,25.0,0.0,0.0,64,0,1,25
310027339,0.01,25.0,0.0,0.0,64,0,1,25
310092786,0.01,25.0,0.0,0.0,64,0,1,25
310124742,0.01,25.0,0.0,0.0,64,0,1,25
310156169,0.01,25.0,0.0,0.0,64,0,1,25
310188905,0.01,25.0,0.0,0.0,64,0,1,25
310219958,0.01,25.0,0.0,0.0,64,0,1,25
310252886,0.01,25.0,0.0,0.0,64,0,1,25
310284771,0.01,25.0,0.0,0.0,64,0,1,25
310316893,0.01,25.0,0.0,0.0,64,0,1,25
310349986,0.01,25.0,0.0,0.0,64,0,1,25
310381741,0.01,25.0,0.0,0.0,0,0,1,25
310413757,0.01,25.0,0.0,0.0,64,0,1,25
310445574,0.01,25.0,0.0,0.0,64,0,1,25
310477918,0.01,25.0,0.0,0.0,64,0,1,25
310510003,0.01,25.0,0.0,0.0,64,0,1,25
310541774,0.01,25.0,0.0,0.0,0,0,1,25
310573828,0.01,25.0,0.0,0.0,64,0,1,25
310604960,0.01,25.0,0.0,0.0,64,0,1,25
310637404,0.01,25.0,0.0,0.0,0,0,1,25
310669912,0.01,25.0,0.0,0.0,64,0,1,25
310702280,0.01,25.0,0.0,0.0,64,0,1,25
310734892,0.01,25.0,0.0,0.0,64,0,1,25
310766908,0.01,25.0,0.0,0.0,64,0,1,25
310798855,0.01,25.0,0.0,0.0,64,0,1,25
310830162,0.01,25.0,0.0,0.0,0,0,1,25
310860750,0.01,25.0,0.0,0.0,64,0,1,25
310892754,0.01,25.0,0.0,0.0,64,0,1,25
310924756,0.01,25.0,0.0,0.0,64,0,1,25
310956741,0.01,25.0,0.0,0.0,64,0,1,25
310987826,0.01,25.0,0.0,0.0,4,0,1,25
311019791,0.01,25.0,0.0,0.0,64,0,1,25
311051742,0.01,25.0,0.0,0.0,64,0,1,25
311083514,0.01,25.0,0.0,0.0,4,0,1,25
311115124,0.01,25.0,0.0,0.0,64,0,1,25
311146384,0.01,25.0,0.0,0.0,64,0,1,25
311178984,0.01,25.0,0.0,0.0,64,0,1,25
311210559,0.01,25.0,0.0,0.0,64,0,1,25
311242594,0.01,25.0,0.0,0.0,0,0,1,25
311275338,0.01,25.0,0.0,0.0,64,0,1,25
311307852,0.01,25.0,0.0,0.0,64,0,1,25
311339742,0.01,25.0,0.0,0.0,64,0,1,25
311371335,0.01,25.0,0.0,0.0,64,0,1,25
311403761,0.01,25.0,0.0,0.0,64,0,1,25
311435758,0.01,25.0,0.02,0.0,64,0,1,25
311468927,0.01,25.0,0.0,0.0,64,0,1,25
311500904,0.01,25.0,0.0,0.0,64,0,1,25
311532759,0.01,25.0,0.0,0.0,64,0,1,25
311564762,0.01,25.0,0.0,0.0,64,0,1,25
311596935,0.01,25.0,0.0,0.0,4,0,1,25
311628991,0.01,25.0,0.0,0.0,64,0,1,25
311660580,0.01,25.0,0.0,0.0,64,0,1,25
