timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure,failure_detector_status
359694060,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
360109568,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
361112946,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
362120261,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
363120521,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
364125252,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
365129549,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
366138200,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
367139562,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
368141518,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
369142205,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
370143575,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
371147612,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
372150735,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
373155833,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
374166714,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
375169435,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
376177187,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
377182781,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
378192647,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
379195909,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
380204561,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
381208112,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
382218882,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
383222203,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
384230611,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
385237364,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
386239638,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
387247958,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
388251517,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
389256564,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
390270160,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
391273107,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
392280524,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
393286004,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
394287125,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
395290590,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
396293396,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
397296392,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
398309010,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
399310748,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
400318669,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
402324609,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
403328761,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
404329852,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
405339026,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
406347195,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
407348408,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
408355804,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
409361531,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
410368529,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
411368653,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
412370491,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
413379623,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
414383520,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
415387105,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
416392239,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
417393021,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
418397840,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
419398334,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
420398768,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
421403544,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
422405100,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
423407074,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
424407881,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
425408295,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
426415707,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
427420614,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
428429550,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
430442067,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
431447117,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
432451566,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
433461863,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
434463578,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
435475144,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
436482834,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
437492404,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
438502053,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
439504518,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
440506649,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
441508351,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
442510116,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
443514652,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
444514698,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
445523629,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
446528709,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
447540208,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
448543523,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
449553960,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
450564475,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
451575431,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
452580596,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
453581587,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
454588550,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
455588964,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
457603564,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
458613967,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
459622063,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
460624697,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
461629573,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
462630059,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
463631605,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
464638659,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
465640601,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
466643859,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
467653092,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
468659443,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
469669010,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
470670819,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
471671619,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
472682374,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
473691591,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
474695538,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
475704318,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
476713540,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
477721520,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
478730769,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
479733125,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
480739517,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
481747500,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
482755517,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
483765749,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
485777058,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
486784525,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
487793832,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
488798753,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
489807757,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
490815528,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
491820579,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
492821823,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
493831572,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
494839448,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
495850058,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
496860529,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
497865519,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
498875538,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
499875958,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
500886743,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
501890632,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
502900164,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
503909885,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
504915004,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
505924562,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
506931533,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
507933930,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
508936557,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
509946795,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
510952596,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
511957756,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
512965410,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
513966176,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
514974793,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
515975376,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
516978660,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
517978953,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
518986633,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
519987660,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
520994070,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
522000302,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
523010904,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
524015549,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
525019755,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
526020407,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
527023379,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
528030672,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
529032569,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
530035462,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
531036546,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
532045946,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
533050638,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
534053093,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
535058697,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
536064524,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
537068180,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
538072997,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
539079150,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
540086636,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
541096162,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
542104382,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
543109722,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
544115385,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
545117422,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
546119523,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
547128658,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
548135642,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
550140632,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
551151564,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
552159596,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
553166986,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
554180331,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
555191647,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
556200638,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
557207504,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
558210645,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
