timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure,failure_detector_status
309770177,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
310779904,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
311790144,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
312793773,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
313800525,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
314810011,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
315821138,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
316824524,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
317826100,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
319830176,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
320834623,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
321836202,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
322839886,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
323842694,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
324846007,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
325855128,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
326856703,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
327858771,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
328869224,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
329870804,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
330873519,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
331875329,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
332877122,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
333880118,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
334893024,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
335898061,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
336900521,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
337906356,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
338908481,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
339912518,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
340916226,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
341919516,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
342924905,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
343929735,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
344868415,3080239,2162703,3014703,12,2,0,1,13,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
344940599,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
346949008,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
347951048,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
348956520,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
350970945,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
351980537,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
352981846,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
353984610,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
354985879,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
355996329,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
356999128,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
357681424,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
358043701,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
358690107,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
