timestamp,min_distance,max_distance,current_distance,covariance,signal_quality,type,id,orientation
310010937,0.01,50.0,10.099999,0.0,4,0,4,6
310076757,0.01,50.0,10.219999,0.0,64,0,4,6
310108426,0.01,50.0,10.2,0.0,0,0,4,6
310141093,0.01,50.0,9.929999,0.0,64,0,4,6
310172132,0.01,50.0,9.84,0.0,64,0,4,6
310204191,0.01,50.0,9.91,0.0,64,0,4,6
310236353,0.01,50.0,10.0199995,0.0,64,0,4,6
310268391,0.01,50.0,10.23,0.0,64,0,4,6
310300891,0.01,50.0,10.21,0.0,64,0,4,6
310333303,0.01,50.0,10.12,0.0,64,0,4,6
310365803,0.01,50.0,9.95,0.0,64,0,4,6
310397791,0.01,50.0,9.92,0.0,64,0,4,6
310429789,0.01,50.0,9.929999,0.0,0,0,4,6
310461763,0.01,50.0,10.23,0.0,64,0,4,6
310492972,0.01,50.0,10.17,0.0,64,0,4,6
310525118,0.01,50.0,10.12,0.0,64,0,4,6
310556988,0.01,50.0,10.179999,0.0,64,0,4,6
310589115,0.01,50.0,9.75,0.0,0,0,4,6
310621552,0.01,50.0,9.929999,0.0,64,0,4,6
310652940,0.01,50.0,9.969999,0.0,64,0,4,6
310686034,0.01,50.0,10.21,0.0,64,0,4,6
310718205,0.01,50.0,10.24,0.0,64,0,4,6
310749915,0.01,50.0,10.23,0.0,64,0,4,6
310781548,0.01,50.0,10.2,0.0,4,0,4,6
310814139,0.01,50.0,10.15,0.0,64,0,4,6
310844770,0.01,50.0,10.12,0.0,64,0,4,6
310876224,0.01,50.0,10.0199995,0.0,4,0,4,6
310907848,0.01,50.0,10.16,0.0,64,0,4,6
310938825,0.01,50.0,10.17,0.0,0,0,4,6
310971917,0.01,50.0,10.139999,0.0,64,0,4,6
311002827,0.01,50.0,10.0,0.0,4,0,4,6
311034895,0.01,50.0,10.05,0.0,64,0,4,6
311066874,0.01,50.0,10.05,0.0,0,0,4,6
311098867,0.01,50.0,10.16,0.0,0,0,4,6
311131127,0.01,50.0,10.16,0.0,64,0,4,6
311162928,0.01,50.0,10.15,0.0,64,0,4,6
311195125,0.01,50.0,10.09,0.0,4,0,4,6
311227186,0.01,50.0,10.0199995,0.0,64,0,4,6
311259747,0.01,50.0,10.13,0.0,0,0,4,6
311291750,0.01,50.0,10.07,0.0,64,0,4,6
311323744,0.01,50.0,10.04,0.0,64,0,4,6
311355758,0.01,50.0,10.059999,0.0,64,0,4,6
311387801,0.01,50.0,10.15,0.0,64,0,4,6
311419797,0.01,50.0,10.17,0.0,0,0,4,6
311452388,0.01,50.0,10.12,0.0,64,0,4,6
311484016,0.01,50.0,10.04,0.0,64,0,4,6
311516460,0.01,50.0,10.11,0.0,0,0,4,6
311548566,0.01,50.0,10.09,0.0,4,0,4,6
311580364,0.01,50.0,10.19,0.0,64,0,4,6
311612742,0.01,50.0,10.13,0.0,64,0,4,6
311644952,0.01,50.0,10.139999,0.0,4,0,4,6
311676234,0.01,50.0,10.059999,0.0,64,0,4,6
311708125,0.01,50.0,10.03,0.0,64,0,4,6
311740937,0.01,50.0,10.07,0.0,64,0,4,6
311772788,0.01,50.0,10.099999,0.0,64,0,4,6
311804160,0.01,50.0,10.17,0.0,64,0,4,6
311836944,0.01,50.0,10.12,0.0,64,0,4,6
311868745,0.01,50.0,10.08,0.0,64,0,4,6
311899972,0.01,50.0,10.05,0.0,64,0,4,6
311933382,0.01,50.0,9.98,0.0,64,0,4,6
311965768,0.01,50.0,10.15,0.0,64,0,4,6
311996953,0.01,50.0,10.13,0.0,0,0,4,6
312028953,0.01,50.0,10.03,0.0,0,0,4,6
312060742,0.01,50.0,10.08,0.0,64,0,4,6
312092142,0.01,50.0,10.07,0.0,64,0,4,6
312124913,0.01,50.0,10.11,0.0,0,0,4,6
312156769,0.01,50.0,10.09,0.0,64,0,4,6
312189141,0.01,50.0,9.969999,0.0,64,0,4,6
312222051,0.01,50.0,10.11,0.0,0,0,4,6
312253767,0.01,50.0,10.13,0.0,64,0,4,6
312286210,0.01,50.0,10.179999,0.0,64,0,4,6
312318114,0.01,50.0,10.08,0.0,0,0,4,6
312350223,0.01,50.0,10.139999,0.0,64,0,4,6
312381760,0.01,50.0,10.05,0.0,0,0,4,6
312414492,0.01,50.0,9.969999,0.0,0,0,4,6
312446863,0.01,50.0,10.139999,0.0,64,0,4,6
312478316,0.01,50.0,10.139999,0.0,64,0,4,6
312510825,0.01,50.0,10.059999,0.0,0,0,4,6
312542884,0.01,50.0,10.03,0.0,64,0,4,6
312574080,0.01,50.0,10.07,0.0,64,0,4,6
312606291,0.01,50.0,10.139999,0.0,64,0,4,6
312638887,0.01,50.0,10.01,0.0,0,0,4,6
312669746,0.01,50.0,10.03,0.0,0,0,4,6
312702201,0.01,50.0,10.03,0.0,64,0,4,6
312734247,0.01,50.0,10.08,0.0,64,0,4,6
312766884,0.01,50.0,10.059999,0.0,64,0,4,6
312798853,0.01,50.0,10.11,0.0,64,0,4,6
312830187,0.01,50.0,10.15,0.0,4,0,4,6
312862549,0.01,50.0,10.139999,0.0,64,0,4,6
312894887,0.01,50.0,10.16,0.0,64,0,4,6
312925797,0.01,50.0,10.01,0.0,64,0,4,6
312959111,0.01,50.0,10.03,0.0,0,0,4,6
312992296,0.01,50.0,10.12,0.0,0,0,4,6
313024143,0.01,50.0,10.11,0.0,64,0,4,6
313055757,0.01,50.0,10.08,0.0,64,0,4,6
313087844,0.01,50.0,10.11,0.0,112,0,4,6
313119885,0.01,50.0,10.03,0.0,64,0,4,6
313152148,0.01,50.0,10.059999,0.0,64,0,4,6
313183742,0.01,50.0,10.01,0.0,64,0,4,6
313215320,0.01,50.0,10.01,0.0,64,0,4,6
313248371,0.01,50.0,10.11,0.0,64,0,4,6
313280743,0.01,50.0,10.13,0.0,64,0,4,6
313312219,0.01,50.0,10.12,0.0,4,0,4,6
313343748,0.01,50.0,9.98,0.0,64,0,4,6
313375774,0.01,50.0,10.03,0.0,64,0,4,6
313407841,0.01,50.0,9.92,0.0,4,0,4,6
313440260,0.01,50.0,9.58,0.0,4,0,4,6
313471744,0.01,50.0,9.71,0.0,64,0,4,6
313503768,0.01,50.0,9.49,0.0,64,0,4,6
313535757,0.01,50.0,9.5,0.0,64,0,4,6
313567384,0.01,50.0,9.54,0.0,64,0,4,6
313600148,0.01,50.0,9.65,0.0,64,0,4,6
313631532,0.01,50.0,9.53,0.0,64,0,4,6
313663817,0.01,50.0,9.7,0.0,64,0,4,6
313696345,0.01,50.0,9.73,0.0,64,0,4,6
313728755,0.01,50.0,9.69,0.0,64,0,4,6
313760759,0.01,50.0,9.639999,0.0,64,0,4,6
313792761,0.01,50.0,9.639999,0.0,-116,0,4,6
313824757,0.01,50.0,9.719999,0.0,64,0,4,6
313856745,0.01,50.0,9.71,0.0,64,0,4,6
313888901,0.01,50.0,9.58,0.0,0,0,4,6
313920564,0.01,50.0,9.28,0.0,0,0,4,6
313952758,0.01,50.0,9.309999,0.0,64,0,4,6
313984380,0.01,50.0,9.45,0.0,64,0,4,6
314016757,0.01,50.0,9.429999,0.0,64,0,4,6
314048409,0.01,50.0,9.17,0.0,0,0,4,6
314080762,0.01,50.0,8.98,0.0,64,0,4,6
314112414,0.01,50.0,9.42,0.0,64,0,4,6
314144742,0.01,50.0,9.44,0.0,64,0,4,6
314176748,0.01,50.0,9.65,0.0,64,0,4,6
314208806,0.01,50.0,9.78,0.0,75,0,4,6
314240298,0.01,50.0,9.74,0.0,64,0,4,6
314272335,0.01,50.0,9.79,0.0,64,0,4,6
314304745,0.01,50.0,9.95,0.0,64,0,4,6
314336764,0.01,50.0,10.03,0.0,0,0,4,6
314368753,0.01,50.0,9.9,0.0,64,0,4,6
314400763,0.01,50.0,10.23,0.0,64,0,4,6
314433291,0.01,50.0,10.24,0.0,0,0,4,6
314463742,0.01,50.0,10.24,0.0,64,0,4,6
314495758,0.01,50.0,10.179999,0.0,64,0,4,6
314527828,0.01,50.0,10.16,0.0,64,0,4,6
314559768,0.01,50.0,10.16,0.0,64,0,4,6
314591765,0.01,50.0,10.099999,0.0,64,0,4,6
314623747,0.01,50.0,10.16,0.0,64,0,4,6
314654866,0.01,50.0,10.179999,0.0,0,0,4,6
314686859,0.01,50.0,10.139999,0.0,0,0,4,6
314718917,0.01,50.0,10.16,0.0,64,0,4,6
314750852,0.01,50.0,10.15,0.0,64,0,4,6
314782849,0.01,50.0,10.15,0.0,64,0,4,6
314814899,0.01,50.0,10.23,0.0,64,0,4,6
314846540,0.01,50.0,10.38,0.0,64,0,4,6
314878888,0.01,50.0,10.41,0.0,64,0,4,6
314911334,0.01,50.0,10.36,0.0,4,0,4,6
314943758,0.01,50.0,10.309999,0.0,64,0,4,6
314975079,0.01,50.0,10.33,0.0,0,0,4,6
315006975,0.01,50.0,10.41,0.0,64,0,4,6
315356187,0.01,50.0,9.01,0.0,64,0,4,6
315388967,0.01,50.0,8.87,0.0,0,0,4,6
315420746,0.01,50.0,8.76,0.0,64,0,4,6
315452748,0.01,50.0,8.69,0.0,0,0,4,6
315484502,0.01,50.0,8.67,0.0,4,0,4,6
315516306,0.01,50.0,8.679999,0.0,0,0,4,6
315548270,0.01,50.0,8.679999,0.0,0,0,4,6
315581414,0.01,50.0,8.69,0.0,64,0,4,6
315613816,0.01,50.0,8.67,0.0,64,0,4,6
315645758,0.01,50.0,8.7,0.0,64,0,4,6
315677355,0.01,50.0,8.69,0.0,64,0,4,6
315709925,0.01,50.0,8.69,0.0,0,0,4,6
315741805,0.01,50.0,8.71,0.0,64,0,4,6
315773479,0.01,50.0,8.72,0.0,64,0,4,6
315805752,0.01,50.0,8.73,0.0,-68,0,4,6
315836989,0.01,50.0,8.72,0.0,4,0,4,6
315868950,0.01,50.0,8.74,0.0,64,0,4,6
315900770,0.01,50.0,8.73,0.0,0,0,4,6
315931780,0.01,50.0,8.74,0.0,64,0,4,6
315962926,0.01,50.0,8.74,0.0,4,0,4,6
315995370,0.01,50.0,8.7699995,0.0,4,0,4,6
316027387,0.01,50.0,8.7699995,0.0,4,0,4,6
316058850,0.01,50.0,8.78,0.0,4,0,4,6
316091402,0.01,50.0,8.9,0.0,4,0,4,6
316122813,0.01,50.0,9.05,0.0,4,0,4,6
316154552,0.01,50.0,9.28,0.0,4,0,4,6
316186951,0.01,50.0,9.51,0.0,4,0,4,6
316218617,0.01,50.0,9.13,0.0,4,0,4,6
316250999,0.01,50.0,8.98,0.0,4,0,4,6
316283329,0.01,50.0,9.059999,0.0,4,0,4,6
316315142,0.01,50.0,9.0199995,0.0,4,0,4,6
316347357,0.01,50.0,9.059999,0.0,4,0,4,6
316378894,0.01,50.0,9.0199995,0.0,4,0,4,6
316410536,0.01,50.0,9.04,0.0,4,0,4,6
316442949,0.01,50.0,9.07,0.0,4,0,4,6
316475379,0.01,50.0,9.139999,0.0,4,0,4,6
316507802,0.01,50.0,9.08,0.0,64,0,4,6
316539767,0.01,50.0,9.09,0.0,64,0,4,6
316571601,0.01,50.0,9.11,0.0,4,0,4,6
316603043,0.01,50.0,9.12,0.0,4,0,4,6
316635404,0.01,50.0,9.11,0.0,4,0,4,6
316667364,0.01,50.0,9.139999,0.0,4,0,4,6
316699071,0.01,50.0,9.139999,0.0,4,0,4,6
316731362,0.01,50.0,9.15,0.0,4,0,4,6
316763335,0.01,50.0,9.16,0.0,4,0,4,6
316795074,0.01,50.0,9.46,0.0,4,0,4,6
