timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
134416496,nan,nan,nan,nan,0.38305962,nan,nan,0.7,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
134436492,nan,nan,nan,nan,0.38305962,nan,nan,0.7,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
134636718,nan,nan,nan,-1.1929502,-0.0,nan,nan,0.7,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
134836768,nan,nan,0.17387648,-1.1928289,0.0,nan,nan,-0.0,nan,nan,nan,nan,nan,nan,0.0017903019,-0.00450892,nan
135036978,nan,nan,0.16693956,-1.1928518,-0.0,nan,nan,-0.0,nan,nan,nan,nan,nan,nan,0.034052107,-0.08576681,nan
135237622,nan,nan,0.15904896,-1.1930155,0.0,nan,nan,-0.0,nan,nan,nan,nan,nan,nan,6.145268e-05,-0.00015485434,nan
135437557,nan,nan,0.14682488,-1.1932279,-0.0,nan,nan,-0.0,nan,nan,nan,nan,nan,nan,-1.5628948e-09,3.940773e-09,nan
135658114,nan,nan,nan,-1.1931877,-0.0,nan,nan,-1.3525066,nan,nan,nan,nan,nan,nan,-1.4057637e-11,3.5441584e-11,nan
135858195,nan,nan,nan,-1.1931877,0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,3.4600125e-15,-8.723253e-15,nan
136058346,nan,nan,nan,-1.1931877,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,2.9312791e-18,-7.39023e-18,nan
136258319,nan,nan,nan,-1.1931877,0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,-4.0222465e-21,1.0140736e-20,nan
136458428,nan,nan,nan,-1.1931877,0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,2.2688651e-24,-5.7201768e-24,nan
136658616,nan,nan,nan,-1.1931877,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,-2.7716484e-28,6.9877755e-28,nan
136859013,nan,nan,nan,-1.1931877,0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,-7.1852487e-31,1.8115177e-30,nan
137059156,nan,nan,nan,-1.1931877,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,7.4426843e-34,-1.8764214e-33,nan
137259195,nan,nan,nan,-1.1931877,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,-3.4527526e-37,8.7049495e-37,nan
137459402,nan,nan,nan,-1.1931877,0.0,nan,nan,-0.69948995,nan,nan,nan,nan,nan,nan,-1.29302e-40,3.25992e-40,nan
137659762,nan,nan,nan,-1.1931877,-0.0,nan,nan,-0.4823615,nan,nan,nan,nan,nan,nan,1.58e-43,-4e-43,nan
137879901,nan,nan,-1.1181777,-1.1931877,-0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
138080031,nan,nan,-1.1181777,-1.1931877,0.0,nan,nan,-0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
138280230,nan,nan,-1.1181777,-1.1931877,-0.0,nan,nan,-0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
139301449,nan,nan,nan,-1.1561252,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
139501566,nan,nan,nan,-1.1561252,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
139701639,nan,nan,nan,-1.1561252,0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
139903577,nan,nan,nan,-1.1561252,0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
140102210,nan,nan,nan,-1.1561252,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
140302343,nan,nan,nan,-1.1561252,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
140502511,nan,nan,nan,-1.1561252,0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
140702651,nan,nan,nan,-1.1561252,-0.0,nan,nan,-1.5,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
