timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
133187194,5.240039,0.0,0,0,1,0,0,0,0
134187219,5.215869,0.0,0,0,1,0,0,0,0
134687226,5.225537,0.0,0,0,1,0,0,0,0
135187193,5.240039,0.0,0,0,1,0,0,0,0
135687193,5.196533,0.0,0,0,1,0,0,0,0
136197199,5.2271485,0.0,0,0,1,0,0,0,0
136697193,5.1643066,0.0,0,0,1,0,0,0,0
137197237,5.177197,0.0,0,0,1,0,0,0,0
137697194,5.191699,0.0,0,0,1,0,0,0,0
138207193,5.2110353,0.0,0,0,1,0,0,0,0
139717223,5.194922,0.0,0,0,1,0,0,0,0
140217193,5.1981444,0.0,0,0,1,0,0,0,0
140717230,5.182031,0.0,0,0,1,0,0,0,0
141217193,5.1755857,0.0,0,0,1,0,0,0,0
141717234,5.2094235,0.0,0,0,1,0,0,0,0
142217194,5.21748,0.0,0,0,1,0,0,0,0
142717202,5.190088,0.0,0,0,1,0,0,0,0
143227228,5.191699,0.0,0,0,1,0,0,0,0
143727193,5.1868653,0.0,0,0,1,0,0,0,0
144227193,5.201367,0.0,0,0,1,0,0,0,0
144737229,5.1981444,0.0,0,0,1,0,0,0,0
145237245,5.2126465,0.0,0,0,1,0,0,0,0
145737227,5.194922,0.0,0,0,1,0,0,0,0
146237194,5.225537,0.0,0,0,1,0,0,0,0
146737194,5.191699,0.0,0,0,1,0,0,0,0
147237202,5.151416,0.0,0,0,1,0,0,0,0
147737193,5.206201,0.0,0,0,1,0,0,0,0
148237238,5.1981444,0.0,0,0,1,0,0,0,0
148747193,5.1884766,0.0,0,0,1,0,0,0,0
149247193,5.170752,0.0,0,0,1,0,0,0,0
149747268,5.194922,0.0,0,0,1,0,0,0,0
150247193,5.18042,0.0,0,0,1,0,0,0,0
150747193,5.165918,0.0,0,0,1,0,0,0,0
151247193,5.1868653,0.0,0,0,1,0,0,0,0
151747193,5.235205,0.0,0,0,1,0,0,0,0
152247208,5.220703,0.0,0,0,1,0,0,0,0
152757207,5.136914,0.0,0,0,1,0,0,0,0
153257231,5.2142577,0.0,0,0,1,0,0,0,0
153757193,5.2126465,0.0,0,0,1,0,0,0,0
154257202,5.2126465,0.0,0,0,1,0,0,0,0
154767222,5.1739745,0.0,0,0,1,0,0,0,0
155267208,5.18042,0.0,0,0,1,0,0,0,0
155767193,5.1755857,0.0,0,0,1,0,0,0,0
156267193,5.2142577,0.0,0,0,1,0,0,0,0
156767193,5.219092,0.0,0,0,1,0,0,0,0
157267193,5.182031,0.0,0,0,1,0,0,0,0
157767193,5.191699,0.0,0,0,1,0,0,0,0
158267210,5.2029786,0.0,0,0,1,0,0,0,0
158767193,5.215869,0.0,0,0,1,0,0,0,0
159267193,5.1594725,0.0,0,0,1,0,0,0,0
159767230,5.1981444,0.0,0,0,1,0,0,0,0
160777194,5.21748,0.0,0,0,1,0,0,0,0
161277234,5.22876,0.0,0,0,1,0,0,0,0
161777225,5.2078123,0.0,0,0,1,0,0,0,0
162287193,5.170752,0.0,0,0,1,0,0,0,0
162787193,5.1884766,0.0,0,0,1,0,0,0,0
163287226,5.1723633,0.0,0,0,1,0,0,0,0
163787193,5.1981444,0.0,0,0,1,0,0,0,0
164297216,5.2078123,0.0,0,0,1,0,0,0,0
164797193,5.2110353,0.0,0,0,1,0,0,0,0
165297219,5.2126465,0.0,0,0,1,0,0,0,0
165797194,5.1884766,0.0,0,0,1,0,0,0,0
166297194,5.1739745,0.0,0,0,1,0,0,0,0
166807194,5.1852536,0.0,0,0,1,0,0,0,0
167307193,5.170752,0.0,0,0,1,0,0,0,0
167807225,5.1723633,0.0,0,0,1,0,0,0,0
168317226,5.182031,0.0,0,0,1,0,0,0,0
168817193,5.21748,0.0,0,0,1,0,0,0,0
169327193,5.220703,0.0,0,0,1,0,0,0,0
169827193,5.215869,0.0,0,0,1,0,0,0,0
170327201,5.1723633,0.0,0,0,1,0,0,0,0
170827198,5.1852536,0.0,0,0,1,0,0,0,0
171327193,5.1836424,0.0,0,0,1,0,0,0,0
171827216,5.2110353,0.0,0,0,1,0,0,0,0
172337242,5.2110353,0.0,0,0,1,0,0,0,0
172837204,5.196533,0.0,0,0,1,0,0,0,0
173337238,5.1755857,0.0,0,0,1,0,0,0,0
173837208,5.191699,0.0,0,0,1,0,0,0,0
174337200,5.182031,0.0,0,0,1,0,0,0,0
174837193,5.1981444,0.0,0,0,1,0,0,0,0
175347240,5.21748,0.0,0,0,1,0,0,0,0
175847193,5.1868653,0.0,0,0,1,0,0,0,0
176347193,5.219092,0.0,0,0,1,0,0,0,0
176847222,5.167529,0.0,0,0,1,0,0,0,0
177347193,5.1981444,0.0,0,0,1,0,0,0,0
177847193,5.1836424,0.0,0,0,1,0,0,0,0
178347219,5.1852536,0.0,0,0,1,0,0,0,0
178847193,5.1981444,0.0,0,0,1,0,0,0,0
179347193,5.1691403,0.0,0,0,1,0,0,0,0
180847193,5.20459,0.0,0,0,1,0,0,0,0
181357193,5.1836424,0.0,0,0,1,0,0,0,0
181857267,5.1755857,0.0,0,0,1,0,0,0,0
182357193,5.157861,0.0,0,0,1,0,0,0,0
182857212,5.194922,0.0,0,0,1,0,0,0,0
183357228,5.170752,0.0,0,0,1,0,0,0,0
183857194,5.182031,0.0,0,0,1,0,0,0,0
184357194,5.157861,0.0,0,0,1,0,0,0,0
184857223,5.243262,0.0,0,0,1,0,0,0,0
185367219,5.2110353,0.0,0,0,1,0,0,0,0
185867234,5.1852536,0.0,0,0,1,0,0,0,0
186367193,5.1884766,0.0,0,0,1,0,0,0,0
186877193,5.2223144,0.0,0,0,1,0,0,0,0
187377213,5.206201,0.0,0,0,1,0,0,0,0
187887193,5.1981444,0.0,0,0,1,0,0,0,0
188387229,5.20459,0.0,0,0,1,0,0,0,0
188887193,5.1997557,0.0,0,0,1,0,0,0,0
189387193,5.196533,0.0,0,0,1,0,0,0,0
189887204,5.1884766,0.0,0,0,1,0,0,0,0
190387195,5.220703,0.0,0,0,1,0,0,0,0
190887204,5.194922,0.0,0,0,1,0,0,0,0
191397200,5.21748,0.0,0,0,1,0,0,0,0
191897220,5.20459,0.0,0,0,1,0,0,0,0
192407193,5.201367,0.0,0,0,1,0,0,0,0
192907193,5.1884766,0.0,0,0,1,0,0,0,0
193407206,5.20459,0.0,0,0,1,0,0,0,0
