timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
131815190,130813035,1200.0,0.362384,0.292167,1.6263632,0.0,255,0,6,4,0,0,0,1,1,1,36
131846592,131845083,1200.0,0.362384,0.292167,1.6263632,0.0,255,0,6,4,0,0,0,1,1,1,36
132854255,132844152,1200.0,0.362384,0.3068365,1.8380399,0.0,255,0,6,4,0,0,0,1,1,1,36
133855137,132844152,1200.0,0.362384,0.02097946,0.9900307,0.0,255,0,6,4,0,0,0,1,1,1,36
133888171,133881044,1200.0,0.362384,0.02097946,0.9900307,0.0,255,0,6,4,0,0,0,1,1,1,36
134874998,134872118,1200.0,0.362384,0.04662698,1.6498015,0.0,255,0,6,4,0,0,0,1,1,1,36
135884192,134872118,1200.0,0.362384,0.020872738,0.9690914,0.0,255,0,6,4,0,0,0,1,1,1,36
135968219,135965617,1200.0,0.362384,0.020872738,0.9690914,0.0,255,0,6,4,0,0,0,1,1,1,36
136781788,136776113,1200.0,0.362384,0.44946137,2.0508535,0.0,255,0,6,4,0,0,0,1,1,1,36
137788199,136776113,1200.0,0.362384,0.02099813,1.2938848,0.0,255,0,6,4,0,0,0,1,1,1,36
138017820,138012049,1200.0,0.362384,0.02099813,1.2938848,0.0,255,0,6,4,0,0,0,1,1,1,36
139824983,139822453,1200.0,0.362384,0.020932825,1.0964813,0.0,255,0,6,4,0,0,0,1,1,1,36
140833396,140831061,1200.0,0.362384,0.052587554,1.2174515,0.0,255,0,6,4,0,0,0,1,1,1,36
141839140,140831061,1200.0,0.362384,0.02085572,1.1450783,0.0,255,0,6,4,0,0,0,1,1,1,36
142351133,142345045,1200.0,0.362384,0.02085572,1.1450783,0.0,255,0,6,4,0,0,0,1,1,1,36
142939544,142937592,1200.0,0.362384,0.020812066,1.0376302,0.0,255,0,6,4,0,0,0,1,1,1,36
143792544,143791585,1200.0,0.362384,0.34730676,1.6956155,0.0,255,0,6,4,0,0,0,1,1,1,36
144793191,144789517,1200.0,0.362384,0.04691143,1.029057,0.0,255,0,6,4,0,0,0,1,1,1,36
145800813,144789517,1200.0,0.362384,0.02085222,1.5520009,0.0,255,0,6,4,0,0,0,1,1,1,36
145862226,145857042,1200.0,0.362384,0.02085222,1.5520009,0.0,255,0,6,4,0,0,0,1,1,1,36
