timestamp,error_count,device_id,pressure,temperature
133175023,0,3998474,1002.54,43.969997
133284018,0,3998474,1002.47,43.98
133392429,0,3998474,1002.51996,43.98
133899391,0,3998474,1002.55,43.989998
133996027,0,3998474,1002.49,43.98
134096494,0,3998474,1002.52997,43.989998
134206489,0,3998474,1002.57996,43.989998
134305019,0,3998474,1002.51996,43.989998
134404051,0,3998474,1002.6,44.0
134492021,0,3998474,1002.50995,43.989998
134612019,0,3998474,1002.49,44.0
134711019,0,3998474,1002.58997,43.989998
134800024,0,3998474,1002.57,44.0
134910020,0,3998474,1002.52997,44.0
135019018,0,3998474,1002.51996,44.0
135107046,0,3998474,1002.56,44.0
135215030,0,3998474,1002.57,44.0
135323020,0,3998474,1002.44995,44.01
135410127,0,3998474,1002.48,44.02
135519019,0,3998474,1002.50995,44.02
135629321,0,3998474,1002.56,44.03
135715143,0,3998474,1002.56,44.03
135822145,0,3998474,1002.52997,44.03
135932024,0,3998474,1002.52997,44.02
136021207,0,3998474,1002.51996,44.03
136137772,0,3998474,1002.5,44.03
136237487,0,3998474,1002.55,44.04
136323114,0,3998474,1002.48,44.04
136440018,0,3998474,1002.54,44.05
136536108,0,3998474,1002.54,44.059998
136643018,0,3998474,1002.44,44.05
136742191,0,3998474,1002.52997,44.07
136837224,0,3998474,1002.45996,44.059998
136944339,0,3998474,1002.45996,44.07
137051019,0,3998474,1002.45996,44.07
137138339,0,3998474,1002.55,44.079998
137255019,0,3998474,1002.47,44.09
137351334,0,3998474,1002.48,44.09
137458316,0,3998474,1002.49,44.09
137555041,0,3998474,1002.47,44.1
137654018,0,3998474,1002.42,44.1
137763022,0,3998474,1002.42,44.1
137860018,0,3998474,1002.38995,44.1
137968396,0,3998474,1002.38995,44.09
138054018,0,3998474,1002.42,44.1
138163018,0,3998474,1002.43,44.11
138269183,0,3998474,1002.38,44.11
139290615,0,3998474,1002.31,44.16
139389203,0,3998474,1002.25995,44.16
139493351,0,3998474,1002.27997,44.17
139589348,0,3998474,1002.26996,44.17
139688019,0,3998474,1002.22,44.16
139797159,0,3998474,1002.22,44.18
139893976,0,3998474,1002.19995,44.17
139994018,0,3998474,1002.13,44.17
140105037,0,3998474,1002.14996,44.18
140204219,0,3998474,1002.18,44.18
140306100,0,3998474,1002.18,44.19
140413197,0,3998474,1002.18,44.2
140510203,0,3998474,1002.04,44.19
140608369,0,3998474,1002.07996,44.2
140718018,0,3998474,1002.01996,44.2
140813025,0,3998474,1002.11,44.21
140909620,0,3998474,1001.93,44.21
141019074,0,3998474,1002.00995,44.21
141125170,0,3998474,1002.0,44.219997
141211024,0,3998474,1001.91,44.219997
141328402,0,3998474,1001.94995,44.219997
141424525,0,3998474,1001.94,44.239998
141533035,0,3998474,1001.97,44.23
141630019,0,3998474,1001.86,44.25
141726414,0,3998474,1001.94,44.25
141835042,0,3998474,1001.82996,44.25
141941042,0,3998474,1001.81,44.25
142026023,0,3998474,1001.85,44.26
142144797,0,3998474,1001.88,44.26
142241182,0,3998474,1001.94,44.26
142349412,0,3998474,1001.89996,44.27
142448688,0,3998474,1001.92,44.28
142544526,0,3998474,1001.87,44.27
142651018,0,3998474,1001.89996,44.28
142745027,0,3998474,1001.94995,44.29
142842141,0,3998474,1002.0,44.29
142951587,0,3998474,1001.99,44.3
143059018,0,3998474,1001.88,44.29
143165385,0,3998474,1001.97,44.309998
143261015,0,3998474,1001.98,44.309998
143358364,0,3998474,1001.95996,44.309998
143465031,0,3998474,1001.98,44.32
143562019,0,3998474,1001.91,44.309998
143659018,0,3998474,1001.91,44.32
143769018,0,3998474,1002.02997,44.329998
143867069,0,3998474,1001.94,44.32
143966182,0,3998474,1001.95996,44.329998
144073038,0,3998474,1002.00995,44.329998
144171068,0,3998474,1002.01996,44.34
144267019,0,3998474,1001.95996,44.34
144376625,0,3998474,1002.0,44.35
144486501,0,3998474,1002.04,44.36
144571357,0,3998474,1002.01996,44.35
144690100,0,3998474,1002.02997,44.36
144787023,0,3998474,1001.99,44.36
144896030,0,3998474,1002.0,44.37
144992021,0,3998474,1001.99,44.379997
145086082,0,3998474,1002.0,44.379997
145196393,0,3998474,1002.01996,44.379997
145292370,0,3998474,1002.05,44.379997
145389063,0,3998474,1002.04,44.39
145506023,0,3998474,1002.02997,44.39
145605555,0,3998474,1002.07,44.39
145690019,0,3998474,1002.05,44.39
145804342,0,3998474,1002.02997,44.399998
145897018,0,3998474,1002.13995,44.42
146005018,0,3998474,1002.05,44.41
146111612,0,3998474,1002.07996,44.42
146218186,0,3998474,1002.12,44.42
146325023,0,3998474,1002.13,44.43
146410018,0,3998474,1002.14996,44.44
146527869,0,3998474,1002.23,44.44
146626124,0,3998474,1002.07996,44.44
146714099,0,3998474,1002.13995,44.44
146831611,0,3998474,1002.19,44.45
146927836,0,3998474,1002.12,44.46
147034100,0,3998474,1002.18,44.46
147130105,0,3998474,1002.14996,44.469997
147226168,0,3998474,1002.12,44.469997
147332804,0,3998474,1002.13995,44.469997
147439967,0,3998474,1002.13,44.48
147525065,0,3998474,1002.12,44.48
147642094,0,3998474,1002.07,44.489998
147738187,0,3998474,1002.00995,44.489998
147844422,0,3998474,1002.07996,44.5
147941043,0,3998474,1002.04,44.51
148036246,0,3998474,1002.05,44.51
148144048,0,3998474,1001.98,44.51
148250137,0,3998474,1002.0,44.52
148338138,0,3998474,1002.0,44.52
148455552,0,3998474,1001.95996,44.52
148551695,0,3998474,1001.95996,44.53
148658100,0,3998474,1001.91,44.539997
148754137,0,3998474,1001.89996,44.53
148850121,0,3998474,1001.81,44.539997
148957064,0,3998474,1001.81,44.55
149056050,0,3998474,1001.89996,44.55
149152732,0,3998474,1001.76996,44.55
149261067,0,3998474,1001.75995,44.55
149369053,0,3998474,1001.64996,44.55
149456048,0,3998474,1001.73,44.559998
149576043,0,3998474,1001.69995,44.57
149676047,0,3998474,1001.64996,44.559998
149764421,0,3998474,1001.62,44.57
149874962,0,3998474,1001.5,44.57
149973047,0,3998474,1001.5,44.57
150073369,0,3998474,1001.37,44.579998
150185368,0,3998474,1001.38995,44.57
150285047,0,3998474,1001.32996,44.579998
150384052,0,3998474,1001.25995,44.59
150470347,0,3998474,1001.13995,44.579998
150591928,0,3998474,1001.13995,44.59
150691150,0,3998474,1000.98,44.59
150778397,0,3998474,1001.02997,44.6
150896823,0,3998474,1000.92,44.6
150993052,0,3998474,1000.77997,44.6
151081048,0,3998474,1000.76996,44.6
151191465,0,3998474,1000.74,44.61
151301059,0,3998474,1000.69,44.61
151388047,0,3998474,1000.63,44.62
151499051,0,3998474,1000.57996,44.62
151599953,0,3998474,1000.54,44.61
151697997,0,3998474,1000.37,44.61
151806367,0,3998474,1000.32,44.62
151904621,0,3998474,1000.25995,44.62
152001536,0,3998474,1000.22,44.629997
152109053,0,3998474,1000.13995,44.629997
152207396,0,3998474,1000.16,44.64
152307085,0,3998474,1000.07996,44.629997
152415729,0,3998474,1000.04,44.64
152514568,0,3998474,1000.00995,44.64
152612048,0,3998474,1000.08997,44.64
152722384,0,3998474,1000.1,44.649998
152819351,0,3998474,1000.00995,44.649998
152918404,0,3998474,1000.02997,44.66
153026398,0,3998474,1000.01996,44.66
153125048,0,3998474,999.98,44.66
153221048,0,3998474,1000.04,44.68
153330176,0,3998474,1000.00995,44.67
153429043,0,3998474,1000.02997,44.69
153527047,0,3998474,1000.07,44.69
153636047,0,3998474,1000.04,44.69
153733055,0,3998474,1000.0,44.69
153832377,0,3998474,1000.02997,44.69
153942213,0,3998474,1000.07,44.7
154040084,0,3998474,1000.05,44.71
154137104,0,3998474,1000.07996,44.71
154246217,0,3998474,1000.07,44.71
154344390,0,3998474,1000.02997,44.71
154443007,0,3998474,1000.02997,44.719997
154551048,0,3998474,1000.06,44.719997
154649048,0,3998474,1000.06,44.739998
154750483,0,3998474,1000.05,44.73
154840358,0,3998474,1000.04,44.719997
154960018,0,3998474,1000.1,44.739998
155059021,0,3998474,1000.05,44.73
155146597,0,3998474,1000.01996,44.75
155265019,0,3998474,1000.01996,44.75
155364019,0,3998474,999.98,44.75
155451066,0,3998474,999.99,44.75
155569018,0,3998474,1000.0,44.76
155666990,0,3998474,1000.00995,44.77
155777019,0,3998474,999.94995,44.77
155874810,0,3998474,1000.00995,44.77
155973018,0,3998474,1000.05,44.789997
156083146,0,3998474,999.99,44.78
156179032,0,3998474,999.99,44.78
156279047,0,3998474,999.94995,44.78
156367062,0,3998474,999.94,44.78
156491816,0,3998474,999.94,44.789997
156591196,0,3998474,999.92,44.78
156686054,0,3998474,999.98,44.789997
156795040,0,3998474,999.89996,44.78
156897019,0,3998474,999.97,44.78
156996148,0,3998474,999.94,44.789997
157105048,0,3998474,1000.02997,44.789997
157207043,0,3998474,999.97,44.789997
157308656,0,3998474,999.97,44.78
