,motor_dyn,vanilla,with_c3,dij,with_wind,ct1,ct2,ch1,ch2,di,dj,dk,ct3,kt,vwi,vwj,score_opti,score_rms,score_x,score_y,score_z,duration
0,1.0,0.0,0.0,0.0,1.0,0.0145966000307346,0.0479293524260795,0.0064593611504783,-0.154874414933128,0.043900490532796,0.0085141455659925,0.2593817225908735,0.0,6.18711423131191,-1.0582356408841131,-0.204051414514906,0.0126482547721207,0.7471324356253845,0.0561337049576319,0.0496267501316972,0.0838716138584224,485.6982288360596
0,1.0,0.0,1.0,1.0,0.0,0.0131864432724038,0.0309935210699083,0.0052543950609472,-0.1904587012056402,-0.0113551538863238,0.0234071231149355,0.4980778440249618,0.1135182097610583,6.583445614516646,0.0,0.0,0.0144290624286554,0.7755138019781032,0.1911328598286283,0.3296474535938811,0.5592285314143876,783.0050175189972
0,1.0,0.0,0.0,1.0,0.0,0.0144732140453496,0.0464564758716215,0.0052688370751401,-0.1846763382520919,0.0003075521501914,0.0234071231149355,0.2985167221167746,0.0,6.184149754014407,0.0,0.0,0.0159875929630538,0.789877747179059,0.0628628997156287,0.070577670165384,0.0839919119702782,376.7874131202698
0,1.0,0.0,1.0,1.0,1.0,0.0138798112388212,0.0403594343016027,0.006623051328208,-0.1629103085662138,-0.0019985195813906,0.0234071231149355,0.4040066406561349,0.109374417731096,6.54427979167714,-1.0441898385675965,-0.1767429181967072,0.0111887106854637,0.7369085717209408,0.0565452466133153,0.0497997042054934,0.0742383676541211,511.7289080619812
0,1.0,1.0,0.0,1.0,0.0,0.0110027133633579,0.0386507143458353,0.0019445037192226,-0.1937209094907704,0.1867317586732581,0.0234071231149355,0.5147045433906955,0.0,6.540098008346905,0.0,0.0,0.0212173211234672,0.8233562239115231,0.077997770702386,0.0882589108686367,0.0856973368384766,117.36400318145752
0,0.0,1.0,0.0,0.0,1.0,0.0109183331997593,0.0386507143458353,0.0019445037192226,-0.1937209094907704,0.2321136822396744,0.1765495002097578,0.4394167003553754,0.0,6.923363148205088,-1.2870717803673828,0.1284295831889755,0.0213978901947001,0.8360676291761202,0.2079198523979711,0.3741947152611136,0.7651683729817937,358.99776816368103
0,0.0,0.0,1.0,1.0,1.0,0.0128782357430868,0.0282177136810059,0.0066105333612446,-0.160105915895821,0.0009911863299112,0.0234071231149355,0.4257901852007056,0.1035532316361426,6.923363148205088,-1.0446370805065113,-0.1711597843118023,0.0144100144605479,0.7840119592429795,0.0565807968321386,0.0502645000733607,0.0931778295667126,324.93598675727844
0,0.0,0.0,0.0,1.0,1.0,0.0134830037317247,0.0344699860517398,0.0067956789317407,-0.1507361994417157,0.0119695936295906,0.0234071231149355,0.2854038563143615,0.0,6.923363148205088,-1.062969416613695,-0.1763659685001224,0.0158821536763511,0.7908904057433438,0.1724582437198118,0.2352076718864459,0.7581628807448952,286.94826316833496
0,0.0,1.0,0.0,1.0,1.0,0.0109190332813667,0.0386507143458353,0.0019445037192226,-0.1937209094907704,0.1774680668945667,0.0234071231149355,0.4352570501913047,0.0,6.923363148205088,-1.4602505959468546,0.4787156455365816,0.0214969014534557,0.8356403932069769,0.0696835883536007,0.079691721140669,0.1014412566427461,128.5496790409088
0,0.0,1.0,0.0,1.0,0.0,0.0109108628688523,0.0386507143458353,0.0019445037192226,-0.1937209094907704,0.1867346315055689,0.0234071231149355,0.4854562231653955,0.0,6.923363148205088,0.0,0.0,0.0241458288096626,0.8575982160162867,0.0779976415281037,0.0882590250868358,0.1013535456530127,32.184568881988525
0,0.0,1.0,0.0,1.0,0.0,0.0109108628509235,0.0386507143458353,0.0019445037192226,-0.1937209094907704,0.1867346317452411,0.0234071231149355,0.4854561828396185,0.0,6.923363148205088,0.0,0.0,0.0241458288097577,0.8575982164351286,0.2373680590266285,0.4128448595215499,0.7630113790424556,48.24801230430603
