timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,system_id,component_id,mode,flow_control,forwarding,mavlink_v2,ftp,streams
174805228,0,1000.0,0.20954624,0.0,0.58533645,0.0,0,0,0,3,0,0,0,0,17
175814595,0,1000.0,0.20954624,0.0,0.7589824,0.0,0,0,0,3,0,0,0,0,17
176822954,0,1000.0,0.20954624,0.0,0.60880566,0.0,0,0,0,3,0,0,0,0,17
177832289,0,1000.0,0.20954624,0.0,0.63602453,0.0,0,0,0,3,0,0,0,0,17
178841930,0,1000.0,0.20954624,0.0,0.58035773,0.0,0,0,0,3,0,0,0,0,17
179853988,0,1000.0,0.20954624,0.0,0.64436615,0.0,0,0,0,3,0,0,0,0,17
180854902,0,1000.0,0.20954624,0.0,0.7541523,0.0,0,0,0,3,0,0,0,0,17
181863380,0,1000.0,0.20954624,0.0,0.6366029,0.0,0,0,0,3,0,0,0,0,17
182865885,0,1000.0,0.20954624,0.0,0.5847101,0.0,0,0,0,3,0,0,0,0,17
183871669,0,1000.0,0.20954624,0.0,0.6928918,0.0,0,0,0,3,0,0,0,0,17
184871888,0,1000.0,0.20954624,0.0,0.58578146,0.0,0,0,0,3,0,0,0,0,17
186876165,0,1000.0,0.20954624,0.0,0.60513824,0.0,0,0,0,3,0,0,0,0,17
187878144,0,1000.0,0.20954624,0.0,0.61329347,0.0,0,0,0,3,0,0,0,0,17
188883897,0,1000.0,0.20954624,0.0,0.77802604,0.0,0,0,0,3,0,0,0,0,17
189892633,0,1000.0,0.20954624,0.0,0.7841107,0.0,0,0,0,3,0,0,0,0,17
190895121,0,1000.0,0.20954624,0.0,0.58438355,0.0,0,0,0,3,0,0,0,0,17
191904766,0,1000.0,0.20954624,0.0,0.6279652,0.0,0,0,0,3,0,0,0,0,17
192906688,0,1000.0,0.20954624,0.0,0.62083036,0.0,0,0,0,3,0,0,0,0,17
193916232,0,1000.0,0.20954624,0.0,0.6626229,0.0,0,0,0,3,0,0,0,0,17
194925697,0,1000.0,0.20954624,0.0,0.7480402,0.0,0,0,0,3,0,0,0,0,17
195926660,0,1000.0,0.20954624,0.0,0.61331,0.0,0,0,0,3,0,0,0,0,17
196933077,0,1000.0,0.20954624,0.0,0.6385931,0.0,0,0,0,3,0,0,0,0,17
197938656,0,1000.0,0.20954624,0.0,0.58212304,0.0,0,0,0,3,0,0,0,0,17
198939612,0,1000.0,0.20954624,0.0,0.6234277,0.0,0,0,0,3,0,0,0,0,17
199941038,0,1000.0,0.20954624,0.0,0.78215605,0.0,0,0,0,3,0,0,0,0,17
200951101,0,1000.0,0.20954624,0.0,0.635368,0.0,0,0,0,3,0,0,0,0,17
201956493,0,1000.0,0.20954624,0.0,0.5828514,0.0,0,0,0,3,0,0,0,0,17
202964621,0,1000.0,0.20954624,0.0,0.6914367,0.0,0,0,0,3,0,0,0,0,17
203975760,0,1000.0,0.20954624,0.0,0.6152324,0.0,0,0,0,3,0,0,0,0,17
204987040,0,1000.0,0.20954624,0.0,0.7464826,0.0,0,0,0,3,0,0,0,0,17
205996164,0,1000.0,0.20954624,0.0,0.60046846,0.0,0,0,0,3,0,0,0,0,17
207004654,0,1000.0,0.20954624,0.0,0.6088292,0.0,0,0,0,3,0,0,0,0,17
208014795,0,1000.0,0.20954624,0.0,0.8108621,0.0,0,0,0,3,0,0,0,0,17
209019557,0,1000.0,0.20954624,0.0,0.7513432,0.0,0,0,0,3,0,0,0,0,17
210021823,0,1000.0,0.20954624,0.0,0.61294997,0.0,0,0,0,3,0,0,0,0,17
211026019,0,1000.0,0.20954624,0.0,0.6031609,0.0,0,0,0,3,0,0,0,0,17
214038839,0,1000.0,0.20954624,0.0,0.78241235,0.0,0,0,0,3,0,0,0,0,17
215050144,0,1000.0,0.20954624,0.0,0.61513567,0.0,0,0,0,3,0,0,0,0,17
216060174,0,1000.0,0.20954624,0.0,0.6014661,0.0,0,0,0,3,0,0,0,0,17
217064955,0,1000.0,0.20954624,0.0,0.58176875,0.0,0,0,0,3,0,0,0,0,17
218066941,0,1000.0,0.20954624,0.0,0.6506434,0.0,0,0,0,3,0,0,0,0,17
219070572,0,1000.0,0.20954624,0.0,0.7881013,0.0,0,0,0,3,0,0,0,0,17
220080587,0,1000.0,0.20954624,0.0,0.60002196,0.0,0,0,0,3,0,0,0,0,17
221080668,0,1000.0,0.20954624,0.0,0.5859466,0.0,0,0,0,3,0,0,0,0,17
222084167,0,1000.0,0.20954624,0.0,0.69531935,0.0,0,0,0,3,0,0,0,0,17
223088175,0,1000.0,0.20954624,0.0,0.6188242,0.0,0,0,0,3,0,0,0,0,17
224090198,0,1000.0,0.20954624,0.0,0.75347495,0.0,0,0,0,3,0,0,0,0,17
225094773,0,1000.0,0.20954624,0.0,0.6311893,0.0,0,0,0,3,0,0,0,0,17
226103006,0,1000.0,0.20954624,0.0,0.7390572,0.0,0,0,0,3,0,0,0,0,17
227103700,0,1000.0,0.20954624,0.0,0.6593591,0.0,0,0,0,3,0,0,0,0,17
228109728,0,1000.0,0.20954624,0.0,0.75054103,0.0,0,0,0,3,0,0,0,0,17
229115930,0,1000.0,0.20954624,0.0,0.61152637,0.0,0,0,0,3,0,0,0,0,17
230118743,0,1000.0,0.20954624,0.0,0.6029293,0.0,0,0,0,3,0,0,0,0,17
231128576,0,1000.0,0.20954624,0.0,0.6605602,0.0,0,0,0,3,0,0,0,0,17
232129832,0,1000.0,0.20954624,0.0,0.6233006,0.0,0,0,0,3,0,0,0,0,17
233140402,0,1000.0,0.20954624,0.0,0.7746431,0.0,0,0,0,3,0,0,0,0,17
234144700,0,1000.0,0.20954624,0.0,0.6193874,0.0,0,0,0,3,0,0,0,0,17
235155523,0,1000.0,0.20954624,0.0,0.5994646,0.0,0,0,0,3,0,0,0,0,17
236155618,0,1000.0,0.20954624,0.0,0.5859443,0.0,0,0,0,3,0,0,0,0,17
237158173,0,1000.0,0.20954624,0.0,0.65081483,0.0,0,0,0,3,0,0,0,0,17
238167630,0,1000.0,0.20954624,0.0,0.7830908,0.0,0,0,0,3,0,0,0,0,17
239169540,0,1000.0,0.20954624,0.0,0.6047922,0.0,0,0,0,3,0,0,0,0,17
240170194,0,1000.0,0.20954624,0.0,0.5856147,0.0,0,0,0,3,0,0,0,0,17
241172560,0,1000.0,0.20954624,0.0,0.69535476,0.0,0,0,0,3,0,0,0,0,17
242180766,0,1000.0,0.20954624,0.0,0.6169374,0.0,0,0,0,3,0,0,0,0,17
243190608,0,1000.0,0.20954624,0.0,0.74766386,0.0,0,0,0,3,0,0,0,0,17
244199359,0,1000.0,0.20954624,0.0,0.62961847,0.0,0,0,0,3,0,0,0,0,17
245205470,0,1000.0,0.20954624,0.0,0.7391635,0.0,0,0,0,3,0,0,0,0,17
246212616,0,1000.0,0.20954624,0.0,0.655293,0.0,0,0,0,3,0,0,0,0,17
247219494,0,1000.0,0.20954624,0.0,0.7498418,0.0,0,0,0,3,0,0,0,0,17
248226604,0,1000.0,0.20954624,0.0,0.6096659,0.0,0,0,0,3,0,0,0,0,17
249227793,0,1000.0,0.20954624,0.0,0.64129263,0.0,0,0,0,3,0,0,0,0,17
250232493,0,1000.0,0.20954624,0.0,0.62799436,0.0,0,0,0,3,0,0,0,0,17
251235789,0,1000.0,0.20954624,0.0,0.6219761,0.0,0,0,0,3,0,0,0,0,17
253249593,0,1000.0,0.20954624,0.0,0.615844,0.0,0,0,0,3,0,0,0,0,17
254252752,0,1000.0,0.20954624,0.0,0.60408926,0.0,0,0,0,3,0,0,0,0,17
255258292,0,1000.0,0.20954624,0.0,0.62161094,0.0,0,0,0,3,0,0,0,0,17
