timestamp,load,ram_usage
174604378,0.43998,0.898258
175604565,0.577776,0.94963735
176606309,0.543001,0.94963735
177607625,0.536119,0.94963735
178609043,0.535383,0.94963735
179609436,0.538728,0.94963735
180613293,0.54636,0.94977295
182615561,0.538808,0.94977295
183616487,0.528151,0.94977295
184618207,0.538459,0.94977295
186619661,0.512013,0.94977295
187621893,0.531918,0.94977295
188622733,0.542025,0.94977295
189624474,0.522372,0.94977295
190625759,0.530502,0.94977295
191625458,0.533945,0.94977295
192629102,0.545189,0.94977295
193629538,0.531189,0.94977295
194630663,0.536008,0.94977295
195631487,0.53888,0.94977295
196632436,0.534055,0.94977295
197635136,0.540854,0.94977295
198637941,0.541471,0.94977295
199639549,0.541886,0.94977295
200640949,0.534913,0.94977295
201641464,0.537368,0.94977295
202642649,0.529318,0.94977295
203643459,0.531313,0.94977295
204644490,0.536184,0.94977295
205645566,0.542267,0.94977295
206646868,0.539893,0.94977295
207647436,0.540109,0.94977295
208648436,0.533484,0.94977295
209649462,0.526655,0.94977295
210650578,0.532221,0.94977295
211651575,0.553025,0.94977295
213653510,0.519776,0.94977295
214655149,0.548668,0.94977295
215659397,0.538137,0.94977295
216660436,0.526673,0.94977295
217661459,0.540651,0.94977295
218662634,0.534867,0.94977295
219663741,0.531197,0.94977295
220664464,0.531052,0.94977295
221664436,0.542385,0.94977295
222665482,0.533399,0.94977295
223669768,0.534395,0.94977295
224670772,0.534463,0.94977295
225672558,0.533532,0.94977295
226674998,0.548572,0.94977295
227676530,0.532418,0.94977295
228678769,0.532351,0.94977295
229679966,0.522771,0.94977295
230680532,0.538599,0.94977295
231681525,0.535476,0.94977295
232682566,0.537187,0.94977295
233686826,0.535912,0.94977295
234687512,0.540012,0.94977295
235688631,0.53549,0.94977295
236689464,0.532522,0.94977295
237691680,0.540266,0.94977295
238693295,0.539831,0.94977295
239694569,0.538477,0.94977295
240695807,0.53511703,0.94977295
241697025,0.539463,0.94977295
242698728,0.531052,0.94977295
243699582,0.532666,0.94977295
244701081,0.533121,0.94977295
245703667,0.534866,0.94977295
246704464,0.542345,0.94977295
247706006,0.536099,0.94977295
248706676,0.534725,0.94977295
249708448,0.520262,0.94977295
250709522,0.534527,0.94977295
251711622,0.534245,0.94977295
252711607,0.519205,0.94977295
253713566,0.528964,0.94977295
254716244,0.53278,0.94977295
255717836,0.560593,0.9491629
