timestamp,type,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],_padding0[5],_padding0[6],waypoints[0].timestamp,waypoints[0].position[0],waypoints[0].position[1],waypoints[0].position[2],waypoints[0].velocity[0],waypoints[0].velocity[1],waypoints[0].velocity[2],waypoints[0].acceleration[0],waypoints[0].acceleration[1],waypoints[0].acceleration[2],waypoints[0].yaw,waypoints[0].yaw_speed,waypoints[0].point_valid,waypoints[0]._padding0[0],waypoints[0]._padding0[1],waypoints[0]._padding0[2],waypoints[1].timestamp,waypoints[1].position[0],waypoints[1].position[1],waypoints[1].position[2],waypoints[1].velocity[0],waypoints[1].velocity[1],waypoints[1].velocity[2],waypoints[1].acceleration[0],waypoints[1].acceleration[1],waypoints[1].acceleration[2],waypoints[1].yaw,waypoints[1].yaw_speed,waypoints[1].point_valid,waypoints[1]._padding0[0],waypoints[1]._padding0[1],waypoints[1]._padding0[2],waypoints[2].timestamp,waypoints[2].position[0],waypoints[2].position[1],waypoints[2].position[2],waypoints[2].velocity[0],waypoints[2].velocity[1],waypoints[2].velocity[2],waypoints[2].acceleration[0],waypoints[2].acceleration[1],waypoints[2].acceleration[2],waypoints[2].yaw,waypoints[2].yaw_speed,waypoints[2].point_valid,waypoints[2]._padding0[0],waypoints[2]._padding0[1],waypoints[2]._padding0[2],waypoints[3].timestamp,waypoints[3].position[0],waypoints[3].position[1],waypoints[3].position[2],waypoints[3].velocity[0],waypoints[3].velocity[1],waypoints[3].velocity[2],waypoints[3].acceleration[0],waypoints[3].acceleration[1],waypoints[3].acceleration[2],waypoints[3].yaw,waypoints[3].yaw_speed,waypoints[3].point_valid,waypoints[3]._padding0[0],waypoints[3]._padding0[1],waypoints[3]._padding0[2],waypoints[4].timestamp,waypoints[4].position[0],waypoints[4].position[1],waypoints[4].position[2],waypoints[4].velocity[0],waypoints[4].velocity[1],waypoints[4].velocity[2],waypoints[4].acceleration[0],waypoints[4].acceleration[1],waypoints[4].acceleration[2],waypoints[4].yaw,waypoints[4].yaw_speed,waypoints[4].point_valid,waypoints[4]._padding0[0],waypoints[4]._padding0[1],waypoints[4]._padding0[2]
187909267,0,0,0,0,0,0,0,0,0,nan,nan,-1.2847165,nan,nan,-1.2847165,nan,nan,-1.2847165,3.0856283,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187916550,0,0,0,0,0,0,0,0,0,nan,nan,-1.2850468,nan,nan,-1.2850468,nan,nan,-1.2850468,3.088088,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187924383,0,0,0,0,0,0,0,0,0,nan,nan,-1.2849479,nan,nan,-1.2849479,nan,nan,-1.2849479,3.0904105,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187933478,0,0,0,0,0,0,0,0,0,nan,nan,-1.2844367,nan,nan,-1.2844367,nan,nan,-1.2844367,3.092559,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187940507,0,0,0,0,0,0,0,0,0,nan,nan,-1.2833828,nan,nan,-1.2833828,nan,nan,-1.2833828,3.0945325,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187948494,0,0,0,0,0,0,0,0,0,nan,nan,-1.282034,nan,nan,-1.282034,nan,nan,-1.282034,3.0963776,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187957228,0,0,0,0,0,0,0,0,0,nan,nan,-1.2804595,nan,nan,-1.2804595,nan,nan,-1.2804595,3.0980034,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187964410,0,0,0,0,0,0,0,0,0,nan,nan,-1.2787639,nan,nan,-1.2787639,nan,nan,-1.2787639,3.09949,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187972496,0,0,0,0,0,0,0,0,0,nan,nan,-1.2769873,nan,nan,-1.2769873,nan,nan,-1.2769873,3.1009638,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187981225,0,0,0,0,0,0,0,0,0,nan,nan,-1.2752103,nan,nan,-1.2752103,nan,nan,-1.2752103,3.1025429,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187988596,0,0,0,0,0,0,0,0,0,nan,nan,-1.273571,nan,nan,-1.273571,nan,nan,-1.273571,3.1041532,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
187996406,0,0,0,0,0,0,0,0,0,nan,nan,-1.2720854,nan,nan,-1.2720854,nan,nan,-1.2720854,3.105878,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188005197,0,0,0,0,0,0,0,0,0,nan,nan,-1.2708272,nan,nan,-1.2708272,nan,nan,-1.2708272,3.1077273,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188012324,0,0,0,0,0,0,0,0,0,nan,nan,-1.2696538,nan,nan,-1.2696538,nan,nan,-1.2696538,3.1097617,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188020344,0,0,0,0,0,0,0,0,0,nan,nan,-1.2688086,nan,nan,-1.2688086,nan,nan,-1.2688086,3.111843,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188029278,0,0,0,0,0,0,0,0,0,nan,nan,-1.268279,nan,nan,-1.268279,nan,nan,-1.268279,3.1139865,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188036529,0,0,0,0,0,0,0,0,0,nan,nan,-1.2681713,nan,nan,-1.2681713,nan,nan,-1.2681713,3.1162307,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188044343,0,0,0,0,0,0,0,0,0,nan,nan,-1.2683549,nan,nan,-1.2683549,nan,nan,-1.2683549,3.1184638,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188053184,0,0,0,0,0,0,0,0,0,nan,nan,-1.2687935,nan,nan,-1.2687935,nan,nan,-1.2687935,3.1205072,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188060573,0,0,0,0,0,0,0,0,0,nan,nan,-1.2691934,nan,nan,-1.2691934,nan,nan,-1.2691934,3.122458,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188068996,0,0,0,0,0,0,0,0,0,nan,nan,-1.269736,nan,nan,-1.269736,nan,nan,-1.269736,3.1243336,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188076601,0,0,0,0,0,0,0,0,0,nan,nan,-1.2702601,nan,nan,-1.2702601,nan,nan,-1.2702601,3.126124,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188084445,0,0,0,0,0,0,0,0,0,nan,nan,-1.2707937,nan,nan,-1.2707937,nan,nan,-1.2707937,3.127847,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188092767,0,0,0,0,0,0,0,0,0,nan,nan,-1.2712992,nan,nan,-1.2712992,nan,nan,-1.2712992,3.129465,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188100674,0,0,0,0,0,0,0,0,0,nan,nan,-1.2714363,nan,nan,-1.2714363,nan,nan,-1.2714363,3.1310716,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188108472,0,0,0,0,0,0,0,0,0,nan,nan,-1.2714071,nan,nan,-1.2714071,nan,nan,-1.2714071,3.1326134,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188116760,0,0,0,0,0,0,0,0,0,nan,nan,-1.2711802,nan,nan,-1.2711802,nan,nan,-1.2711802,3.1342187,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188124626,0,0,0,0,0,0,0,0,0,nan,nan,-1.2706974,nan,nan,-1.2706974,nan,nan,-1.2706974,3.1359484,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188132535,0,0,0,0,0,0,0,0,0,nan,nan,-1.2699707,nan,nan,-1.2699707,nan,nan,-1.2699707,3.137856,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188140998,0,0,0,0,0,0,0,0,0,nan,nan,-1.2689791,nan,nan,-1.2689791,nan,nan,-1.2689791,3.1398838,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188148989,0,0,0,0,0,0,0,0,0,nan,nan,-1.267777,nan,nan,-1.267777,nan,nan,-1.267777,-3.1411648,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188156402,0,0,0,0,0,0,0,0,0,nan,nan,-1.2663659,nan,nan,-1.2663659,nan,nan,-1.2663659,-3.1388903,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188164984,0,0,0,0,0,0,0,0,0,nan,nan,-1.2648587,nan,nan,-1.2648587,nan,nan,-1.2648587,-3.136635,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188172981,0,0,0,0,0,0,0,0,0,nan,nan,-1.2632066,nan,nan,-1.2632066,nan,nan,-1.2632066,-3.134321,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188180478,0,0,0,0,0,0,0,0,0,nan,nan,-1.2615553,nan,nan,-1.2615553,nan,nan,-1.2615553,-3.132006,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188189047,0,0,0,0,0,0,0,0,0,nan,nan,-1.2599322,nan,nan,-1.2599322,nan,nan,-1.2599322,-3.129737,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188197034,0,0,0,0,0,0,0,0,0,nan,nan,-1.2582911,nan,nan,-1.2582911,nan,nan,-1.2582911,-3.1275444,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188204605,0,0,0,0,0,0,0,0,0,nan,nan,-1.2567787,nan,nan,-1.2567787,nan,nan,-1.2567787,-3.1253777,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188212766,0,0,0,0,0,0,0,0,0,nan,nan,-1.255458,nan,nan,-1.255458,nan,nan,-1.255458,-3.1232822,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188221168,0,0,0,0,0,0,0,0,0,nan,nan,-1.2542033,nan,nan,-1.2542033,nan,nan,-1.2542033,-3.1212616,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188228453,0,0,0,0,0,0,0,0,0,nan,nan,-1.2531757,nan,nan,-1.2531757,nan,nan,-1.2531757,-3.1193924,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188236754,0,0,0,0,0,0,0,0,0,nan,nan,-1.2523482,nan,nan,-1.2523482,nan,nan,-1.2523482,-3.1175508,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188244660,0,0,0,0,0,0,0,0,0,nan,nan,-1.2516744,nan,nan,-1.2516744,nan,nan,-1.2516744,-3.1157868,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188252420,0,0,0,0,0,0,0,0,0,nan,nan,-1.2511557,nan,nan,-1.2511557,nan,nan,-1.2511557,-3.1140358,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188261030,0,0,0,0,0,0,0,0,0,nan,nan,-1.2507256,nan,nan,-1.2507256,nan,nan,-1.2507256,-3.1123905,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188268729,0,0,0,0,0,0,0,0,0,nan,nan,-1.250344,nan,nan,-1.250344,nan,nan,-1.250344,-3.1107805,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188277397,0,0,0,0,0,0,0,0,0,nan,nan,-1.2499645,nan,nan,-1.2499645,nan,nan,-1.2499645,-3.1091454,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188281952,0,0,0,0,0,0,0,0,0,nan,nan,-1.2496518,nan,nan,-1.2496518,nan,nan,-1.2496518,-3.1073806,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188290983,0,0,0,0,0,0,0,0,0,nan,nan,-1.2490944,nan,nan,-1.2490944,nan,nan,-1.2490944,-3.1064575,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188298153,0,0,0,0,0,0,0,0,0,nan,nan,-1.2485617,nan,nan,-1.2485617,nan,nan,-1.2485617,-3.1048465,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
188306136,0,0,0,0,0,0,0,0,0,nan,nan,-1.2479528,nan,nan,-1.2479528,nan,nan,-1.2479528,-3.103337,nan,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
