timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
176176877,-0.007880345,0.0007688754,0.0013697885,4055,0,-0.06834495,0.09393978,-9.641815,4055
176180833,0.003362001,-0.00035019754,0.0023506794,3956,0,0.09303134,-0.041127115,-9.825831,3956
176184851,-0.007545812,0.003877387,0.00085282023,4018,0,-0.04498157,0.13034132,-9.677364,4018
176188822,-0.011041804,0.0025858034,0.0013207761,3971,0,-0.054111473,-0.01895173,-9.813499,3971
176192825,0.010029116,-0.0019233304,0.0007344809,4003,0,0.101403266,0.021116544,-9.643142,4003
176196826,-0.012939458,0.007638407,-0.00039028312,4001,0,0.00321368,0.1458474,-9.758052,4001
176200846,0.0015399151,0.0042085457,-0.002115325,4020,0,-0.10969517,-0.090033256,-9.827269,4020
176204849,0.0003671193,-0.00030611682,-0.0051554427,4003,0,0.07013863,0.11921616,-9.728197,4003
176208830,0.0004342515,0.0043162173,-0.0026537115,3981,0,0.04383678,0.033222206,-9.647458,3981
176212822,-0.0017126618,0.003182457,-0.004088591,3992,0,-0.13737106,-0.06900641,-9.848642,3992
176216822,-0.0069698994,0.0046351682,-0.0040442543,4000,0,0.062254623,0.112543285,-9.774082,4000
176220822,0.0074059004,0.005796758,-0.0032242592,4000,0,0.027088571,0.022790803,-9.603988,4000
176224859,-0.0019502005,0.0015432441,-0.0033389905,4037,0,-0.11773134,0.026226671,-9.868494,4037
176228822,0.0014056957,0.0031521376,-0.0018060002,3963,0,-0.037148938,-0.044059854,-9.74182,3963
176232825,-0.006832003,0.007343221,-0.0039268695,4003,0,0.0948678,0.15037315,-9.710754,4003
176236822,0.010082161,-0.004688595,-0.0027820363,3997,0,-0.10763854,-0.03502535,-9.632262,3997
176240822,-0.0047673383,-9.485882e-06,-0.0029528956,4000,0,0.03224429,0.061348323,-9.9106455,4000
176244861,-0.0005763446,-0.0009782884,-0.0013122938,4039,0,-0.018990414,-0.02048697,-9.702542,4039
176248822,-0.004175369,-0.0033105041,-0.0027538582,3961,0,0.002869251,0.2561086,-9.720923,3961
176252827,0.010462983,-0.00054454483,-0.0019175006,4005,0,-0.025760237,-0.16323653,-9.741231,4005
176256822,-0.006312415,-0.0013979207,-0.0034177825,3995,0,-0.051054895,0.24993838,-9.854345,3995
176260872,-0.00010144901,0.0042734076,-0.0013989577,4050,0,0.08062099,-0.13335636,-9.618738,4050
176264869,0.00010205381,-0.008232046,-0.0043283594,3997,0,-0.06992003,0.23498149,-9.77942,3997
