timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
175388525,0.0,0.0,0.0,-0.0113322865,-0.010495799,0.3306427,0.0,0.0,0.0,-0.0069544315,0.0,0.0,0.0,0.0,0.0051113144,0.0,0.0,0.0,0.25760677,0.25760695,4.0643735,0.0,0.0,0.0,0.09014611,0.0,0.0,0.0,0.0,0.09937102,0.00015906469,0.0027443161,0.0070916237,0.0,0.0,0.0,0.0,0.0,0.0
175586930,0.0,0.0,0.0,-0.011059666,-0.0109946905,0.15753174,0.0,0.0,0.0,0.0007247925,0.0,0.0,0.0,0.0,0.011189863,0.0,0.0,0.0,0.2576673,0.2576675,4.06459,0.0,0.0,0.0,0.09014614,0.0,0.0,0.0,0.0,0.099581175,0.00016672906,0.0029779302,0.007060949,0.0,0.0,0.0,0.0,0.0,0.0
175795711,0.0,0.0,0.0,-0.010870761,-0.011395807,-0.18051147,0.0,0.0,0.0,-0.003287077,0.0,0.0,0.0,0.0,0.0020282343,0.0,0.0,0.0,0.25775105,0.25775126,4.0649366,0.0,0.0,0.0,0.0901462,0.0,0.0,0.0,0.0,0.09941739,0.0002161881,0.00047729534,0.0016800287,0.0,0.0,0.0,0.0,0.0,0.0
175995705,0.0,0.0,0.0,-0.010272134,-0.011458933,-0.08491516,0.0,0.0,0.0,0.0017123222,0.0,0.0,0.0,0.0,0.0003998056,0.0,0.0,0.0,0.25759128,0.2575915,4.0641847,0.0,0.0,0.0,0.090146236,0.0,0.0,0.0,0.0,0.09921608,0.00019454357,0.0047004516,0.013652929,0.0,0.0,0.0,0.0,0.0,0.0
176193523,0.0,0.0,0.0,-0.01022926,-0.012077911,0.07475281,0.0,0.0,0.0,-0.0031151772,0.0,0.0,0.0,0.0,0.006353773,0.0,0.0,0.0,0.25781432,0.25781453,4.065133,0.0,0.0,0.0,0.09014627,0.0,0.0,0.0,0.0,0.09986924,0.00011754581,0.0018005802,0.0059289844,0.0,0.0,0.0,0.0,0.0,0.0
176401358,0.0,0.0,0.0,-0.00963969,-0.0119703105,-0.18151855,0.0,0.0,0.0,0.015874624,0.0,0.0,0.0,0.0,0.0040695667,0.0,0.0,0.0,0.25761926,0.25761944,4.0642586,0.0,0.0,0.0,0.0901463,0.0,0.0,0.0,0.0,0.098278254,0.00011489301,0.00094160804,0.001602779,0.0,0.0,0.0,0.0,0.0,0.0
176601326,0.0,0.0,0.0,-0.009279421,-0.011974472,-0.007095337,0.0,0.0,0.0,0.01854062,0.0,0.0,0.0,0.0,0.00032738596,0.0,0.0,0.0,0.25756466,0.25756484,4.0639243,0.0,0.0,0.0,0.09014635,0.0,0.0,0.0,0.0,0.09866908,0.00014842198,0.0027436728,0.008409171,0.0,0.0,0.0,0.0,0.0,0.0
176801255,0.0,0.0,0.0,-0.008986874,-0.011831631,0.27650452,0.0,0.0,0.0,-0.0018866062,0.0,0.0,0.0,0.0,0.008129239,0.0,0.0,0.0,0.25745618,0.2574564,4.0633135,0.0,0.0,0.0,0.090146296,0.0,0.0,0.0,0.0,0.09789102,0.0001885185,0.0004996998,0.0010835145,0.0,0.0,0.0,0.0,0.0,0.0
177009281,0.0,0.0,0.0,-0.008785796,-0.011760064,-0.12687683,0.0,0.0,0.0,-0.0059456825,0.0,0.0,0.0,0.0,0.00015155226,0.0,0.0,0.0,0.25738487,0.25738508,4.062829,0.0,0.0,0.0,0.09014626,0.0,0.0,0.0,0.0,0.09746345,0.00014669899,0.0041000363,0.012352444,0.0,0.0,0.0,0.0,0.0,0.0
177210923,0.0,0.0,0.0,-0.008789228,-0.01186215,-0.2561493,0.0,0.0,0.0,-0.010730743,0.0,0.0,0.0,0.0,0.0051556304,0.0,0.0,0.0,0.2575011,0.2575013,4.06326,0.0,0.0,0.0,0.09014614,0.0,0.0,0.0,0.0,0.09795418,0.00011042791,0.0017997645,0.005738939,0.0,0.0,0.0,0.0,0.0,0.0
