timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
175507766,0.0,0.0,-0.9747117,2.9824839,-0.24077395,0.0,0.0,-0.023789031,0.0,0.0,0.0,0.0,0.0,-0.08
175516166,0.0,0.0,-0.97488964,2.98248,-0.23906526,0.0,0.0,-0.023602717,0.0,0.0,0.0,0.0,0.0,-0.08
175612988,0.0,0.0,-0.9795313,2.9825568,-0.24745294,0.0,0.0,-0.02455573,0.0,0.0,0.0,0.0,0.0,-0.08
175716641,0.0,0.0,-0.9853795,2.9825392,-0.24923411,0.0,0.0,-0.026072139,0.0,0.0,0.0,0.0,0.0,-0.08
175821131,0.0,0.0,-0.9898369,2.982339,-0.24731025,0.0,0.0,-0.026442617,0.0,0.0,0.0,0.0,0.0,-0.08
175916404,0.0,0.0,-0.99148566,2.982999,-0.23945428,0.0,0.0,-0.026507156,0.0,0.0,0.0,0.0,0.0,-0.08
176021003,0.0,0.0,-0.9907878,2.9827797,-0.20559953,0.0,0.0,-0.024998892,0.0,0.0,0.0,0.0,0.0,-0.08
176125413,0.0,0.0,-0.9882767,2.9827287,-0.20589297,0.0,0.0,-0.022534734,0.0,0.0,0.0,0.0,0.0,-0.08
176226329,0.0,0.0,-0.9876563,2.9828215,-0.18071465,0.0,0.0,-0.022353336,0.0,0.0,0.0,0.0,0.0,-0.08
176322247,0.0,0.0,-0.99013567,2.9828124,-0.06405176,0.0,0.0,-0.022272045,0.0,0.0,0.0,0.0,0.0,-0.08
176426132,0.0,0.0,-0.99231374,2.9829617,-0.022882873,0.0,0.0,-0.022742469,0.0,0.0,0.0,0.0,0.0,-0.08
176530654,0.0,0.0,-0.99170655,2.9827359,-0.008433575,0.0,0.0,-0.022537295,0.0,0.0,0.0,0.0,0.0,-0.08
176626367,0.0,0.0,-0.9905312,2.9827893,0.0,0.0,0.0,-0.021512795,0.0,0.0,0.0,0.0,0.0,-0.08
176730003,0.0,0.0,-0.9890166,2.9827893,0.0,0.0,0.0,-0.020411007,0.0,0.0,0.0,0.0,0.0,-0.08
176834315,0.0,0.0,-0.98961693,2.9827893,0.0,0.0,0.0,-0.019560406,0.0,0.0,0.0,0.0,0.0,-0.08
176930054,0.0,0.0,-0.9890767,2.9827893,0.0,0.0,0.0,-0.018598728,0.0,0.0,0.0,0.0,0.0,-0.08
177034117,0.0,0.0,-0.987138,2.9827893,0.0,0.0,0.0,-0.017024431,0.0,0.0,0.0,0.0,0.0,-0.08
177139688,0.0,0.0,-0.9848232,2.9827893,-0.0,0.0,0.0,-0.015053305,0.0,0.0,0.0,0.0,0.0,-0.08320825
177235629,0.0,0.0,-0.9832159,2.9827893,0.0,0.0,0.0,-0.0124049205,0.0,0.0,0.0,0.0,0.0,-0.101970345
177340539,0.0,0.0,-0.9783368,2.9827893,0.0,0.0,0.0,-0.009710064,0.0,0.0,0.0,0.0,0.0,-0.10031858
177444724,0.0,0.0,-0.9762705,2.9827893,0.0,0.0,0.0,-0.008829409,0.0,0.0,0.0,0.0,0.0,-0.10008759
177539887,0.0,0.0,-0.9757756,2.9827893,-0.0,0.0,0.0,-0.0075245625,0.0,0.0,0.0,0.0,0.0,-0.10091559
177643761,0.0,0.0,-0.97485244,2.9827893,-0.0,0.0,0.0,-0.006540327,0.0,0.0,0.0,0.0,0.0,-0.10053247
177748385,0.0,0.0,-0.9744236,2.9827893,-0.0,0.0,0.0,-0.0061370493,0.0,0.0,0.0,0.0,0.0,-0.1005532
177851555,0.0,0.0,-0.97427565,2.9827893,-0.0,0.0,0.0,-0.005575772,0.0,0.0,0.0,0.0,0.0,-0.10058599
177948588,0.0,0.0,-0.97775096,2.9827893,0.0,0.0,0.0,-0.006844715,0.0,0.0,0.0,0.0,0.0,-0.1001839
178053895,0.0,0.0,-0.9827575,2.9827893,0.0,0.0,0.0,-0.0073607024,0.0,0.0,0.0,0.0,0.0,-0.10128459
178149293,0.0,0.0,-0.9898015,2.9827893,-0.0,0.0,0.0,-0.0092462655,0.0,0.0,0.0,0.0,0.0,-0.10045835
178254198,0.0,0.0,-0.9986436,2.9827893,-0.0,0.0,0.0,-0.012381367,0.0,0.0,0.0,0.0,0.0,-0.10062061
178357916,0.0,0.0,-1.003272,2.9827893,-0.0,0.0,0.0,-0.014270145,0.0,0.0,0.0,0.0,0.0,-0.10123444
178454004,0.0,0.0,-1.0074152,2.9827893,0.0,0.0,0.0,-0.015056487,0.0,0.0,0.0,0.0,0.0,-0.102864586
178557750,0.0,0.0,-1.0120577,2.9827893,0.0,0.0,0.0,-0.015334956,0.0,0.0,0.0,0.0,0.0,-0.13691999
178661397,0.0,0.0,-1.0153942,2.9827893,-0.0,0.0,0.0,-0.015557014,0.0,0.0,0.0,0.0,0.0,-0.2215256
178757926,0.0,0.0,-1.0161638,2.9827893,-0.0,0.0,0.0,-0.016068587,0.0,0.0,0.0,0.0,0.0,-0.2403352
178861136,0.0,0.0,-1.0141801,2.9827893,-0.0,0.0,0.0,-0.014313363,0.0,0.0,0.0,0.0,0.0,-0.23844506
178966898,0.0,0.0,-1.0122108,2.9827893,0.0,0.0,0.0,-0.015304763,0.0,0.0,0.0,0.0,0.0,-0.26331142
179063376,0.0,0.0,-1.0077506,2.9827893,0.0,0.0,0.0,-0.014256319,0.0,0.0,0.0,0.0,0.0,-0.26565373
179167494,0.0,0.0,-1.00092,2.9827893,0.0,0.0,0.0,-0.014158892,0.0,0.0,0.0,0.0,0.0,-0.26584125
