timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
176115222,32767,32767,32767,32767,-65,32767,32767,32767
176119222,32767,32767,32767,32767,32767,32767,32767,32767
176123222,32767,32767,32767,32767,32767,32767,32767,32767
176127225,32767,32767,32767,32767,-73,32767,32767,32767
176132021,32767,-31,32767,32767,32767,-63,32767,32767
176136821,32767,32767,32767,32767,-62,32767,32767,32767
176140851,32767,32767,32767,32767,32767,32767,32767,32767
176144822,32767,32767,32767,32767,32767,32767,32767,32767
176148822,32767,32767,32767,32767,32767,32767,32767,32767
176152822,32767,32767,32767,32767,32767,-54,32767,32767
176156822,32767,32767,32767,32767,-53,32767,32767,32767
176160865,32767,-1,32767,32767,32767,32767,32767,32767
176164837,32767,32767,32767,32767,32767,32767,32767,32767
176168821,32767,32767,32767,32767,-61,32767,32767,32767
176172822,32767,32767,32767,32767,32767,32767,32767,32767
176176877,32767,32767,32767,32767,32767,-65,32767,32767
176180833,32767,32767,32767,32767,-67,32767,32767,32767
176184851,32767,32767,-53,32767,32767,32767,32767,32767
176188822,32767,32767,32767,32767,32767,32767,32767,32767
176192825,32767,-1,32767,32767,32767,32767,32767,32767
176196826,32767,32767,32767,32767,32767,32767,32767,32767
176200846,32767,32767,32767,32767,-59,-76,32767,32767
176204849,32767,32767,32767,32767,32767,32767,32767,32767
176208830,32767,32767,32767,32767,32767,32767,32767,32767
176212822,32767,32767,32767,32767,-68,32767,32767,32767
176216822,32767,32767,32767,32767,32767,32767,32767,32767
176220822,32767,32767,32767,32767,-44,32767,32767,32767
176224859,32767,-1,32767,32767,32767,-83,32767,32767
176228822,32767,32767,32767,32767,32767,32767,32767,32767
176232825,32767,32767,32767,32767,32767,32767,32767,32767
176236822,32767,32767,32767,32767,32767,32767,32767,32767
176240822,32767,32767,32767,32767,32767,32767,32767,32767
176244861,32767,32767,32767,32767,-66,32767,32767,32767
176248822,32767,32767,32767,32767,32767,-84,32767,32767
176252827,32767,32767,32767,32767,-43,32767,32767,32767
176256822,32767,32767,32767,32767,32767,32767,32767,32767
176260872,32767,-26,32767,32767,32767,32767,32767,32767
176264869,32767,32767,32767,32767,-61,32767,32767,32767
176268835,32767,32767,32767,32767,32767,32767,32767,32767
176272828,32767,32767,32767,32767,32767,-59,32767,32767
176276822,32767,32767,32767,32767,32767,32767,32767,32767
176280822,32767,32767,32767,32767,32767,32767,32767,32767
176284827,32767,32767,32767,32767,-37,32767,32767,32767
176288844,32767,-1,32767,32767,32767,32767,32767,32767
176292822,32767,32767,32767,32767,32767,32767,32767,32767
176296822,32767,32767,32767,32767,-55,-76,32767,32767
176300822,32767,32767,32767,32767,32767,32767,32767,32767
176304833,32767,32767,32767,32767,32767,32767,32767,32767
176308863,32767,32767,32767,32767,-67,32767,32767,32767
176312821,32767,32767,32767,32767,32767,32767,32767,32767
176316822,32767,32767,32767,32767,32767,32767,32767,32767
176320822,32767,-1,32767,32767,32767,-62,32767,32767
176324822,32767,32767,32767,32767,32767,32767,32767,32767
176328846,32767,32767,32767,32767,-54,32767,32767,32767
176332822,32767,32767,32767,32767,32767,32767,32767,32767
176336822,32767,32767,32767,32767,32767,32767,32767,32767
176340821,32767,32767,32767,32767,-68,32767,32767,32767
176344835,32767,32767,32767,32767,32767,-84,32767,32767
176348822,32767,32767,32767,32767,-44,32767,32767,32767
176352824,32767,-1,32767,32767,32767,32767,32767,32767
176356822,32767,32767,32767,32767,32767,32767,32767,32767
176360822,32767,32767,32767,32767,32767,32767,32767,32767
176364828,32767,32767,32767,32767,32767,32767,32767,32767
176368822,32767,32767,32767,32767,32767,-63,32767,32767
176380822,32767,32767,32767,32767,-37,32767,32767,32767
176384836,32767,-1,32767,32767,32767,32767,32767,32767
176388822,32767,32767,-59,32767,32767,32767,32767,32767
176392822,32767,32767,32767,32767,-59,-76,32767,32767
176396822,32767,32767,32767,32767,32767,32767,32767,32767
176400822,32767,32767,32767,32767,32767,32767,32767,32767
176404822,32767,32767,32767,32767,32767,32767,32767,32767
176408822,32767,32767,32767,32767,32767,32767,32767,32767
176412822,32767,32767,32767,32767,32767,32767,32767,32767
176416834,32767,-11,32767,32767,-63,-63,32767,32767
176420822,32767,32767,32767,32767,32767,32767,32767,32767
176424822,32767,32767,32767,32767,32767,32767,32767,32767
176428821,32767,32767,32767,32767,-60,32767,32767,32767
176432821,32767,32767,32767,32767,32767,32767,32767,32767
176436854,32767,32767,32767,32767,-44,32767,32767,32767
176440822,32767,32767,32767,32767,32767,-83,32767,32767
176444828,32767,32767,32767,32767,32767,32767,32767,32767
176448822,32767,-11,32767,32767,32767,32767,32767,32767
176452822,32767,32767,32767,32767,32767,32767,32767,32767
176456838,32767,32767,32767,32767,32767,32767,32767,32767
176460822,32767,32767,32767,32767,-61,-61,32767,32767
176464822,32767,32767,32767,32767,32767,32767,32767,32767
176468822,32767,32767,32767,32767,-43,32767,32767,32767
176472822,32767,32767,32767,32767,32767,32767,32767,32767
176476849,32767,32767,32767,32767,32767,32767,32767,32767
176480822,32767,-18,32767,32767,-54,32767,32767,32767
176484822,32767,32767,32767,32767,32767,-70,32767,32767
176488822,32767,32767,32767,32767,32767,32767,32767,32767
176492822,32767,32767,32767,32767,32767,32767,32767,32767
176496822,32767,32767,32767,32767,32767,32767,32767,32767
176500822,32767,32767,32767,32767,32767,32767,32767,32767
176504839,32767,32767,32767,32767,-65,-63,32767,32767
176508828,32767,32767,32767,32767,32767,32767,32767,32767
176512871,32767,-28,32767,32767,32767,32767,32767,32767
176516822,32767,32767,32767,32767,-67,32767,32767,32767
176520821,32767,32767,32767,32767,32767,32767,32767,32767
176524822,32767,32767,32767,32767,-44,32767,32767,32767
176528827,32767,32767,32767,32767,32767,-61,32767,32767
176532825,32767,32767,32767,32767,32767,32767,32767,32767
176536822,32767,32767,32767,32767,32767,32767,32767,32767
176540822,32767,32767,32767,32767,32767,32767,32767,32767
176544825,32767,-28,32767,32767,32767,32767,32767,32767
176548822,32767,32767,32767,32767,-66,32767,32767,32767
176552822,32767,32767,32767,32767,32767,-61,32767,32767
176556822,32767,32767,32767,32767,-44,32767,32767,32767
176560830,32767,32767,32767,32767,32767,32767,32767,32767
176564846,32767,32767,32767,32767,32767,32767,32767,32767
176568822,32767,32767,32767,32767,-54,32767,32767,32767
176572822,32767,32767,32767,32767,32767,32767,32767,32767
176576822,32767,-29,32767,32767,32767,-84,32767,32767
176580822,32767,32767,32767,32767,32767,32767,32767,32767
176584869,32767,32767,-43,32767,32767,32767,32767,32767
176588822,32767,32767,32767,32767,-41,32767,32767,32767
176592822,32767,32767,32767,32767,32767,32767,32767,32767
176596871,32767,32767,32767,32767,32767,32767,32767,32767
176600828,32767,32767,32767,32767,-59,-83,32767,32767
176604834,32767,32767,32767,32767,32767,32767,32767,32767
176608822,32767,-28,32767,32767,32767,32767,32767,32767
176612821,32767,32767,32767,32767,-67,32767,32767,32767
176616828,32767,32767,32767,32767,32767,32767,32767,32767
176620828,32767,32767,32767,32767,32767,32767,32767,32767
176624842,32767,32767,32767,32767,32767,-84,32767,32767
176628822,32767,32767,32767,32767,32767,32767,32767,32767
176632822,32767,32767,32767,32767,-54,32767,32767,32767
176636821,32767,32767,32767,32767,32767,32767,32767,32767
176640822,32767,-27,32767,32767,32767,32767,32767,32767
176644822,32767,32767,32767,32767,-66,32767,32767,32767
176648821,32767,32767,32767,32767,32767,-59,32767,32767
176652822,32767,32767,32767,32767,-43,32767,32767,32767
176656822,32767,32767,32767,32767,32767,32767,32767,32767
176660822,32767,32767,32767,32767,32767,32767,32767,32767
176664822,32767,32767,32767,32767,32767,32767,32767,32767
176668822,32767,32767,32767,32767,32767,32767,32767,32767
176672822,32767,-29,32767,32767,32767,-60,32767,32767
176676822,32767,32767,32767,32767,-68,32767,32767,32767
176680823,32767,32767,32767,32767,32767,32767,32767,32767
176684822,32767,32767,32767,32767,32767,32767,32767,32767
176688822,32767,32767,32767,32767,-61,32767,32767,32767
176692837,32767,32767,32767,32767,32767,32767,32767,32767
176696822,32767,32767,32767,32767,32767,-63,32767,32767
176700833,32767,32767,32767,32767,-73,32767,32767,32767
176704828,32767,-28,32767,32767,32767,32767,32767,32767
176708822,32767,32767,32767,32767,32767,32767,32767,32767
176712860,32767,32767,32767,32767,32767,32767,32767,32767
176716822,32767,32767,32767,32767,32767,-54,32767,32767
176720822,32767,32767,32767,32767,-54,32767,32767,32767
176724822,32767,32767,32767,32767,32767,32767,32767,32767
176728822,32767,32767,32767,32767,32767,32767,32767,32767
176732858,32767,32767,32767,32767,-67,32767,32767,32767
176736821,32767,-28,32767,32767,32767,32767,32767,32767
176740822,32767,32767,32767,32767,-44,-66,32767,32767
176744822,32767,32767,32767,32767,32767,32767,32767,32767
176748822,32767,32767,32767,32767,32767,32767,32767,32767
176752827,32767,32767,32767,32767,32767,32767,32767,32767
176756822,32767,32767,32767,32767,32767,32767,32767,32767
176760822,32767,32767,32767,32767,32767,-54,32767,32767
176764871,32767,32767,32767,32767,-62,32767,32767,32767
176768822,32767,-28,32767,32767,32767,32767,32767,32767
176772847,32767,32767,32767,32767,32767,32767,32767,32767
176776822,32767,32767,32767,32767,-59,32767,32767,32767
176780822,32767,32767,32767,32767,32767,32767,32767,32767
176784833,32767,32767,-61,32767,32767,-62,32767,32767
176788822,32767,32767,32767,32767,-67,32767,32767,32767
176792822,32767,32767,32767,32767,32767,32767,32767,32767
176796822,32767,-1,32767,32767,32767,32767,32767,32767
176800822,32767,32767,32767,32767,32767,32767,32767,32767
176804828,32767,32767,32767,32767,32767,32767,32767,32767
176808822,32767,32767,32767,32767,-45,-61,32767,32767
176812835,32767,32767,32767,32767,32767,32767,32767,32767
176816822,32767,32767,32767,32767,32767,32767,32767,32767
176820826,32767,32767,32767,32767,-68,32767,32767,32767
176824822,32767,32767,32767,32767,32767,32767,32767,32767
176828822,32767,32767,32767,32767,-44,32767,32767,32767
176832822,32767,-33,32767,32767,32767,-59,32767,32767
176836822,32767,32767,32767,32767,32767,32767,32767,32767
176840836,32767,32767,32767,32767,32767,32767,32767,32767
176844822,32767,32767,32767,32767,32767,32767,32767,32767
176848871,32767,32767,32767,32767,32767,32767,32767,32767
176852822,32767,32767,32767,32767,-66,32767,32767,32767
176856828,32767,32767,32767,32767,32767,-62,32767,32767
176860853,32767,32767,32767,32767,-54,32767,32767,32767
176864822,32767,-30,32767,32767,32767,32767,32767,32767
176868822,32767,32767,32767,32767,32767,32767,32767,32767
176872822,32767,32767,32767,32767,-51,32767,32767,32767
176876822,32767,32767,32767,32767,32767,32767,32767,32767
176880864,32767,32767,32767,32767,32767,-54,32767,32767
176884822,32767,32767,32767,32767,32767,32767,32767,32767
176888823,32767,32767,32767,32767,32767,32767,32767,32767
176892822,32767,32767,32767,32767,-41,32767,32767,32767
176896822,32767,-28,32767,32767,32767,32767,32767,32767
176900832,32767,32767,32767,32767,32767,32767,32767,32767
176904852,32767,32767,32767,32767,-46,-84,32767,32767
176908834,32767,32767,32767,32767,32767,32767,32767,32767
176912822,32767,32767,32767,32767,32767,32767,32767,32767
176916822,32767,32767,32767,32767,-68,32767,32767,32767
176920821,32767,32767,32767,32767,32767,32767,32767,32767
176924868,32767,32767,32767,32767,32767,32767,32767,32767
176928822,32767,-28,32767,32767,32767,-84,32767,32767
176932860,32767,32767,32767,32767,32767,32767,32767,32767
176936835,32767,32767,32767,32767,-44,32767,32767,32767
176940822,32767,32767,32767,32767,32767,32767,32767,32767
176944822,32767,32767,32767,32767,32767,32767,32767,32767
176948822,32767,32767,32767,32767,-54,-54,32767,32767
176952822,32767,32767,32767,32767,32767,32767,32767,32767
176956822,32767,32767,32767,32767,32767,32767,32767,32767
176960822,32767,-28,32767,32767,-63,32767,32767,32767
176964833,32767,32767,32767,32767,32767,32767,32767,32767
176968826,32767,32767,32767,32767,32767,32767,32767,32767
176972822,32767,32767,32767,32767,32767,-73,32767,32767
176976822,32767,32767,32767,32767,32767,32767,32767,32767
176980822,32767,32767,32767,32767,-44,32767,32767,32767
176984822,32767,32767,-44,32767,32767,32767,32767,32767
176988828,32767,32767,32767,32767,32767,32767,32767,32767
176992822,32767,-28,32767,32767,-61,-61,32767,32767
176996822,32767,32767,32767,32767,32767,32767,32767,32767
177000825,32767,32767,32767,32767,32767,32767,32767,32767
177004822,32767,32767,32767,32767,-71,32767,32767,32767
177008848,32767,32767,32767,32767,32767,32767,32767,32767
177012822,32767,32767,32767,32767,32767,-52,32767,32767
177016859,32767,32767,32767,32767,32767,32767,32767,32767
177020822,32767,32767,32767,32767,32767,32767,32767,32767
177024822,32767,-28,32767,32767,-63,32767,32767,32767
177028829,32767,32767,32767,32767,32767,32767,32767,32767
177032822,32767,32767,32767,32767,32767,32767,32767,32767
177036836,32767,32767,32767,32767,-73,-73,32767,32767
177040854,32767,32767,32767,32767,32767,32767,32767,32767
177044822,32767,32767,32767,32767,-44,32767,32767,32767
177048849,32767,32767,32767,32767,32767,32767,32767,32767
177053621,32767,32767,32767,32767,32767,32767,32767,32767
177057651,32767,-34,32767,32767,32767,-62,32767,32767
177061627,32767,32767,32767,32767,32767,32767,32767,32767
177066421,32767,32767,32767,32767,32767,32767,32767,32767
177070439,32767,32767,32767,32767,-79,32767,32767,32767
177074423,32767,32767,32767,32767,32767,32767,32767,32767
177078422,32767,32767,32767,32767,-50,32767,32767,32767
177082448,32767,32767,32767,32767,32767,-89,32767,32767
177086422,32767,32767,32767,32767,32767,32767,32767,32767
177090422,32767,-29,32767,32767,-60,32767,32767,32767
177094422,32767,32767,32767,32767,32767,32767,32767,32767
177098422,32767,32767,32767,32767,32767,32767,32767,32767
177102427,32767,32767,32767,32767,32767,32767,32767,32767
177106421,32767,32767,32767,32767,32767,-90,32767,32767
177110422,32767,32767,32767,32767,-50,32767,32767,32767
177114422,32767,32767,32767,32767,32767,32767,32767,32767
177118422,32767,32767,32767,32767,32767,32767,32767,32767
177122428,32767,-27,32767,32767,-54,32767,32767,32767
177126422,32767,32767,32767,32767,32767,32767,32767,32767
177130422,32767,32767,32767,32767,32767,-90,32767,32767
177134472,32767,32767,32767,32767,-69,32767,32767,32767
177138422,32767,32767,32767,32767,32767,32767,32767,32767
177142422,32767,32767,32767,32767,32767,32767,32767,32767
177146425,32767,32767,32767,32767,32767,32767,32767,32767
177150439,32767,32767,32767,32767,32767,-50,32767,32767
177154422,32767,-27,32767,32767,-60,32767,32767,32767
177158422,32767,32767,32767,32767,32767,32767,32767,32767
177162422,32767,32767,32767,32767,32767,32767,32767,32767
177166447,32767,32767,32767,32767,-67,32767,32767,32767
177170451,32767,32767,32767,32767,32767,32767,32767,32767
177174428,32767,32767,32767,32767,32767,-70,32767,32767
177178422,32767,32767,32767,32767,-68,32767,32767,32767
177182422,32767,32767,32767,32767,32767,32767,32767,32767
177186422,32767,-29,-50,32767,32767,32767,32767,32767
177190461,32767,32767,32767,32767,32767,32767,32767,32767
177194428,32767,32767,32767,32767,32767,32767,32767,32767
177198422,32767,32767,32767,32767,32767,-90,32767,32767
177202421,32767,32767,32767,32767,-53,32767,32767,32767
177206422,32767,32767,32767,32767,32767,32767,32767,32767
177210465,32767,32767,32767,32767,32767,32767,32767,32767
177214422,32767,32767,32767,32767,-70,32767,32767,32767
177218472,32767,-29,32767,32767,32767,-67,32767,32767
177222422,32767,32767,32767,32767,-46,32767,32767,32767
177226422,32767,32767,32767,32767,32767,32767,32767,32767
177230459,32767,32767,32767,32767,32767,32767,32767,32767
177234428,32767,32767,32767,32767,32767,32767,32767,32767
177238456,32767,32767,32767,32767,32767,-50,32767,32767
177242422,32767,32767,32767,32767,32767,32767,32767,32767
177246422,32767,32767,32767,32767,-70,32767,32767,32767
177250421,32767,-26,32767,32767,32767,32767,32767,32767
177254422,32767,32767,32767,32767,32767,32767,32767,32767
177258422,32767,32767,32767,32767,-61,32767,32767,32767
177262422,32767,32767,32767,32767,32767,-69,32767,32767
177266422,32767,32767,32767,32767,32767,32767,32767,32767
177270421,32767,32767,32767,32767,-73,32767,32767,32767
177274422,32767,32767,32767,32767,32767,32767,32767,32767
177278422,32767,32767,32767,32767,32767,32767,32767,32767
177282422,32767,-27,32767,32767,32767,-60,32767,32767
177286427,32767,32767,32767,32767,32767,32767,32767,32767
177290422,32767,32767,32767,32767,-52,32767,32767,32767
177294422,32767,32767,32767,32767,32767,32767,32767,32767
177298423,32767,32767,32767,32767,32767,32767,32767,32767
177302471,32767,32767,32767,32767,-70,32767,32767,32767
177306422,32767,32767,32767,32767,32767,-87,32767,32767
177310422,32767,32767,32767,32767,32767,32767,32767,32767
177314422,32767,-27,32767,32767,-66,32767,32767,32767
177318444,32767,32767,32767,32767,32767,32767,32767,32767
177322422,32767,32767,32767,32767,32767,32767,32767,32767
177326422,32767,32767,32767,32767,32767,-60,32767,32767
177330422,32767,32767,32767,32767,32767,32767,32767,32767
177334422,32767,32767,32767,32767,-60,32767,32767,32767
177338463,32767,32767,32767,32767,32767,32767,32767,32767
177342422,32767,32767,32767,32767,32767,32767,32767,32767
177346422,32767,-27,32767,32767,-58,32767,32767,32767
177350422,32767,32767,32767,32767,32767,-65,32767,32767
177354422,32767,32767,32767,32767,32767,32767,32767,32767
177358453,32767,32767,32767,32767,-70,32767,32767,32767
177362422,32767,32767,32767,32767,32767,32767,32767,32767
177366422,32767,32767,32767,32767,32767,32767,32767,32767
177370422,32767,32767,32767,32767,32767,32767,32767,32767
177374422,32767,32767,32767,32767,32767,-68,32767,32767
177378427,32767,-27,32767,32767,-67,32767,32767,32767
177382422,32767,32767,32767,32767,32767,32767,32767,32767
177386423,32767,32767,-60,32767,-46,32767,32767,32767
177390422,32767,32767,32767,32767,32767,32767,32767,32767
