timestamp,roll,pitch,yaw,thrust
175388241,-0.1458547,-0.09028847,-0.23861337,0.08
175453032,-0.14579116,-0.09041535,-0.23097251,0.08
175482598,-0.14563882,-0.09060552,-0.23642379,0.08
175514648,-0.14542392,-0.09064916,-0.24025825,0.08
175546682,-0.14562349,-0.09054385,-0.23308367,0.08
175578620,-0.14570428,-0.09069193,-0.23135795,0.08
175607410,-0.14551814,-0.0910036,-0.24694645,0.08
175639415,-0.14543313,-0.091184705,-0.24689932,0.08
175671410,-0.14535595,-0.09107743,-0.2429616,0.08
175703450,-0.14520198,-0.09111879,-0.24895385,0.08
175735441,-0.14528564,-0.09117979,-0.24872677,0.08
175767443,-0.14537622,-0.09094849,-0.23935136,0.08
175799442,-0.14480391,-0.09091353,-0.24161246,0.08
175827419,-0.14415036,-0.090830244,-0.24691263,0.08
175859403,-0.14396133,-0.0909233,-0.24832445,0.08
175891447,-0.14422187,-0.090483434,-0.23960735,0.08
175923436,-0.1438554,-0.089879945,-0.23890136,0.08
175955616,-0.14358711,-0.089841425,-0.23977672,0.08
175987401,-0.1438854,-0.090239316,-0.23574951,0.08
176019475,-0.14412202,-0.08978604,-0.22191536,0.08
176051555,-0.14405234,-0.08879067,-0.19964094,0.08
176083447,-0.14377959,-0.08891758,-0.20286863,0.08
176115410,-0.14433958,-0.08931969,-0.20542206,0.08
176149002,-0.14437944,-0.08878506,-0.20297977,0.08
176177051,-0.14432219,-0.088250265,-0.19244258,0.08
176209007,-0.144129,-0.08818163,-0.1872071,0.08
176241080,-0.14477162,-0.088065684,-0.16835088,0.08
176273036,-0.14528647,-0.08715579,-0.14886726,0.08
176305066,-0.14545156,-0.08571404,-0.09031799,0.08
176337013,-0.14573838,-0.08570106,-0.063626714,0.08
176369085,-0.14633109,-0.08464897,-0.031584993,0.08
176401052,-0.1464381,-0.08389561,-0.02181206,0.08
176433029,-0.14622885,-0.084453516,-0.02252343,0.08
176465007,-0.1462161,-0.0846537,-0.017051805,0.08
176497080,-0.14627358,-0.083753556,-0.010553203,0.08
176529037,-0.14643925,-0.08365952,-0.00796774,0.08
176561018,-0.1465123,-0.084217705,-0.0016792478,0.08
176593002,-0.1462413,-0.08369046,5.1031497e-05,0.08
176624995,-0.14639458,-0.08305907,1.617553e-05,0.08
176657020,-0.14677142,-0.083753265,0.0004179728,0.08
176688984,-0.14638393,-0.083730355,0.00067547406,0.08
176720974,-0.14616433,-0.08309475,0.00037346105,0.08
176752978,-0.1464307,-0.08334861,-0.00017563655,0.08
176785054,-0.1467949,-0.08407105,-0.00050718605,0.08
176816998,-0.146988,-0.08329622,0.00014496518,0.08
176849049,-0.14692679,-0.08303069,0.0007755569,0.08
176881046,-0.14686666,-0.08394248,0.00072696374,0.08
176913087,-0.14715365,-0.08347325,0.00011294593,0.08
176944997,-0.14684194,-0.08283508,6.602899e-05,0.08
176977053,-0.1466765,-0.083631225,0.0005439809,0.08
177009031,-0.14657931,-0.0839818,0.0008844456,0.08
177041114,-0.14675266,-0.08310164,0.00057716895,0.08
177070631,-0.1470234,-0.08348522,0.00022894329,0.08021937
177102642,-0.146511,-0.08402313,0.00040601753,0.08095852
177134708,-0.14645863,-0.083276846,0.00075528875,0.08320825
177166630,-0.1470327,-0.0830829,0.00087051914,0.08604577
177198672,-0.14731838,-0.083977945,0.00056209025,0.09947659
177230653,-0.14651865,-0.08359351,0.0006153081,0.10228437
177258615,-0.14658011,-0.082980976,0.0006808946,0.101970345
177290622,-0.14726943,-0.08345964,0.0008463243,0.10038076
177322602,-0.14759384,-0.08370624,0.0008880348,0.10007448
177354606,-0.1469143,-0.082818195,0.0007073876,0.10090748
177386600,-0.14692594,-0.08286445,0.0005894159,0.10107731
177418675,-0.14729556,-0.08331815,0.00067648006,0.10015183
177450702,-0.14738323,-0.08255196,0.00092063996,0.10008759
177482599,-0.1469348,-0.08220084,0.0007591188,0.10062284
177514641,-0.14667036,-0.08298139,0.00066251913,0.101224735
177546633,-0.14713503,-0.082410626,0.0008400734,0.10091559
177578687,-0.14765844,-0.082207486,0.0009889335,0.10079658
177610605,-0.14729011,-0.08272493,0.00083960494,0.10122719
177642659,-0.14710882,-0.082664095,0.00085561944,0.10053247
177674639,-0.14743812,-0.08205385,0.0009664292,0.10012724
177706735,-0.14768271,-0.08261566,0.00090237876,0.10037358
177734676,-0.14749451,-0.08286971,0.0008341475,0.1007056
177766657,-0.14719863,-0.08260419,0.0010033023,0.100212514
177798584,-0.14745338,-0.082701415,0.0010824736,0.10033581
177830619,-0.14802441,-0.08322277,0.0008996283,0.10106629
177862622,-0.14800465,-0.08251937,0.0009567355,0.10058599
177894625,-0.14772661,-0.08235276,0.0011495113,0.10015398
177926611,-0.14794467,-0.0831459,0.0012263996,0.10014875
177958649,-0.14837359,-0.08298804,0.001026602,0.1001839
177988229,-0.14835818,-0.08236112,0.001022049,0.100178614
178020213,-0.14816335,-0.08265303,0.0010772287,0.10039538
178052283,-0.14827839,-0.08298017,0.0012662462,0.10128459
178084209,-0.14872356,-0.08252248,0.0011772946,0.10109977
178116235,-0.14858161,-0.082532495,0.0011451594,0.10073983
178148187,-0.14813422,-0.082906425,0.001248109,0.10045835
178180416,-0.14827055,-0.0826197,0.0012866025,0.10018971
178212212,-0.148553,-0.08227787,0.0012914214,0.10015588
178244252,-0.14848393,-0.08245465,0.0012562982,0.10017907
178276197,-0.14818145,-0.082332626,0.0013958405,0.10062061
178308201,-0.14845462,-0.08210461,0.0014577497,0.102172494
178340244,-0.14887507,-0.0821527,0.0016589127,0.10172148
178372215,-0.1492714,-0.08223725,0.001813322,0.10123444
178404199,-0.14895152,-0.082140684,0.0019071128,0.10120428
178436215,-0.14924103,-0.08219093,0.0017735983,0.10146433
178468224,-0.1499297,-0.08241672,0.001741161,0.10727975
178500205,-0.1495757,-0.08226352,0.0018973588,0.1160956
178532203,-0.14972635,-0.08204743,0.002052301,0.12572792
178564209,-0.14976953,-0.08176812,0.0022902733,0.13691999
178592213,-0.14954218,-0.08181002,0.0020231884,0.15671013
178624239,-0.14811221,-0.0814814,0.0013700373,0.18648367
178656229,-0.14558399,-0.081511535,0.00023841954,0.2215256
178688224,-0.14272931,-0.08049266,0.0002453427,0.2227463
178720243,-0.14100823,-0.07976644,0.0012645944,0.2289355
178752229,-0.14119159,-0.07943178,0.0018894923,0.23662703
178784242,-0.1397966,-0.07916605,0.0017103052,0.23998001
178816217,-0.13879007,-0.0793797,0.0015150276,0.23890325
178844256,-0.13861917,-0.07922483,0.0015107649,0.2385749
178876199,-0.13949537,-0.078832254,0.0015849039,0.23844506
178909811,-0.13965735,-0.078811035,0.0016732533,0.23980904
178941816,-0.13847585,-0.078548856,0.0015962593,0.2536089
178973819,-0.13762718,-0.07830455,0.0015853476,0.26331142
179005823,-0.13598207,-0.07727291,0.0017709716,0.26795936
179037835,-0.13604054,-0.07766003,0.0017565661,0.26636073
179069804,-0.13489199,-0.07726271,0.001642961,0.26565373
179101858,-0.13585363,-0.077465035,0.0019596112,0.26581416
179133882,-0.13374345,-0.076475024,0.0017192323,0.26586437
179165806,-0.13583781,-0.0753779,0.0019506174,0.26584125
179197888,-0.1344682,-0.07487597,0.0019557737,0.26605752
179229799,-0.13411742,-0.075372316,0.0019043871,0.26657885
179261821,-0.13363142,-0.07613699,0.0020134216,0.26624385
179293781,-0.13420391,-0.076124236,0.0022510346,0.2658157
179325818,-0.13302529,-0.07645793,0.0024993338,0.2652932
179357851,-0.13329984,-0.07686974,0.0027267819,0.26547924
179389877,-0.13331768,-0.074854046,0.0026465638,0.26590177
179421818,-0.13568738,-0.07599463,0.002518975,0.26652655
179449874,-0.13486803,-0.075569615,0.0027935316,0.26893398
179481806,-0.13027179,-0.076074615,0.0028669545,0.27774912
179513856,-0.12935698,-0.07614071,0.0028851004,0.28397733
179545817,-0.12686805,-0.074976355,0.0033881431,0.2943384
179577909,-0.11973213,-0.075042784,0.0033116578,0.29429212
179609824,-0.11424327,-0.0756416,0.0036858167,0.2935883
179641837,-0.112516604,-0.07691124,0.003865753,0.2943409
179673857,-0.11068276,-0.07545495,0.0036660733,0.29573372
179701827,-0.106167644,-0.0754099,0.0037054545,0.29741108
179733840,-0.105043255,-0.07557919,0.003623114,0.30856442
179765890,-0.10376394,-0.0753522,0.0037214328,0.31755385
179797826,-0.097260654,-0.07402312,0.003970984,0.32576513
179831445,-0.09237714,-0.07565485,0.0041816644,0.33481625
179859423,-0.08866479,-0.07559325,0.0039420743,0.3649047
179891400,-0.08145306,-0.07401936,0.0037676927,0.3732312
179923401,-0.07201645,-0.07031595,0.0038914233,0.37540916
179955440,-0.069468655,-0.068902805,0.0040537026,0.3728934
179987503,-0.06293276,-0.06996228,0.0039479504,0.37277392
180019410,-0.06477824,-0.07010174,0.004336285,0.37491006
180051465,-0.06360013,-0.07486442,0.0043680994,0.37694442
180083477,-0.055884268,-0.0719459,0.004711396,0.3847174
180115468,-0.060961667,-0.07522064,0.00541035,0.39164072
180147401,-0.059993878,-0.07231815,0.0051653557,0.39995134
180179446,-0.062157866,-0.072831765,0.0053861416,0.39997587
180211443,-0.056643885,-0.07570783,0.005494987,0.39905003
180243497,-0.053694706,-0.07471493,0.00564871,0.39845574
180275403,-0.06545293,-0.07373747,0.0060645207,0.39877567
180307500,-0.05622069,-0.07569707,0.005350569,0.39896348
180339452,-0.05770033,-0.07512538,0.0053843874,0.39883894
180371403,-0.059588313,-0.07348398,0.005102931,0.40040135
180403380,-0.05080679,-0.071106724,0.004027733,0.40061545
180435393,-0.058469348,-0.07109349,0.0047974,0.4011506
180467435,-0.06283364,-0.06771511,0.0051267054,0.4075764
180499403,-0.056951046,-0.06627962,0.004284354,0.4185152
180531408,-0.063147284,-0.06655007,0.003728938,0.46274757
180559505,-0.048719164,-0.06688963,0.0033374946,0.48722643
180591403,-0.028515613,-0.05944106,0.0022588249,0.49555466
