timestamp,roll,pitch,yaw,thrust
180623408,-0.013773589,-0.056692235,0.0004147837,0.49231315
180655449,0.03544347,-0.043061648,-0.0013857526,0.4919613
180687472,0.08962137,-0.028303295,-0.0028182978,0.49171928
180720457,0.11700997,-0.030144356,-0.003399701,0.4917582
180749021,0.12944447,-0.025497053,-0.003620621,0.49095407
180780982,0.15143465,-0.014408236,-0.004811365,0.49089515
180812998,0.16803046,-0.0021536066,-0.0048171114,0.4911677
180845012,0.16510497,-0.0025573533,-0.0054724016,0.4920883
180877052,0.18228401,-0.0025471947,-0.007296021,0.492117
180908999,0.18585466,0.009428028,-0.007376,0.49150693
180937027,0.1839958,0.0006662665,-0.00808705,0.49165982
180969036,0.17865267,0.007042453,-0.008617582,0.4920001
181000999,0.18077832,0.009003207,-0.009351174,0.49132553
181033054,0.18908386,0.0028654377,-0.009212825,0.49114612
181065027,0.18856923,0.018229833,-0.009395728,0.49257824
181097002,0.1892915,0.032773007,-0.010013499,0.4924925
181129005,0.18413424,0.03285412,-0.010292913,0.492098
181161031,0.17413159,0.03502637,-0.01114752,0.49125946
181193036,0.19254161,0.04208719,-0.012167468,0.49092713
181221092,0.20015787,0.054485343,-0.01375214,0.48342556
181253059,0.18696474,0.050476126,-0.015232563,0.47805554
181285047,0.18478942,0.03866073,-0.016882164,0.48701113
181317016,0.19249018,0.04442093,-0.018523837,0.49266437
181658654,0.14220248,0.021722686,-0.038690425,0.49193832
181690659,0.1414907,0.017750781,-0.04062778,0.4915695
181722605,0.13585183,0.022733733,-0.041645493,0.49122417
181754659,0.13354327,0.021962745,-0.042551536,0.49239385
181786657,0.13935174,0.02257925,-0.04243504,0.4929527
181818728,0.14381973,0.021752482,-0.042544227,0.49151635
181850580,0.15371384,0.012457322,-0.0424911,0.49135226
181882623,0.15508163,0.01825502,-0.041791156,0.49099278
181914577,0.15526453,0.02838882,-0.0415076,0.49093106
181946638,0.16570471,0.038050342,-0.041585486,0.49141333
181978582,0.14938207,0.02728008,-0.041078605,0.49245602
182010654,0.11686134,0.011361124,-0.040717743,0.49900842
182042644,0.12477814,0.0053507304,-0.03962876,0.50502294
182074676,0.12464042,-0.0033003488,-0.03906698,0.50827503
182102660,0.11220684,0.00033059425,-0.03772693,0.5074795
182134684,0.11833106,0.010217041,-0.037220698,0.5096309
182166606,0.13243607,0.019828627,-0.03720998,0.51412076
182198651,0.12887213,0.015893238,-0.03693528,0.522276
182230636,0.1358877,0.016454203,-0.036579985,0.5274923
182262690,0.14833996,0.027144542,-0.037182797,0.53896356
182294611,0.14115895,0.029169824,-0.037992693,0.55579925
182326637,0.1300588,0.018347405,-0.038614832,0.5555904
182354607,0.13727103,0.014456355,-0.039467886,0.55375063
182386639,0.14354233,0.016911289,-0.04039607,0.5447656
182418633,0.13225205,0.0107091945,-0.041726615,0.5404444
182450677,0.122346014,-0.0052299034,-0.042854115,0.5372567
182482603,0.12544432,0.008808471,-0.043756183,0.53009737
182514647,0.086035505,0.06028923,-0.043916836,0.5256072
182547407,0.043819785,0.0780702,-0.04320448,0.51723015
182579443,0.04085169,0.085294925,-0.042398173,0.512898
182612273,0.04492271,0.082233824,-0.041806173,0.5055848
182644207,0.06827969,0.0640397,-0.040982537,0.5010404
182676200,0.038483836,0.10885291,-0.038928326,0.49810666
182708251,-0.002429583,0.1362984,-0.03707556,0.49897364
182740246,-0.02228569,0.11796796,-0.03539161,0.49811867
182772197,-0.009112238,0.08168865,-0.034108028,0.49728465
182804217,0.0191926,0.054161668,-0.032554038,0.4972928
182836248,0.02311316,0.05801803,-0.02992489,0.4973598
182868243,-0.019885754,0.10978063,-0.026130136,0.49736083
182900218,-0.095455974,0.1512332,-0.022051362,0.49734318
182932222,-0.059794933,0.11587096,-0.019949406,0.4973439
182960221,-0.1003085,0.21908155,-0.014748181,0.49712604
182992206,-0.18037303,0.28266242,-0.009691451,0.49660602
183024228,-0.18876366,0.21552667,-0.008399571,0.49620312
183056183,-0.066160314,0.099567674,-0.009438121,0.49626255
183088185,0.023613328,0.039473776,-0.0089698,0.49629122
183120182,0.019693557,0.03325368,-0.007004531,0.49650356
183152265,0.020529957,0.012314854,-0.005650747,0.49702144
183184262,0.07370573,-0.0030325677,-0.004588703,0.49720585
183212235,0.036029745,0.030888535,-0.0024614993,0.4966267
183244208,0.00012504231,0.0359213,-0.00058847835,0.4962295
183276197,0.1159361,-0.11507609,-0.0027309232,0.49626154
183308200,0.21827933,-0.2347293,-0.0032832336,0.49629223
183340237,0.394818,-0.3483136,-0.0032708698,0.49628428
183372204,0.34338325,-0.28579375,-0.00215587,0.49650145
183404201,0.30812252,-0.2523242,-0.0008816781,0.49739084
183436210,0.25034955,-0.18292414,-2.233501e-05,0.497206
183465031,0.20153394,-0.12961039,0.0010364896,0.49662665
183496997,0.13727675,-0.13053522,0.0016178992,0.4961961
183529078,0.21277155,-0.24205112,0.0023223127,0.4964809
183561067,0.43819743,-0.4410898,0.0059847995,0.49665928
183593049,0.500314,-0.44752023,0.0077112857,0.49653798
183624994,0.4554782,-0.38184872,0.008094415,0.49696183
183657092,0.4001252,-0.30992612,0.008472225,0.49720687
183689046,0.33382586,-0.24361196,0.008198294,0.49663278
183721026,0.28970173,-0.22528204,0.00890458,0.496415
183753001,0.27059272,-0.22526683,0.010457311,0.49678075
183785089,0.338762,-0.28271413,0.01467002,0.4963252
183817041,0.3165241,-0.25105584,0.016096652,0.49644417
183849009,0.2774127,-0.20226577,0.015600791,0.49699262
183877010,0.19546357,-0.08973687,0.011460305,0.49721187
183909050,0.11229008,-0.014458011,0.007754465,0.49662876
183941017,-0.030520476,0.109181784,0.0012970994,0.49619555
183973042,-0.10497386,0.18189432,-0.003585129,0.49626145
184004980,-0.16602156,0.21456107,-0.0069919354,0.4965117
184037013,-0.3096143,0.3648375,-0.01333826,0.5034806
184068979,-0.33828622,0.38237572,-0.01562753,0.51237893
184101002,-0.37658665,0.42249292,-0.017226333,0.53800505
184133064,-0.34047347,0.40555358,-0.019671855,0.54225475
184161080,-0.33381552,0.38255155,-0.02086249,0.53689915
184192997,-0.3299682,0.37340456,-0.022737201,0.5172935
184225041,-0.24361129,0.3519791,-0.02610448,0.51133233
184257005,-0.37621018,0.47911197,-0.024827493,0.50519043
184289074,-0.34715626,0.4283387,-0.025979495,0.50518334
184321002,-0.25972268,0.3310049,-0.027786896,0.50533867
184353002,-0.27455205,0.3791339,-0.024654899,0.50353223
184385007,-0.23829068,0.32119417,-0.025216071,0.5030133
184413055,-0.17975008,0.2502285,-0.023906436,0.5031424
184445137,-0.13217397,0.31170025,-0.009694579,0.5031787
184477079,-0.12072346,0.31197646,0.0072884434,0.5031608
184509020,-0.10928293,0.23667267,0.02183927,0.5031586
184541085,-0.049543023,0.17168534,0.032668155,0.5040406
184573010,0.017585266,0.09405201,0.03969107,0.5042182
184605049,0.051046997,0.055556793,0.04417319,0.50313073
184633038,0.048658736,0.039826777,0.047563855,0.50305563
184665843,0.062184628,0.018169241,0.049393184,0.50286645
184697829,0.06905535,0.011525712,0.04974946,0.5015903
184730605,0.075383924,0.0064541,0.051090237,0.5009229
184762651,0.07793074,-0.00073075143,0.05100498,0.500813
184794609,0.046161428,0.06420162,0.05132631,0.50053215
184826685,-0.02809662,0.14101568,0.05159131,0.49909627
184858603,-0.12840983,0.18696861,0.05198062,0.4974795
184890611,-0.10344588,0.12605469,0.049085967,0.49725813
184922647,-0.009258735,0.037383996,0.044678345,0.49734053
184954657,0.022417264,0.01865295,0.041688155,0.49735487
184986610,0.11369941,-0.13431795,0.034596168,0.49734488
185018619,0.2251767,-0.26597762,0.028772451,0.49734417
185050649,0.5266446,-0.5070318,0.023462433,0.49660602
185082672,0.51691025,-0.46392432,0.020406237,0.49623758
185114609,0.42142674,-0.37817416,0.017979113,0.4962031
185146578,0.32505515,-0.29505488,0.01541532,0.49629125
185178657,0.2602387,-0.22668436,0.011918945,0.49629024
185210613,0.19958526,-0.18490879,0.0077589955,0.49650356
185242619,0.14613974,-0.13955608,0.0034951644,0.49739027
185274586,0.117834836,-0.11436432,-0.000977779,0.4969865
185306652,0.10169229,-0.09463014,-0.005828384,0.49586102
185338631,0.105754495,-0.12977178,-0.010323646,0.4961617
185370649,0.21562582,-0.32340908,-0.014088717,0.496321
185402606,0.5616373,-0.5960249,-0.011219249,0.4962897
185434639,0.61076623,-0.6089487,-0.012508306,0.4962783
185940204,0.2983495,-0.351672,-0.051336996,0.49650145
185972276,0.1484459,-0.057615887,-0.059263222,0.49665174
186505862,-0.053453907,0.08006974,0.15425964,0.49626142
186537881,-0.012946074,0.027511947,0.15623279,0.49607286
186569868,0.11727692,-0.111960195,0.1500961,0.4961351
186601810,0.16555674,-0.17695282,0.1463729,0.4969869
186633803,0.30114654,-0.33269778,0.13493112,0.49723455
186665802,0.3995826,-0.45466322,0.12509632,0.49662566
186697865,0.727492,-0.7303107,0.115207136,0.49597472
186729794,0.6873828,-0.6512523,0.109241195,0.49618095
186757927,0.6145859,-0.62474895,0.10046111,0.49699357
186789802,0.6596911,-0.70484334,0.0928099,0.49641234
186821840,0.73350805,-0.70266366,0.088798374,0.49641123
186853817,0.72632635,-0.6528135,0.081158474,0.49664775
186885887,0.5484709,-0.430336,0.06969812,0.4963277
186917854,0.20996594,-0.15282509,0.056649975,0.49625415
186949847,0.14971262,-0.10988369,0.047787167,0.49628323
186981829,0.07115304,0.007494813,0.037441026,0.49628893
187009888,-0.14384907,0.17198777,0.029219689,0.49628288
187041843,-0.15003578,0.1414034,0.021551644,0.49650198
187073879,-0.08374763,0.060470928,0.013450405,0.49687114
187105813,-0.06488478,0.056456238,0.003935676,0.49705684
187137872,-0.099822454,0.08919839,-0.0050531956,0.49711204
187169847,-0.10456782,0.070936024,-0.013993068,0.49625915
187201877,-0.07373616,0.057360385,-0.022547388,0.4953236
187233814,-0.043058105,0.04149447,-0.030530319,0.49185914
187265842,-0.0046453895,0.038663823,-0.038073227,0.49172246
187297866,0.030796433,0.03146834,-0.044267714,0.49039283
187329897,0.05031585,0.02009772,-0.048865683,0.47736177
187361801,0.05733247,0.0016414844,-0.053222932,0.44635156
187391465,0.044007644,0.0053292112,-0.056467902,0.33986044
187423475,0.033095017,0.015019993,-0.06081455,0.28399447
187455399,0.030216314,0.035940915,-0.06455254,0.18271661
187487457,0.023112277,0.066026725,-0.06890565,0.13620117
187519449,0.005188976,0.07775299,-0.074328825,0.08
187551493,-0.13441566,-0.049686376,-0.08956156,0.08
187583406,-0.31044143,-0.16417481,-0.10838357,0.08
187615420,-0.3655672,-0.08559109,-0.1734508,0.08037576
187643441,-0.3235211,-0.003711997,-0.21843046,0.08005502
187675458,-0.23268932,0.018286893,-0.2840453,0.08
187707435,-0.13851357,0.033786323,-0.38234726,0.08
187739479,-0.06373431,0.035313413,-0.36995706,0.08000565
187771406,-0.098641664,-0.07207409,-0.29307586,0.08
187803377,-0.22986722,-0.14944741,-0.25898933,0.08
187835401,-0.3252277,-0.07794184,-0.23370792,0.08
187867412,-0.31462428,-0.010059883,-0.19089583,0.08000005
187899395,-0.25850803,-0.0461075,-0.15940899,0.08
187931401,-0.23262699,-0.0894622,-0.12157722,0.08
187963432,-0.2621478,-0.052274056,-0.11975775,0.08
187995498,-0.29145393,-0.015090039,-0.123321444,0.08
188027404,-0.26706484,-0.039380666,-0.123646624,0.08
188059395,-0.20660663,-0.05936452,-0.12284703,0.08
188091439,-0.18544324,-0.04178782,-0.12261991,0.08
188123464,-0.24758734,-0.021002527,-0.1299976,0.08
188155397,-0.33755586,-0.03598305,-0.12950623,0.08
188187398,-0.36174682,-0.05580716,-0.11233704,0.08
188219666,-0.2990256,-0.04191436,-0.109147474,0.08
188251451,-0.2070466,-0.021396149,-0.101385996,0.08
188281012,-0.1668673,-0.03003051,-0.07910931,0.08
188313042,-0.1978949,-0.043956045,-0.07875121,0.08
188345004,-0.28313592,-0.032268766,-0.07154053,0.08
188377003,-0.33396637,-0.028442431,-0.071863666,0.08
188409000,-0.31014234,-0.03290488,-0.06385387,0.08
188441070,-0.25742438,-0.031416986,-0.008083222,0.08
188473008,-0.23960371,-0.024503414,-0.0027742242,0.08
188505041,-0.24442506,-0.0295184,-0.0034411016,0.08
188537009,-0.23760265,-0.035378516,0.0005518392,0.08
188569093,-0.2382132,-0.027928375,0.0046086037,0.08
188600997,-0.25894824,-0.029335381,0.004379812,0.08
188633042,-0.2737035,-0.033190515,0.00044150098,0.08
188665003,-0.2690423,-0.032216173,-0.0028732615,0.08
188697100,-0.25870296,-0.029843463,-0.002492202,0.08
188728993,-0.26134118,-0.031576067,0.00031377774,0.08
188761055,-0.27138484,-0.03361861,0.0017405762,0.08
188793009,-0.27141142,-0.031882577,-0.0001897225,0.08
188825091,-0.26417062,-0.031135716,-0.0031331892,0.08
188857037,-0.2640298,-0.03308075,-0.0043290844,0.08
188889010,-0.27081114,-0.033664178,-0.0031116502,0.08
188920976,-0.27260128,-0.03228745,-0.001751524,0.08
188949024,-0.26866335,-0.032627936,-0.0017872448,0.08
188981011,-0.2665266,-0.033805627,-0.003624125,0.08
189013061,-0.27005735,-0.034477964,-0.0054912297,0.08
189044976,-0.2719593,-0.034988884,-0.005715048,0.08
189076984,-0.27040848,-0.036729965,-0.004812599,0.08
189109002,-0.2679932,-0.038201626,-0.0041261218,0.08
189141066,-0.26898015,-0.03900244,-0.0052075256,0.08
189169044,-0.2702196,-0.04003863,-0.006509957,0.08
189202650,-0.27052164,-0.041641295,-0.007650452,0.08
189234687,-0.26842707,-0.04243267,-0.0072418014,0.08
189266605,-0.26686856,-0.043200675,-0.006774624,0.08
189298578,-0.26758388,-0.044450276,-0.0069752242,0.08
189330600,-0.26774395,-0.04525868,-0.008298943,0.08
189362627,-0.26572046,-0.045975752,-0.0092028435,0.08
189394572,-0.26305008,-0.0467485,-0.0092996275,0.08
189426596,-0.26253316,-0.047622286,-0.0087904865,0.08
189458630,-0.26197547,-0.04857594,-0.009130045,0.08
189490645,-0.259477,-0.049039472,-0.010139938,0.08
189522598,-0.25588077,-0.049469262,-0.010961819,0.08
189550678,-0.253958,-0.05018997,-0.011231141,0.08
189582705,-0.25259593,-0.050839733,-0.01088751,0.08
189614617,-0.25005788,-0.05180725,-0.011029108,0.08
189646608,-0.24549557,-0.052821275,-0.011645327,0.08
189678757,-0.2417779,-0.053556018,-0.012719336,0.08
189710608,-0.23846246,-0.054461963,-0.01304974,0.08
189742606,-0.23535246,-0.05547516,-0.013039466,0.08
189774746,-0.23005822,-0.056537196,-0.012927668,0.08
189802643,-0.22548795,-0.057707638,-0.013505576,0.08
189834650,-0.22073147,-0.058925923,-0.014309825,0.08
189866652,-0.21708822,-0.05622183,0.1038588,0.08
189898601,-0.21248506,-0.05301013,0.24630795,0.08
189930610,-0.20614627,-0.05402797,0.27505422,0.08
189962650,-0.20077573,-0.053306617,0.34936836,0.08
189994640,-0.196617,-0.050388843,0.50809366,0.08
190026652,-0.18975398,-0.05118665,0.5481548,0.08
190058618,-0.18283303,-0.05383981,0.5415031,0.08
190092213,-0.17554218,-0.055945076,0.5428111,0.08
190124226,-0.16885148,-0.058242623,0.5470352,0.08
190156267,-0.16247003,-0.059944868,0.58453435,0.08
190188247,-0.15707502,-0.058550596,0.74681884,0.08
190220201,-0.1503425,-0.061004635,0.731533,0.08
190252243,-0.14293091,-0.06493438,0.6706472,0.08
190284243,-0.1371081,-0.06676856,0.71230197,0.08
190316246,-0.1301174,-0.06823251,0.7566263,0.08
190348231,-0.12386444,-0.07073361,0.74210465,0.08087746
190380291,-0.11715741,-0.07460176,0.6809081,0.09771187
190408196,-0.11159033,-0.07618806,0.6731981,0.11230406
190440260,-0.10292338,-0.078773245,0.60834014,0.14042886
190472211,-0.094209015,-0.08114435,0.5554237,0.15146357
190504223,-0.08902575,-0.08281828,0.53223896,0.15901315
190536179,-0.087720945,-0.08332882,0.53921235,0.15824726
190568276,-0.08344525,-0.084136486,0.53066784,0.15508506
190600257,-0.07869482,-0.08518851,0.488499,0.13258262
190632252,-0.07788956,-0.08587496,0.49414107,0.12472979
190660208,-0.07928754,-0.08659576,0.53470737,0.12418315
190692245,-0.07922856,-0.0858198,0.63056016,0.12693971
190724197,-0.07774628,-0.08556938,0.6242624,0.12783262
190756282,-0.07627657,-0.08709612,0.5484233,0.13975406
190788201,-0.0745953,-0.087772585,0.48712638,0.14877364
190820248,-0.0734111,-0.08795185,0.36933637,0.15539685
190852200,-0.07126188,-0.088865414,0.3529149,0.15496276
190884297,-0.07157512,-0.088852204,0.3602041,0.15611506
190916230,-0.073368154,-0.08793365,0.39650446,0.16827737
190948245,-0.074156485,-0.0878162,0.40271735,0.1780525
190980994,-0.07315563,-0.08839558,0.405808,0.18790226
191013029,-0.0737484,-0.08794158,0.39520818,0.19172117
191041855,-0.07345477,-0.08792407,0.34602365,0.19847621
191073815,-0.07394316,-0.08904942,0.3138574,0.199296
191105877,-0.07256054,-0.09107467,0.17878664,0.20658512
191137875,-0.07203581,-0.09109523,0.044944763,0.21234962
191169839,-0.07298089,-0.09152345,0.0020555318,0.23567818
191201819,-0.07095921,-0.09169838,0.0040195654,0.24522097
191233868,-0.071584515,-0.09087221,0.0021485179,0.25624108
191265809,-0.071501486,-0.09100628,-0.0012871369,0.26270264
191293900,-0.073244326,-0.0904564,0.121781245,0.26456106
191325800,-0.074141316,-0.08823617,0.19889015,0.26302856
191357870,-0.078563094,-0.08756184,0.19338311,0.2615422
191389821,-0.080491416,-0.089172915,0.1046389,0.25215948
191421893,-0.08095547,-0.08964427,0.07240142,0.2458673
191453812,-0.080714606,-0.08972224,0.0006138026,0.23779956
191485844,-0.08224974,-0.09003769,0.0010375337,0.23762292
191517855,-0.083371796,-0.09076332,-0.0014327714,0.23852877
191549882,-0.08064422,-0.09122929,-0.0036773996,0.2520001
191581809,-0.079874694,-0.09025266,-0.0040478627,0.26268232
