timestamp,min_distance,max_distance,current_distance,covariance,signal_quality,type,id,orientation
175362855,0.01,50.0,1.02,0.0,64,0,3,0
175395735,0.01,50.0,1.03,0.0,64,0,3,0
175459758,0.01,50.0,1.09,0.0,64,0,3,0
175492148,0.01,50.0,1.06,0.0,64,0,3,0
175524505,0.01,50.0,1.05,0.0,0,0,3,0
175556922,0.01,50.0,1.06,0.0,64,0,3,0
175588718,0.01,50.0,1.03,0.0,64,0,3,0
175621335,0.01,50.0,1.01,0.0,0,0,3,0
175652964,0.01,50.0,1.04,0.0,0,0,3,0
175685742,0.01,50.0,1.0799999,0.0,0,0,3,0
175717170,0.01,50.0,1.0799999,0.0,64,0,3,0
175749310,0.01,50.0,1.05,0.0,0,0,3,0
175781764,0.01,50.0,1.02,0.0,64,0,3,0
175813504,0.01,50.0,1.03,0.0,64,0,3,0
175845919,0.01,50.0,1.03,0.0,64,0,3,0
175878010,0.01,50.0,1.06,0.0,64,0,3,0
175909922,0.01,50.0,1.0799999,0.0,4,0,3,0
175941918,0.01,50.0,1.0699999,0.0,64,0,3,0
175972759,0.01,50.0,1.04,0.0,64,0,3,0
176005297,0.01,50.0,1.06,0.0,0,0,3,0
176037112,0.01,50.0,1.03,0.0,64,0,3,0
176069508,0.01,50.0,1.05,0.0,64,0,3,0
176102133,0.01,50.0,1.05,0.0,64,0,3,0
176133788,0.01,50.0,1.05,0.0,64,0,3,0
176166034,0.01,50.0,1.05,0.0,0,0,3,0
176198107,0.01,50.0,1.04,0.0,64,0,3,0
176229931,0.01,50.0,1.03,0.0,64,0,3,0
176262059,0.01,50.0,1.05,0.0,0,0,3,0
176294088,0.01,50.0,1.03,0.0,0,0,3,0
176326105,0.01,50.0,1.0699999,0.0,64,0,3,0
176358168,0.01,50.0,1.0699999,0.0,0,0,3,0
176390138,0.01,50.0,1.05,0.0,64,0,3,0
176421939,0.01,50.0,1.06,0.0,64,0,3,0
176453934,0.01,50.0,1.05,0.0,64,0,3,0
176486121,0.01,50.0,1.02,0.0,64,0,3,0
176516745,0.01,50.0,1.05,0.0,64,0,3,0
176548120,0.01,50.0,1.05,0.0,4,0,3,0
176579789,0.01,50.0,1.05,0.0,64,0,3,0
176611752,0.01,50.0,1.04,0.0,64,0,3,0
176642830,0.01,50.0,1.06,0.0,64,0,3,0
176674865,0.01,50.0,1.06,0.0,64,0,3,0
176706826,0.01,50.0,1.05,0.0,0,0,3,0
176739589,0.01,50.0,1.04,0.0,64,0,3,0
176770864,0.01,50.0,1.03,0.0,4,0,3,0
176802558,0.01,50.0,1.05,0.0,64,0,3,0
