timestamp,min_distance,max_distance,current_distance,covariance,signal_quality,type,id,orientation
175361157,0.01,25.0,0.0,0.0,64,0,1,25
175392757,0.01,25.0,0.0,0.0,64,0,1,25
175454896,0.01,25.0,0.0,0.0,64,0,1,25
175487494,0.01,25.0,0.01,0.0,64,0,1,25
175519529,0.01,25.0,0.0,0.0,64,0,1,25
175551794,0.01,25.0,0.0,0.0,64,0,1,25
175583836,0.01,25.0,0.0,0.0,0,0,1,25
175616252,0.01,25.0,0.0,0.0,64,0,1,25
175648564,0.01,25.0,0.0,0.0,64,0,1,25
175680948,0.01,25.0,0.0,0.0,64,0,1,25
175712295,0.01,25.0,0.0,0.0,64,0,1,25
175744778,0.01,25.0,0.0,0.0,64,0,1,25
175776318,0.01,25.0,0.01,0.0,0,0,1,25
175808332,0.01,25.0,0.0,0.0,64,0,1,25
175840780,0.01,25.0,0.0,0.0,64,0,1,25
175872744,0.01,25.0,0.0,0.0,64,0,1,25
175904762,0.01,25.0,0.01,0.0,64,0,1,25
175936762,0.01,25.0,0.0,0.0,64,0,1,25
175968759,0.01,25.0,0.0,0.0,64,0,1,25
176000506,0.01,25.0,0.0,0.0,0,0,1,25
176032331,0.01,25.0,0.0,0.0,64,0,1,25
176064768,0.01,25.0,0.0,0.0,64,0,1,25
176096745,0.01,25.0,0.0,0.0,64,0,1,25
176128936,0.01,25.0,0.0,0.0,64,0,1,25
176160779,0.01,25.0,0.0,0.0,64,0,1,25
176192757,0.01,25.0,0.0,0.0,64,0,1,25
176224742,0.01,25.0,0.0,0.0,64,0,1,25
176258204,0.01,25.0,0.01,0.0,64,0,1,25
176288764,0.01,25.0,0.0,0.0,64,0,1,25
176320744,0.01,25.0,0.0,0.0,64,0,1,25
176352756,0.01,25.0,0.0,0.0,64,0,1,25
176384769,0.01,25.0,0.0,0.0,64,0,1,25
176415753,0.01,25.0,0.0,0.0,64,0,1,25
176447741,0.01,25.0,0.0,0.0,64,0,1,25
176479031,0.01,25.0,0.0,0.0,4,0,1,25
176510007,0.01,25.0,0.0,0.0,64,0,1,25
176542060,0.01,25.0,0.0,0.0,64,0,1,25
176573959,0.01,25.0,0.0,0.0,64,0,1,25
176606044,0.01,25.0,0.0,0.0,0,0,1,25
176638164,0.01,25.0,0.0,0.0,0,0,1,25
176669922,0.01,25.0,0.0,0.0,64,0,1,25
176702050,0.01,25.0,0.0,0.0,64,0,1,25
176734073,0.01,25.0,0.0,0.0,0,0,1,25
176766048,0.01,25.0,0.0,0.0,64,0,1,25
176796745,0.01,25.0,0.0,0.0,64,0,1,25
176829518,0.01,25.0,0.0,0.0,4,0,1,25
176861884,0.01,25.0,0.0,0.0,64,0,1,25
176894013,0.01,25.0,0.03,0.0,0,0,1,25
176926041,0.01,25.0,0.0,0.0,0,0,1,25
176958051,0.01,25.0,0.0,0.0,0,0,1,25
176990089,0.01,25.0,0.0,0.0,64,0,1,25
177022042,0.01,25.0,0.0,0.0,0,0,1,25
177054293,0.01,25.0,0.0,0.0,64,0,1,25
177087514,0.01,25.0,0.0,0.0,64,0,1,25
177119777,0.01,25.0,0.0,0.0,64,0,1,25
177151782,0.01,25.0,0.01,0.0,64,0,1,25
177183541,0.01,25.0,0.0,0.0,64,0,1,25
177215534,0.01,25.0,0.0,0.0,0,0,1,25
177247841,0.01,25.0,0.0,0.0,64,0,1,25
177279773,0.01,25.0,0.0,0.0,64,0,1,25
177311761,0.01,25.0,0.0,0.0,64,0,1,25
177343752,0.01,25.0,0.0,0.0,64,0,1,25
177375760,0.01,25.0,0.0,0.0,0,0,1,25
177407654,0.01,25.0,0.0,0.0,64,0,1,25
177439747,0.01,25.0,0.0,0.0,64,0,1,25
177471784,0.01,25.0,0.02,0.0,64,0,1,25
177503756,0.01,25.0,0.0,0.0,64,0,1,25
177535536,0.01,25.0,0.0,0.0,64,0,1,25
177567805,0.01,25.0,0.0,0.0,64,0,1,25
177599543,0.01,25.0,0.0,0.0,64,0,1,25
177631742,0.01,25.0,0.0,0.0,64,0,1,25
177663771,0.01,25.0,0.0,0.0,64,0,1,25
177695742,0.01,25.0,0.0,0.0,64,0,1,25
177727870,0.01,25.0,0.02,0.0,0,0,1,25
177759778,0.01,25.0,0.0,0.0,64,0,1,25
177791499,0.01,25.0,0.0,0.0,64,0,1,25
177823751,0.01,25.0,0.0,0.0,64,0,1,25
177855547,0.01,25.0,0.0,0.0,64,0,1,25
177887756,0.01,25.0,0.0,0.0,64,0,1,25
177919793,0.01,25.0,0.0,0.0,64,0,1,25
177951748,0.01,25.0,0.0,0.0,64,0,1,25
177982837,0.01,25.0,0.0,0.0,64,0,1,25
178013925,0.01,25.0,0.0,0.0,64,0,1,25
178046062,0.01,25.0,0.0,0.0,64,0,1,25
178078570,0.01,25.0,0.0,0.0,64,0,1,25
178110899,0.01,25.0,0.0,0.0,0,0,1,25
178142826,0.01,25.0,0.0,0.0,0,0,1,25
178174870,0.01,25.0,0.01,0.0,64,0,1,25
178206570,0.01,25.0,0.0,0.0,64,0,1,25
178238831,0.01,25.0,0.0,0.0,64,0,1,25
178270559,0.01,25.0,0.0,0.0,64,0,1,25
178302113,0.01,25.0,0.0,0.0,64,0,1,25
178334165,0.01,25.0,0.0,0.0,64,0,1,25
178365750,0.01,25.0,0.0,0.0,64,0,1,25
178398560,0.01,25.0,0.0,0.0,0,0,1,25
178430925,0.01,25.0,0.0,0.0,64,0,1,25
178461818,0.01,25.0,0.0,0.0,4,0,1,25
178494580,0.01,25.0,0.0,0.0,0,0,1,25
178525768,0.01,25.0,0.0,0.0,64,0,1,25
178558123,0.01,25.0,0.0,0.0,64,0,1,25
178589817,0.01,25.0,0.0,0.0,64,0,1,25
178622563,0.01,25.0,0.0,0.0,64,0,1,25
178654811,0.01,25.0,0.0,0.0,64,0,1,25
178686879,0.01,25.0,0.0,0.0,64,0,1,25
178718374,0.01,25.0,0.0,0.0,64,0,1,25
178750634,0.01,25.0,0.0,0.0,0,0,1,25
178782207,0.01,25.0,0.0,0.0,4,0,1,25
178813554,0.01,25.0,0.0,0.0,64,0,1,25
178846265,0.01,25.0,0.0,0.0,64,0,1,25
178878933,0.01,25.0,0.0,0.0,56,0,1,25
178911628,0.01,25.0,0.0,0.0,64,0,1,25
178943778,0.01,25.0,0.0,0.0,64,0,1,25
178976309,0.01,25.0,0.0,0.0,4,0,1,25
179008744,0.01,25.0,0.0,0.0,64,0,1,25
179040624,0.01,25.0,0.0,0.0,64,0,1,25
179072742,0.01,25.0,0.0,0.0,64,0,1,25
179104617,0.01,25.0,0.0,0.0,64,0,1,25
179136754,0.01,25.0,0.0,0.0,64,0,1,25
179168140,0.01,25.0,0.0,0.0,64,0,1,25
179199932,0.01,25.0,0.0,0.0,64,0,1,25
179231757,0.01,25.0,0.0,0.0,64,0,1,25
179263796,0.01,25.0,0.0,0.0,64,0,1,25
179295748,0.01,25.0,0.04,0.0,64,0,1,25
179327846,0.01,25.0,0.0,0.0,0,0,1,25
179359759,0.01,25.0,0.01,0.0,64,0,1,25
179391991,0.01,25.0,0.0,0.0,64,0,1,25
179423410,0.01,25.0,0.0,0.0,4,0,1,25
179455755,0.01,25.0,0.0,0.0,64,0,1,25
179488146,0.01,25.0,0.0,0.0,0,0,1,25
179519332,0.01,25.0,0.0,0.0,64,0,1,25
179551788,0.01,25.0,0.0,0.0,0,0,1,25
179583946,0.01,25.0,0.0,0.0,4,0,1,25
179615723,0.01,25.0,0.0,0.0,64,0,1,25
179647953,0.01,25.0,0.0,0.0,0,0,1,25
179679810,0.01,25.0,0.0,0.0,4,0,1,25
179711782,0.01,25.0,0.0,0.0,64,0,1,25
179743760,0.01,25.0,0.0,0.0,64,0,1,25
179775971,0.01,25.0,0.0,0.0,4,0,1,25
179808641,0.01,25.0,0.0,0.0,64,0,1,25
179840759,0.01,25.0,0.0,0.0,64,0,1,25
179872934,0.01,25.0,0.0,0.0,64,0,1,25
