timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
175388525,-0.0003392545,-0.0004877909,0.00096663047,-0.07953549,0.005591498,-0.011940727,-0.9967448,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175453409,0.0002841818,0.0025952945,0.0016166609,-0.07951969,0.0056221755,-0.011932613,-0.99674606,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175482996,-0.00054481206,-0.0007978062,-0.0006493507,-0.07952751,0.005621119,-0.011924938,-0.9967456,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175514882,0.0009451166,0.00047184178,2.7356204e-05,-0.07954019,0.0056214873,-0.011915121,-0.99674463,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175546988,0.0009338636,5.354476e-05,0.0009875942,-0.07953387,0.0056242608,-0.011923565,-0.99674505,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175579000,-0.00023462204,-0.00038878876,0.0012751282,-0.07951654,0.0056374515,-0.011927241,-0.9967463,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175607853,-0.0014061534,0.001435006,0.0027385268,-0.079505265,0.005638938,-0.011925129,-0.99674714,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175639723,-2.0942185e-05,-0.0010378686,0.0012748572,-0.07949412,0.0056474553,-0.011923555,-0.9967481,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175671656,0.00020196254,0.0004799685,-0.00018997688,-0.07949104,0.0056504305,-0.011914159,-0.99674845,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175703703,-9.958679e-05,-0.0014401707,-0.0014827882,-0.07948856,0.005640099,-0.01190663,-0.9967488,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175735711,0.0015014492,0.0012445911,-0.010178524,-0.07957679,0.00564889,-0.011917288,-0.9967415,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175767862,-0.003959825,-0.002380677,-0.0069587366,-0.079697676,0.005639891,-0.011903988,-0.99673206,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175799921,-0.0019688783,0.0006894872,0.004353269,-0.079683654,0.0056436225,-0.011866342,-0.9967336,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175827823,-0.0012958143,-0.0016623143,0.009686544,-0.07957105,0.0056297253,-0.01182031,-0.9967432,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175859801,-0.0045455974,-0.000831109,0.0113832075,-0.07940542,0.005639977,-0.011800711,-0.9967567,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175891689,0.0014453221,-0.00761732,0.0019324309,-0.07927339,0.005607689,-0.011819526,-0.99676704,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175923672,-0.0064238952,-0.0054668197,-0.0067863013,-0.079303406,0.0055716867,-0.011770253,-0.99676555,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175955882,-0.0014246907,-0.0035476263,-0.007459509,-0.07943532,0.0055709495,-0.011761171,-0.9967551,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
175987888,-0.00060731196,-0.0017884074,0.0014928242,-0.07949207,0.005608469,-0.011786671,-0.9967501,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176019725,-0.0004100001,-0.003479998,0.006389745,-0.07938966,0.0055949255,-0.011789284,-0.9967582,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176051950,-0.0062068463,-0.004271062,0.00013424084,-0.07933772,0.005560565,-0.011745419,-0.9967631,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176083745,-0.0013300187,0.0015687086,-0.0063757645,-0.07937522,0.005577348,-0.011739125,-0.9967601,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176115642,0.0021903748,0.0030902792,-0.00025953667,-0.07941863,0.005600392,-0.011794967,-0.9967559,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176149289,0.00589866,-0.009002529,0.0018781945,-0.079392694,0.00553902,-0.011797036,-0.9967582,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176177439,-0.005830157,-0.0011887033,0.0025014426,-0.07935855,0.005535937,-0.011757136,-0.9967615,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176209473,0.0024837032,0.0023590738,-0.001521932,-0.0793488,0.0055478443,-0.011754799,-0.9967622,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176241813,-0.0027182263,-0.0019664373,-0.0018216056,-0.07938213,0.0055600703,-0.011777009,-0.99675924,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176273310,-0.0029780164,-0.005465867,-0.00014809205,-0.07940301,0.0055149845,-0.011792343,-0.9967577,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176305501,0.004318645,-0.0016491606,0.0010246362,-0.07938792,0.005516913,-0.011761481,-0.9967592,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176337764,-0.0020681394,-0.002022308,0.0023208912,-0.0793649,0.005562839,-0.011748325,-0.99676096,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176369376,-0.004599599,-0.0044327467,0.0005885645,-0.079344295,0.005532439,-0.011754148,-0.99676263,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176401358,-0.003416067,0.00044713286,0.0012485682,-0.079343565,0.0055012773,-0.01175237,-0.9967629,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176433568,-0.0002818019,0.0036637373,0.004497337,-0.07927928,0.0055505773,-0.011747,-0.9967679,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
176465434,-0.0038078288,-0.0020769278,-0.0022706336,-0.079259224,0.0055655655,-0.011734419,-0.9967695,0.44477785,-0.0015886388,-0.005888361,-0.89562017,1
