timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure,failure_detector_status
239325754,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
240333901,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
241340670,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
242350037,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
243358941,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
244365523,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
245374106,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
246383469,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
247389559,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
248390839,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
249395681,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
250397214,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
251405790,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
253416572,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
254417856,3080239,2162703,3080239,15,2,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
255083133,3080239,2162703,3080239,15,1,0,0,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
