timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
29488349,29488349,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
29692452,29692452,12,46,0,0,30004,1097,1509,1504,1504,1105,1257,1905,1106,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
29896757,29896757,12,46,0,0,30004,1098,1508,1505,1504,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
30091753,30091753,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
30291940,30291940,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1905,1106,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
30491570,30491570,12,46,0,0,30004,1098,1508,1505,1499,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
30687119,30687119,12,46,0,0,30003,1098,1508,1504,1501,1105,1258,1905,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
30886978,30886978,12,46,0,0,30003,1098,1508,1504,1503,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
31106730,31106730,12,46,0,0,30003,1098,1508,1505,1502,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
31301941,31301941,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
31509974,31509974,12,46,0,0,30003,1098,1508,1504,1503,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
31701376,31701376,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1905,1105,1905,1106,1505,1257,0,0,0,0,0,0,0,0,2
31921172,31921172,12,46,0,0,30003,1098,1508,1504,1503,1105,1258,1905,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
32120549,32120549,12,46,0,0,30004,1097,1510,1504,1503,1105,1257,1905,1106,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
32320424,32320424,12,46,0,0,30004,1098,1508,1504,1504,1105,1257,1905,1105,1905,1106,1505,1257,0,0,0,0,0,0,0,0,2
32524365,32524365,12,46,0,0,30003,1098,1508,1504,1503,1105,1258,1905,1105,1905,1105,1505,1258,0,0,0,0,0,0,0,0,2
32724390,32724390,12,46,0,0,30004,1098,1508,1505,1503,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
32927744,32927744,12,46,0,0,30003,1098,1508,1504,1503,1106,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
33127780,33127780,12,46,0,0,30003,1098,1508,1505,1503,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
33330948,33330948,12,46,0,0,30003,1098,1509,1504,1504,1105,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
33530764,33530764,12,46,0,0,30003,1098,1508,1504,1503,1105,1258,1905,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
33726992,33726992,12,46,0,0,30003,1097,1509,1504,1503,1105,1257,1905,1106,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
33930188,33930188,12,46,0,0,30003,1098,1508,1504,1503,1106,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
34134086,34134086,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
34353546,34353546,12,46,0,0,30003,1098,1508,1504,1503,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
34553349,34553349,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
34749516,34749516,12,46,0,0,30003,1098,1508,1504,1503,1105,1258,1905,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
34941389,34941389,12,46,0,0,30004,1098,1508,1505,1504,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
35160587,35160587,12,46,0,0,30003,1098,1508,1504,1504,1106,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
35348583,35348583,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
35543787,35543787,12,46,0,0,30003,1098,1508,1505,1504,1105,1257,1905,1105,1905,1106,1505,1257,0,0,0,0,0,0,0,0,2
35763564,35763564,12,46,0,0,30004,1098,1509,1504,1505,1105,1257,1905,1105,1905,1106,1505,1257,0,0,0,0,0,0,0,0,2
35963576,35963576,12,46,0,0,30003,1098,1508,1504,1503,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
36162988,36162988,12,46,0,0,30003,1097,1509,1504,1504,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
36367119,36367119,12,46,0,0,30003,1098,1508,1504,1505,1105,1257,1905,1105,1905,1106,1505,1257,0,0,0,0,0,0,0,0,2
36569993,36569993,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
36774151,36774151,12,46,0,0,30004,1097,1509,1504,1504,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
36970187,36970187,12,46,0,0,30004,1098,1508,1504,1505,1105,1257,1905,1105,1905,1106,1505,1257,0,0,0,0,0,0,0,0,2
37173226,37173226,12,46,0,0,30003,1098,1508,1505,1504,1105,1257,1906,1105,1905,1105,1505,1258,0,0,0,0,0,0,0,0,2
37385152,37385152,12,46,0,0,30003,1098,1509,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
37589545,37589545,12,46,0,0,30004,1098,1508,1504,1505,1105,1257,1905,1105,1905,1106,1505,1257,0,0,0,0,0,0,0,0,2
37796375,37796375,12,46,0,0,30003,1098,1508,1504,1504,1106,1257,1905,1105,1905,1105,1505,1258,0,0,0,0,0,0,0,0,2
37996540,37996540,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
38195758,38195758,12,46,0,0,30004,1097,1509,1504,1504,1105,1257,1905,1106,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
38399576,38399576,12,46,0,0,30003,1098,1508,1504,1504,1106,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
38599768,38599768,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
38790933,38790933,12,46,0,0,30003,1098,1508,1504,1505,1105,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
38991119,38991119,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
39194750,39194750,12,46,0,0,30003,1097,1509,1504,1504,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
39406196,39406196,12,46,0,0,30003,1098,1508,1504,1505,1105,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
39605929,39605929,12,46,0,0,30003,1098,1508,1504,1503,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
39805967,39805967,12,46,0,0,30004,1098,1508,1504,1504,1105,1257,1905,1105,1905,1106,1505,1257,0,0,0,0,0,0,0,0,2
40009167,40009167,12,46,0,0,30003,1098,1508,1504,1503,1105,1258,1905,1105,1905,1105,1505,1258,0,0,0,0,0,0,0,0,2
40209142,40209142,12,46,0,0,30003,1098,1508,1504,1503,1105,1257,1905,1106,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
40400554,40400554,12,46,0,0,30003,1098,1508,1504,1505,1106,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
40608714,40608714,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
40808519,40808519,12,46,0,0,30004,1097,1509,1504,1503,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
41019534,41019534,12,46,0,0,30003,1098,1508,1504,1504,1105,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
41219916,41219916,12,46,0,0,30003,1098,1508,1504,1498,1105,1257,1905,1106,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
41431778,41431778,12,46,0,0,30004,1098,1508,1505,1498,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
41630742,41630742,12,46,0,0,30003,1098,1508,1504,1498,1106,1257,1905,1105,1905,1105,1506,1257,0,0,0,0,0,0,0,0,2
41826749,41826749,12,46,0,0,30003,1098,1508,1504,1501,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
42034772,42034772,12,46,0,0,30004,1097,1509,1504,1501,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
42238131,42238131,12,46,0,0,30003,1098,1508,1504,1500,1105,1258,1905,1105,1905,1105,1505,1258,0,0,0,0,0,0,0,0,2
42434222,42434222,12,46,0,0,30003,1098,1508,1504,1501,1105,1257,1906,1105,1905,1105,1505,1257,0,0,0,0,0,0,0,0,2
42650210,42650210,12,46,0,0,30004,1098,1508,1505,1501,1105,1257,1905,1105,1906,1105,1505,1257,0,0,0,0,0,0,0,0,2
