timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
29491205,0.00092625315,0.001240801,0.0026438076,0.0,0.0,0.0,0.0
29551247,-0.00016323244,0.00073637674,-0.0002942658,0.0,0.0,0.0,0.0
29583252,0.00044530176,0.000521149,-0.00064798095,0.0,0.0,0.0,0.0
29615219,0.000934356,0.00055699854,0.0006780486,0.0,0.0,0.0,0.0
29647284,-0.0005018636,-0.00023170013,0.0014411628,0.0,0.0,0.0,0.0
29679220,0.0011944849,-0.001062319,0.001320852,0.0,0.0,0.0,0.0
29711246,-0.001210623,0.001346625,-0.0010342402,0.0,0.0,0.0,0.0
29743221,-0.00016013184,6.0098595e-05,-0.0011434888,0.0,0.0,0.0,0.0
29775329,0.00069189037,0.0002598234,0.00041497592,0.0,0.0,0.0,0.0
29807205,0.0001000053,0.00030000508,0.0017506265,0.0,0.0,0.0,0.0
29839281,0.00035723334,-0.0009557877,0.00080170133,0.0,0.0,0.0,0.0
29871226,-0.0010520145,-0.0009156808,-0.00025377958,0.0,0.0,0.0,0.0
29903245,-0.0009752891,0.0001221149,-0.0014991758,0.0,0.0,0.0,0.0
29935292,0.00016335864,-0.0006996611,-0.0008803441,0.0,0.0,0.0,0.0
29965648,0.0003614109,0.00014053995,0.012916879,0.0,0.0,0.0,0.0
29998410,-0.0031173918,0.00093098625,0.0070156297,0.0,0.0,0.0,0.0
30030521,-0.003587064,0.00018799829,-0.010235922,0.0,0.0,0.0,0.0
30062414,-0.002782479,-0.00089716364,-0.011843405,0.0,0.0,0.0,0.0
30094410,-0.0011580101,0.0013174306,0.0043190764,0.0,0.0,0.0,0.0
30126451,0.00055454555,-0.002176825,0.013634219,0.0,0.0,0.0,0.0
30158458,0.00033602014,0.0023337686,0.0005458448,0.0,0.0,0.0,0.0
30190416,-0.0019603437,0.003966515,-0.013482885,0.0,0.0,0.0,0.0
30222413,-0.0026780781,-0.00059894565,-0.008060992,0.0,0.0,0.0,0.0
30254411,0.002047969,-0.0017389219,0.011199171,0.0,0.0,0.0,0.0
30282454,0.0030891022,-0.0001475924,0.01293357,0.0,0.0,0.0,0.0
30314458,-0.00068393373,0.0018626087,-0.0016951971,0.0,0.0,0.0,0.0
30346440,-0.003889055,-0.0013113617,-0.010045273,0.0,0.0,0.0,0.0
30378417,0.001593458,-0.001033759,-0.0009307794,0.0,0.0,0.0,0.0
30410430,0.0059774136,0.0008147898,0.007599167,0.0,0.0,0.0,0.0
30442452,-0.0016939068,0.0010564646,0.007005878,0.0,0.0,0.0,0.0
30474440,-0.0026395754,-0.004496024,-0.000768217,0.0,0.0,0.0,0.0
30506412,0.0038351535,0.0018311325,-0.005126194,0.0,0.0,0.0,0.0
30538421,0.0016487419,0.0045918724,-0.0026857432,0.0,0.0,0.0,0.0
30569651,-0.0035236897,-0.0024931023,0.0050051827,0.0,0.0,0.0,0.0
30597672,-0.002477761,-0.0050793,0.006364194,0.0,0.0,0.0,0.0
30629661,0.004024828,0.004307405,0.0017542215,0.0,0.0,0.0,0.0
30661643,-0.0005339089,0.0012439,-0.004153317,0.0,0.0,0.0,0.0
30693610,-0.0040517403,-0.0057258834,-0.001451331,0.0,0.0,0.0,0.0
30725663,0.00094883447,-0.0008373116,0.0055240868,0.0,0.0,0.0,0.0
30757665,0.0012988681,0.004994258,0.0039992533,0.0,0.0,0.0,0.0
30789657,0.0009881759,-0.0044685276,-0.0015700308,0.0,0.0,0.0,0.0
30821625,-0.0025535175,-0.0034727268,-0.0032384899,0.0,0.0,0.0,0.0
30849660,-0.0015523728,0.0062644132,0.0020944895,0.0,0.0,0.0,0.0
30881614,0.0017743555,-0.0020434556,0.0041950634,0.0,0.0,0.0,0.0
30913674,0.0011340934,-0.0056489534,0.0014873138,0.0,0.0,0.0,0.0
30945651,-0.0014317407,0.0036423132,4.485948e-05,0.0,0.0,0.0,0.0
30977653,-0.0015048821,0.002868297,0.000659697,0.0,0.0,0.0,0.0
31009614,0.0018057359,-0.005795625,2.0961976e-05,0.0,0.0,0.0,0.0
31041682,0.0017869775,0.0010910025,0.00061700423,0.0,0.0,0.0,0.0
31073651,-0.0011847137,0.0053631794,0.0029962237,0.0,0.0,0.0,0.0
31101669,-0.0022828353,-0.0025323248,0.0008234328,0.0,0.0,0.0,0.0
31132846,0.0017940449,-0.0051945727,-0.0012749287,0.0,0.0,0.0,0.0
31164812,-0.0011398293,0.0054091327,-0.00019615772,0.0,0.0,0.0,0.0
31196817,-0.00077093206,0.0024788976,0.003514255,0.0,0.0,0.0,0.0
31228837,0.0023841064,-0.0064087487,0.0011148826,0.0,0.0,0.0,0.0
31260820,0.000822403,0.0019463502,0.00017944677,0.0,0.0,0.0,0.0
31292845,-0.00072593923,0.004664543,0.00083006744,0.0,0.0,0.0,0.0
31324810,-0.0029631085,-0.004699906,0.00055063795,0.0,0.0,0.0,0.0
31356860,0.0027290331,-0.0009070829,0.0021361008,0.0,0.0,0.0,0.0
31384820,-0.0021635236,0.005136264,0.0003385055,0.0,0.0,0.0,0.0
31416850,-0.001356027,-0.0037725354,0.0008247838,0.0,0.0,0.0,0.0
31448810,0.0048188255,-0.003670039,0.0018594764,0.0,0.0,0.0,0.0
31480810,-0.0013727258,0.004218265,-0.0002903419,0.0,0.0,0.0,0.0
31512850,-0.002869373,0.00096960657,0.0010991858,0.0,0.0,0.0,0.0
31544854,0.0024838252,-0.0026898733,0.0019073552,0.0,0.0,0.0,0.0
31575247,0.0023751091,0.0010347067,0.00023260294,0.0,0.0,0.0,0.0
31608025,-0.0020761932,8.590333e-05,0.0011052989,0.0,0.0,0.0,0.0
31636820,-0.00013015151,-0.0037201075,0.001995923,0.0,0.0,0.0,0.0
31672060,0.00034959638,0.0027353982,0.0016695388,0.0,0.0,0.0,0.0
31700096,0.00069809915,0.003517037,-0.0002541074,0.0,0.0,0.0,0.0
31732017,-0.00042496243,-0.0011298049,-0.00034806225,0.0,0.0,0.0,0.0
31764058,0.001049562,-0.00087900134,0.0025118245,0.0,0.0,0.0,0.0
31796017,-0.0012159463,0.0037192,0.0017162436,0.0,0.0,0.0,0.0
31828068,0.00016921747,-0.0012960564,0.00060091587,0.0,0.0,0.0,0.0
31860071,0.00032208837,-0.0016907074,1.9649044e-05,0.0,0.0,0.0,0.0
31892014,-0.000997882,0.0012870157,0.0018604222,0.0,0.0,0.0,0.0
31924025,-0.002029323,-2.7408474e-05,0.0008068762,0.0,0.0,0.0,0.0
31952070,0.0009909781,-0.0019492091,0.001357325,0.0,0.0,0.0,0.0
31984013,0.00048230938,0.0016580104,0.0021881,0.0,0.0,0.0,0.0
32016107,0.00029668317,0.00077076606,0.0016422386,0.0,0.0,0.0,0.0
32048019,0.0004022509,-0.0028186326,-0.00036212243,0.0,0.0,0.0,0.0
32080055,0.0007033759,0.00030837953,0.00036079716,0.0,0.0,0.0,0.0
32112054,7.939804e-05,0.0026744676,0.0023224317,0.0,0.0,0.0,0.0
32143268,0.00046210818,-0.0045888713,0.0019258745,0.0,0.0,0.0,0.0
32176023,-3.4060446e-05,0.00056411675,-0.00033704634,0.0,0.0,0.0,0.0
32204074,-0.00050643476,0.0041317954,0.0007701388,0.0,0.0,0.0,0.0
32239289,-0.001103343,-0.003826126,0.00057561183,0.0,0.0,0.0,0.0
32271273,0.0021791304,-0.0018056773,0.0015487174,0.0,0.0,0.0,0.0
32303224,0.00019571465,0.0026566237,-0.00012067822,0.0,0.0,0.0,0.0
32335246,-0.0021950484,-0.00035581336,0.0011757561,0.0,0.0,0.0,0.0
32367270,0.000990106,-0.002402992,0.00231784,0.0,0.0,0.0,0.0
32399337,0.00022803992,0.0021923329,0.0012931605,0.0,0.0,0.0,0.0
32431248,-0.002042599,-0.00020866329,0.0025301669,0.0,0.0,0.0,0.0
32463229,0.0014001259,-0.0033089612,0.00027900585,0.0,0.0,0.0,0.0
32495263,0.0024362444,0.0027095522,0.00022327527,0.0,0.0,0.0,0.0
32527246,-0.001832254,0.0015205772,0.0009908848,0.0,0.0,0.0,0.0
32559279,0.0028518434,-0.0018481617,0.00086441403,0.0,0.0,0.0,0.0
32591225,0.0048564975,0.0007651467,0.00024437555,0.0,0.0,0.0,0.0
32623213,0.00029466103,0.002863096,2.441043e-05,0.0,0.0,0.0,0.0
32655239,-0.001292455,-0.0017864534,-0.001070387,0.0,0.0,0.0,0.0
32687251,-0.003581526,-0.0004783892,0.0019847248,0.0,0.0,0.0,0.0
32714428,0.00071106246,0.0011776974,0.00087760855,0.0,0.0,0.0,0.0
32747215,-0.0053947764,0.0013883892,0.0034790442,0.0,0.0,0.0,0.0
32778442,0.0024935834,-0.0019689593,0.0057971636,0.0,0.0,0.0,0.0
32810451,-0.001710826,0.00047542353,0.004139281,0.0,0.0,0.0,0.0
32842480,-0.0007507521,0.003014823,0.0021501374,0.0,0.0,0.0,0.0
32874410,-0.0016156466,-0.0003863366,-0.0032695904,0.0,0.0,0.0,0.0
32906450,-0.0024259759,0.00083417306,0.003188796,0.0,0.0,0.0,0.0
32938458,-0.001603781,0.00070725824,0.003445459,0.0,0.0,0.0,0.0
32970480,-0.0022946922,0.0025731015,0.0045992234,0.0,0.0,0.0,0.0
32998440,-0.00080725405,-0.0023606715,-0.0005761089,0.0,0.0,0.0,0.0
33030457,-0.00016639684,0.0047386154,0.00015484565,0.0,0.0,0.0,0.0
33062410,-0.001557089,0.0034598012,-0.0002486005,0.0,0.0,0.0,0.0
33094453,-0.0075497604,0.0009004816,0.0038502717,0.0,0.0,0.0,0.0
33126447,-0.0014707122,0.00055511727,0.0013111252,0.0,0.0,0.0,0.0
33158476,-0.0008090696,0.0005051122,0.001422872,0.0,0.0,0.0,0.0
33190425,0.0021420536,-0.0002176204,-9.642914e-05,0.0,0.0,0.0,0.0
33221647,-0.000100129866,-0.00058070384,0.0028467851,0.0,0.0,0.0,0.0
33253658,0.00044559746,0.00051572104,0.0026264968,0.0,0.0,0.0,0.0
33285647,-0.0010578397,-0.0004488011,0.0022917718,0.0,0.0,0.0,0.0
