timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
29491141,29491069,-0.0059755472,-0.0052486546,-0.00052168645,0.08,0.0,0.0,0.0,-1.0
29591148,29591068,-0.0051207757,-0.004887993,0.00021788155,0.08,0.0,0.0,0.0,-1.0
29691184,29691102,-0.0050712107,-0.0056679016,-0.000104212355,0.08,0.0,0.0,0.0,-1.0
29795175,29795068,-0.0054908823,-0.0055063292,-0.00019230947,0.08,0.0,0.0,0.0,-1.0
29895165,29895076,-0.0045022005,-0.005515542,5.6923524e-05,0.08,0.0,0.0,0.0,-1.0
29998345,29998269,-0.002580612,-0.0070326137,-0.0013959265,0.08,0.0,0.0,0.0,-1.0
30098372,30098269,-0.006218207,-0.0036695008,-0.0012692887,0.08,0.0,0.0,0.0,-1.0
30198348,30198268,-0.0043346463,-0.005925382,0.0027101561,0.08,0.0,0.0,0.0,-1.0
30302359,30302282,-0.0052949274,-0.0036195577,-0.0010033104,0.08,0.0,0.0,0.0,-1.0
30402371,30402293,-0.006756182,-0.0070094937,-0.0012376615,0.08,0.0,0.0,0.0,-1.0
30506347,30506271,-0.0052277856,-0.007205981,0.0010321456,0.08,0.0,0.0,0.0,-1.0
30605545,30605469,-0.0046671014,-0.005205477,-0.000866566,0.08,0.0,0.0,0.0,-1.0
30709559,30709476,-0.0029371146,-0.006352642,-0.00056162145,0.08,0.0,0.0,0.0,-1.0
30813548,30813468,-0.0035721294,-0.003733588,0.0006774418,0.08,0.0,0.0,0.0,-1.0
30913609,30913507,-0.0056956904,-0.0040384713,-0.0002902578,0.08,0.0,0.0,0.0,-1.0
31017571,31017487,-0.004961533,-0.006441398,-0.0002452842,0.08,0.0,0.0,0.0,-1.0
31117545,31117469,-0.004741015,-0.003059949,-0.00019601212,0.08,0.0,0.0,0.0,-1.0
31216745,31216669,-0.0060534175,-0.0019607255,-0.0004806027,0.08,0.0,0.0,0.0,-1.0
31320760,31320684,-0.0059482157,-0.005349951,-0.00040050416,0.08,0.0,0.0,0.0,-1.0
31420769,31420693,-0.0060114656,-0.003440815,-4.6458295e-05,0.08,0.0,0.0,0.0,-1.0
31524792,31524689,-0.0057779453,-0.004617194,-0.0001302901,0.08,0.0,0.0,0.0,-1.0
31624745,31624669,-0.0049415305,-0.004868666,7.955806e-05,0.08,0.0,0.0,0.0,-1.0
31728029,31727924,-0.004848284,-0.004957587,0.00013960538,0.08,0.0,0.0,0.0,-1.0
31831945,31831869,-0.0045749284,-0.006359693,2.5834455e-05,0.08,0.0,0.0,0.0,-1.0
31931945,31931869,-0.004922454,-0.0036978011,1.148825e-05,0.08,0.0,0.0,0.0,-1.0
32036014,32035869,-0.004676419,-0.0024397224,1.3143561e-05,0.08,0.0,0.0,0.0,-1.0
32135945,32135869,-0.005728535,-0.0045887684,-0.0006186926,0.08,0.0,0.0,0.0,-1.0
32239155,32239073,-0.0041692783,-0.00255646,-0.00010855777,0.08,0.0,0.0,0.0,-1.0
32343151,32343075,-0.004434331,-0.0040552607,-0.00025782193,0.08,0.0,0.0,0.0,-1.0
32443141,32443069,-0.0050429404,-0.003933043,-0.00023330018,0.08,0.0,0.0,0.0,-1.0
32547210,32547100,-0.004824265,-0.0055044014,-0.00021677483,0.08,0.0,0.0,0.0,-1.0
32647182,32647091,-0.0027191686,-0.0040659583,0.00034879937,0.08,0.0,0.0,0.0,-1.0
32747151,32747070,-0.0023791871,-0.0045342348,-0.0006889215,0.08,0.0,0.0,0.0,-1.0
32850427,32850309,-0.0070804027,-0.0032067492,-0.000543658,0.08,0.0,0.0,0.0,-1.0
32950345,32950269,-0.0014935178,-0.004388394,-0.00069083093,0.08,0.0,0.0,0.0,-1.0
33054350,33054274,-0.008322488,0.00051271974,0.00010603232,0.08,0.0,0.0,0.0,-1.0
33158368,33158291,-0.008364251,-0.004066076,-0.00027843926,0.08,0.0,0.0,0.0,-1.0
33257573,33257486,-0.0020026604,-0.0040886593,-0.0008719973,0.08,0.0,0.0,0.0,-1.0
33361572,33361469,-0.007585735,-0.005881504,0.00017384789,0.08,0.0,0.0,0.0,-1.0
33461545,33461468,-0.0071107782,-0.0043047415,-7.455364e-05,0.08,0.0,0.0,0.0,-1.0
33565552,33565469,-0.004824748,-0.0042724726,-0.0008430411,0.08,0.0,0.0,0.0,-1.0
