timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
56203285,nan,nan,nan,2.144083,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57084551,nan,nan,nan,2.143326,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57185533,nan,nan,nan,2.1431093,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57284188,nan,nan,nan,2.1427996,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57384977,nan,nan,nan,2.1425452,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57484390,nan,nan,nan,2.142272,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57584580,nan,nan,nan,2.1420429,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57684766,nan,nan,nan,2.1419837,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57784794,nan,nan,nan,2.1417775,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57884897,nan,nan,nan,2.141704,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57984918,nan,nan,nan,2.1416087,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58084974,nan,nan,nan,2.1415567,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58205138,nan,nan,nan,2.1414294,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58305249,nan,nan,nan,2.1413355,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58405409,nan,nan,nan,2.1411743,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58505776,nan,nan,nan,2.1414685,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58605566,nan,nan,nan,2.1409588,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58705890,nan,nan,nan,2.141057,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58805792,nan,nan,nan,2.1409788,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58907117,nan,nan,nan,2.1406283,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59005901,nan,nan,nan,2.1406884,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59106115,nan,nan,nan,2.1405628,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59206046,nan,nan,nan,2.140409,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59306267,nan,nan,nan,2.1404176,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59426487,nan,nan,nan,2.1403537,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59526543,nan,nan,nan,2.1402493,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59626569,nan,nan,nan,2.140246,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59726650,nan,nan,nan,2.140141,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59826710,nan,nan,nan,2.1399908,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59926822,nan,nan,nan,2.1399393,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60027137,nan,nan,nan,2.1398625,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60127435,nan,nan,nan,2.1398416,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60227209,nan,nan,nan,2.1398723,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60328718,nan,nan,nan,2.1397846,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60427351,nan,nan,nan,2.1397235,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60527429,nan,nan,nan,2.1396194,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60627631,nan,nan,nan,2.1394591,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60727615,nan,nan,nan,2.1392994,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60847926,nan,nan,nan,2.1391778,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60947999,nan,nan,nan,2.1391912,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61048093,nan,nan,nan,2.1392093,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61148127,nan,nan,nan,2.1393318,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61248175,nan,nan,nan,2.1394181,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61348233,nan,nan,nan,2.1394339,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61448293,nan,nan,nan,2.1395,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61548415,nan,nan,nan,2.1394053,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61648581,nan,nan,nan,2.139306,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61749096,nan,nan,nan,2.1392035,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61848913,nan,nan,nan,2.1390767,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61949923,nan,nan,nan,2.1391187,0.0,nan,nan,2.4615586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12
62048966,nan,nan,nan,2.1391187,0.0,nan,nan,2.2799706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12
62149038,nan,nan,nan,2.1391187,0.0,nan,nan,2.096509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12
62269252,nan,nan,nan,2.1391187,0.0,nan,nan,1.8762432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12665781
62369510,nan,nan,nan,2.1391187,0.0,nan,nan,1.6927468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15926605
62469624,nan,nan,nan,2.1391187,0.0,nan,nan,1.5088543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19165513
62569624,nan,nan,nan,2.1391187,0.0,nan,nan,1.3254311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22442678
62669741,nan,nan,0.14645877,2.1391187,0.0,nan,nan,1.1419401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25759143
62769783,nan,nan,0.14645877,2.1391187,0.0,nan,nan,0.95847106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29286832
62869797,nan,nan,0.14645877,2.1391187,0.0,nan,nan,0.7751121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32128757
62969869,nan,nan,nan,2.1391187,-0.0,nan,nan,0.5916486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36300188
63069971,nan,nan,nan,2.1391187,-0.0,nan,nan,0.40812826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39550704
63170135,nan,nan,nan,2.1391187,-0.0,nan,nan,0.22464642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43736857
63290445,nan,nan,nan,2.1391187,0.0,nan,nan,0.30410963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4193684
63390403,nan,nan,nan,2.1391187,0.0,nan,nan,0.31247216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41753727
63490995,nan,nan,nan,2.1391187,0.0,nan,nan,0.30296052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41583538
63590567,nan,nan,nan,2.1391187,0.0,nan,nan,0.31564426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41146505
63691789,nan,nan,nan,2.1391187,-0.0,nan,nan,0.27961218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4166095
63790691,nan,nan,nan,2.1391187,-0.0,nan,nan,0.31299967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4029085
63890829,nan,nan,nan,2.1391187,0.0,nan,nan,0.30963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40191042
63990950,nan,nan,nan,2.1391187,0.0,nan,nan,0.308529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40383568
64091114,nan,nan,nan,2.1391187,0.0,nan,nan,0.33917695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39441326
64191245,nan,nan,nan,2.1391187,-0.0,nan,nan,0.36469185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38692087
64291311,nan,nan,nan,2.1391187,-0.0,nan,nan,0.3682086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38625795
64391335,nan,nan,nan,2.1391187,-0.0,nan,nan,0.38375083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38279128
64511435,nan,nan,nan,2.1391187,-0.0,nan,nan,0.4068228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3784418
64611519,nan,nan,nan,2.1391187,-0.0,nan,nan,0.37818998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3825309
64711603,nan,nan,nan,2.1391187,0.0,nan,nan,0.37821782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38144168
64811789,nan,nan,nan,2.1391187,0.0,nan,nan,0.38821504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37718946
64912029,nan,nan,nan,2.1391187,0.0,nan,nan,0.38670617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37448865
65012070,nan,nan,nan,2.1391187,-0.0,nan,nan,0.38402727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3751339
65112868,nan,nan,nan,2.1391187,-0.0,nan,nan,0.37946454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37703925
65212160,nan,nan,nan,2.1391187,0.0,nan,nan,0.37558594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37803873
65312411,nan,nan,nan,2.1391187,0.0,nan,nan,0.37650198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3760087
65412374,nan,nan,nan,2.1391187,0.0,nan,nan,0.37789628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37454113
65512536,nan,nan,nan,2.1391187,-0.0,nan,nan,0.3754538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37672776
65612600,nan,nan,nan,2.1391187,-0.0,nan,nan,0.3760403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37468404
65712789,nan,nan,nan,2.1391187,-0.0,nan,nan,0.39199442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3720715
65832935,nan,nan,nan,2.1391187,0.0,nan,nan,0.43822193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36188924
65932969,nan,nan,nan,2.1391187,0.0,nan,nan,0.4384701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36203253
66032962,nan,nan,nan,2.1391187,0.0,nan,nan,0.43938726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36267895
66133051,nan,nan,nan,2.1391187,0.0,nan,nan,0.4680193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3569867
66233139,nan,nan,nan,2.1391187,0.0,nan,nan,0.5173921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34669682
66333347,nan,nan,nan,2.1391187,0.0,nan,nan,0.5697065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3347818
66433415,nan,nan,nan,2.1391187,0.0,nan,nan,0.68437344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31123593
66533814,nan,nan,nan,2.1391187,0.0,nan,nan,0.77191854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29298773
66633914,nan,nan,nan,2.1391187,0.0,nan,nan,0.8915332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26667902
66733694,nan,nan,nan,2.1391187,0.0,nan,nan,0.8805777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26862693
66833864,nan,nan,nan,2.1391187,0.0,nan,nan,0.87649786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3248436
66933848,nan,nan,nan,2.1391187,0.0,nan,nan,0.7473283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35085976
67034572,nan,nan,nan,2.1391187,0.0,nan,nan,0.5929017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38124758
67154052,nan,nan,nan,2.1391187,0.0,nan,nan,0.56302094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38925928
67254415,nan,nan,nan,2.1391187,0.0,nan,nan,0.406341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42017514
67354455,nan,nan,nan,2.1356893,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
