,c1,c2,ch1,ch2,di,dj,dk,vw_i,vw_j,kt,train_sc_a,train_sc_v,val_sc_a,val_sc_v,total_sc_a,total_sc_v,used_logged_v_in_model,fit_on_v,base_lr,n_epochs,nsecs
0,0.013905500001542934,0.038678599991000526,0.02829419594532052,0.0999999997655494,0.8065261443866222,0.6320520000448906,1.5908600497215184,-8.770086485110672e-09,-8.088266308963255e-09,5.0,[6.517869144017132],[0.031804104838839574],0,0,0,0,False,True,1e-06,20,-1
1,0.01390549999665933,0.03867860002633212,0.02829419550467923,0.09999999973369597,0.8065261315060284,0.6320519982128753,1.5908600477095494,-1.3233514081626277e-08,-1.090060638100514e-08,5.0,[0.9247186313653011],[0.012648506529356889],0,0,0,0,False,True,1e-06,20,-1
2,0.01390549999225075,0.03867860005908991,0.028294191251409508,0.09999999932079102,0.8065261131591999,0.6320511002117506,1.590860020290669,-2.626340071154958e-08,-8.953878011288436e-09,5.0,[0.8128612831518243],[0.011254367946699274],0,0,0,0,False,True,1e-06,20,-1
3,0.013905499990498754,0.03867860007190538,0.02829419087292581,0.099999999293115,0.8065261130360166,0.6320510776639874,1.5908600195505318,-2.4474776660932325e-08,-7.485879323680356e-09,5.0,[1.0707352221729067],[0.006303101019975382],0,0,0,0,False,True,1e-06,20,-1
4,0.013905499978320064,0.03867860019799888,0.028294190626298524,0.0999999992674895,0.8065261128619239,0.6320510351390194,1.5908603495092666,-2.985191744879619e-08,-8.808976391754484e-09,5.0,[3.447895477694979],[0.012771300613106622],0,0,0,0,False,True,1e-06,20,-1
5,0.013905499976977967,0.038678600207273615,0.028294189967187664,0.09999999922202865,0.8065261376463714,0.6320509390357584,1.590860344815649,-3.1600212504833284e-08,-1.282403773454973e-08,5.0,[1.7009137913441714],[0.011108814603752567],0,0,0,0,False,True,1e-06,20,-1
6,0.013905499974209036,0.03867860022664427,0.028294188075825785,0.09999999908987646,0.806525958830826,0.6320509360584642,1.5908603378556385,-3.837656575760498e-08,-1.819282950781273e-08,5.0,[1.6286486299475946],[0.01866938175223668],0,0,0,0,False,True,1e-06,20,-1
7,0.013905499975172781,0.03867860021977615,0.028294188070232193,0.0999999990894779,0.8065259588216909,0.6320509359859207,1.5908603381323136,-3.825657351440545e-08,-1.8045525634536176e-08,5.0,[0.485871332152462],[0.0017323970744941139],0,0,0,0,False,True,1e-06,20,-1
8,0.013905499974293106,0.03867860022585198,0.028294188006636155,0.09999999908508635,0.8065259585006747,0.6320509347252199,1.5908603373821526,-4.025951414096762e-08,-1.7364771856273968e-08,5.0,[0.5723266448815535],[0.006248930038693444],0,0,0,0,False,True,1e-06,20,-1
9,0.01390549997870157,0.038678600194144604,0.02829418351243402,0.09999999876195419,0.8065247170725568,0.632050934112394,1.5908603582538383,-4.996756267465635e-08,-2.649327023807408e-08,5.0,[4.462271558214481],[0.02588976566702053],0,0,0,0,False,True,1e-06,20,-1
