,c1,c2,ch1,ch2,di,dj,dk,vw_i,vw_j,kt,train_sc_a,train_sc_v,val_sc_a,val_sc_v,total_sc_a,total_sc_v,used_logged_v_in_model,fit_on_v,base_lr,n_epochs,nsecs
40,0.013905372209815057,0.03867997807968057,0.028139573442900922,0.09998672903175503,0.8061096342970167,0.6109066942067363,1.5938174022512401,-0.00022054548405562495,-3.123072592527368e-05,5.000018204975603,[1.6266133443585162],[2.4565314959118374],0,0,0,0,False,True,0.0001,20,2
41,0.013905376832680224,0.038679936373782656,0.02813882582509381,0.09998666160485503,0.8061094623895357,0.610865434451141,1.5937931991389862,-0.00023875738072286258,-4.394430330913792e-05,5.000022215754534,[1.0782683926060341],[0.7251662492983214],0,0,0,0,False,True,0.0001,20,2
42,0.013905355446197483,0.03868010101773527,0.02813877252728793,0.0999866574990379,0.8061091737465876,0.6108647434112585,1.5938002654742127,-0.00023732012686022546,-4.255136797471414e-05,5.000022347705992,[0.440996355631618],[0.3767941800424815],0,0,0,0,False,True,0.0001,20,2
43,0.013905350427778398,0.03868013880707585,0.028112795729152824,0.09998476504158861,0.806045806267615,0.6073563642939966,1.5938085580218646,-0.00031893807725095645,-8.41913602982973e-05,5.000024304171726,[1.8806616787531534],[2.2269526320706334],0,0,0,0,False,True,0.0001,20,2
44,0.013905339685859656,0.0386802273398559,0.02811238016964605,0.09998473038259065,0.8060459973613358,0.6073367511651414,1.593835366754354,-0.00031673026439566604,-8.31170627340873e-05,5.000022423351909,[0.6932195832910009],[0.27184275372304717],0,0,0,0,False,True,0.0001,20,2
45,0.013905303174658695,0.03868051452127632,0.028112603339637544,0.09998474795445536,0.8060514331080154,0.6073367771558478,1.5938595925703087,-0.00031959939688122455,-7.818422107580738e-05,5.0000228274435665,[0.6367397528245531],[0.6295191284501979],0,0,0,0,False,True,0.0001,20,2
46,0.013905290849875556,0.03868059055453595,0.02806588145743923,0.09998030418281546,0.8057570541831263,0.5996870842691643,1.5937021776083908,-0.00018809220537004026,-1.8800304991717347e-05,5.000054078847801,[1.8736778070249889],[3.060300612996468],0,0,0,0,False,True,0.0001,20,2
47,0.01390544821047064,0.03867902422942085,0.02828020973920336,0.0999988654006504,0.8064645740983781,0.6310276323606455,1.591030634501869,-7.969694860240361e-05,-1.6907999241359537e-05,4.999999547650805,[0.474834343939747],[0.3302537734398346],0,0,0,0,False,True,0.0001,20,2
48,0.013905259506955255,0.03868083497719663,0.028065859201561273,0.09998030246256283,0.805757275557448,0.5996864891078588,1.5937157002360665,-0.00018753312691405485,-1.8623468419104077e-05,5.000054255649005,[0.5685464625765976],[0.5191419466997199],0,0,0,0,False,True,0.0001,20,2
49,0.01390526677078982,0.038680781848421414,0.028064310479997443,0.09998018867617936,0.8056869533554627,0.5996852459613528,1.5937175142635347,-0.0001868570059370951,-3.348349529927336e-05,5.000054379244189,[0.49230937271614406],[0.48634458859963053],0,0,0,0,False,True,0.0001,20,2
50,0.013905238073904449,0.03868102194231423,0.02805802013253469,0.09997965725765577,0.8056859501637812,0.5991927246307069,1.5938350751730543,-0.00015820695044380041,-1.5362277109626515e-05,5.000050341728115,[1.2912784411442921],[1.1269227974556961],0,0,0,0,False,True,0.0001,20,2
51,0.013905238689098707,0.03868101721391001,0.028058689437752065,0.09997970987853236,0.8056775363339513,0.5992409850371139,1.5938332603425995,-0.00016650518783964434,-1.2656546591752712e-05,5.000050325710164,[0.42529264695954627],[0.27319605714941303],0,0,0,0,False,True,0.0001,20,2
52,0.013905250555173871,0.038680934479934065,0.028058185632373785,0.09997967484226526,0.8056746099634762,0.5992308754372855,1.5938415362165657,-0.00017968595207287053,-1.4619945481004275e-05,5.000050708952821,[0.5298637318780758],[0.5173882633497803],0,0,0,0,False,True,0.0001,20,2
53,0.01390527447908359,0.03868077085987214,0.028057954809613758,0.09997965900001277,0.8056724464293638,0.5992259657403142,1.593869294441107,-0.00018413424237143555,-1.0997081502452983e-05,5.000049169311406,[0.6694511136273044],[0.5186663053953481],0,0,0,0,False,True,0.0001,20,2
54,0.013905313802467801,0.0386804698780771,0.0280578525057598,0.0999796511782632,0.8056724861360923,0.5992249457806795,1.5938632243374478,-0.00019196265624481657,-1.4116937018576732e-05,5.000047364966579,[0.7011100944033044],[0.7129037878407021],0,0,0,0,False,True,0.0001,20,2
55,0.01390532483328993,0.038680388586444146,0.028058238144992437,0.09997967969605853,0.8056744749319835,0.5992347447521352,1.5938638766918696,-0.00019945879374912026,-1.734820394667401e-05,5.00004741361129,[0.47597513756828547],[0.32877496089756375],0,0,0,0,False,True,0.0001,20,2
56,0.013905343066535751,0.038680253187254,0.028058462506141843,0.099979696547711,0.8056778451181483,0.5992372815749619,1.5938631366304012,-0.00020722105068049406,-1.5838601680998756e-05,5.000048298418118,[0.6707044748233186],[0.42291301098769274],0,0,0,0,False,True,0.0001,20,2
57,0.013905367179429704,0.03868008151747187,0.028057574844711216,0.09997963313417908,0.805678063899871,0.5992167436009922,1.593873813309946,-0.00022238845467528582,-2.0676614487685185e-05,5.000049130251504,[0.7920269253431357],[0.7282436194640639],0,0,0,0,False,True,0.0001,20,2
58,0.01390545657036081,0.038678962620333976,0.02828016302470309,0.0999988622132645,0.8064632283480986,0.6310259634298521,1.5910314512649508,-8.2383182431968e-05,-1.796576334160582e-05,4.999999141781203,[0.906315188800029],[0.3046957010968047],0,0,0,0,False,True,0.0001,20,2
59,0.013905350128297507,0.0386802029260331,0.028051573440082984,0.09997920729909283,0.8056772092152075,0.5988347993766806,1.593851737228459,-0.00025776450705413474,-2.590465014814851e-05,5.000046877324203,[0.9770405160210285],[1.0598296313800724],0,0,0,0,False,True,0.0001,20,2
60,0.013905360781246401,0.03868011898629848,0.028048541946262884,0.09997895329157565,0.8056766358353137,0.5986914697091865,1.5938393752472715,-0.00031889027566868184,-6.209076673841988e-05,5.000044877915386,[0.6259370685027373],[2.0606662593287037],0,0,0,0,False,True,0.0001,20,2
61,0.013905380843214639,0.038679974613252545,0.028048733994069014,0.09997896718909637,0.8056770510015138,0.5986943334603271,1.5938433146759086,-0.00032583560582968786,-6.290825672423874e-05,5.000045621588876,[0.6685789814073896],[0.47006574893217756],0,0,0,0,False,True,0.0001,20,2
