,c1,c2,ch1,ch2,di,dj,dk,vw_i,vw_j,kt,train_sc_a,train_sc_v,val_sc_a,val_sc_v,total_sc_a,total_sc_v,used_logged_v_in_model,fit_on_v,base_lr,n_epochs,nsecs
35,0.018616391217194144,0.11310601300931736,0.007709664209062154,0.09265235769213871,1.1069757213082942,0.20626972528405302,0.0,-1.4912349459559182,-0.21334959024042566,8.408053272738714,[0.9622415014859523],[0.009843728150342134],0,0,0,0,True,False,1.0,10,25
36,0.018635298836718314,0.11294974079357004,0.008163743970800573,0.0927086858716426,1.1068126107132088,0.1857198611214915,0.0,-1.4834440919230718,-0.20820511774154676,8.408465218463514,[0.9577248401795786],[0.009850846023213374],0,0,0,0,True,False,1.0,10,25
37,0.019111005782099007,0.10935916946164742,0.007702326265484578,0.09299896649983536,0.4821990636489735,0.3264338692658253,0.5875102090244659,-1.3099069926787263,-0.251673818351885,8.633160234718394,[0.6869499904486411],[0.007503601929727609],0,0,0,0,True,False,1.0,10,25
38,0.019123644398780927,0.10929287919654983,0.009795281304722282,0.09325104296691882,0.24913842920008242,0.1761919351119569,0.7597878559498159,-1.2506079806653003,-0.2978053927743548,8.79085566643427,[0.6802677359178378],[0.007490442490841891],0,0,0,0,True,False,1.0,10,25
39,0.018758117005523472,0.11191805697580448,0.010494393997873481,0.09308097085299093,1.0951744106347643,0.08204842440789233,0.0,-1.4183368549426523,-0.16373430775609352,8.412097814149243,[0.7810940656214899],[0.007446090052009146],0,0,0,0,True,False,1.0,10,25
40,0.02468386457527614,0.06825611961947707,0.12352848176095627,0.10336582874683309,0.937094015705944,31.208873789869735,0.0,-0.39391500226523685,-1.0746194195646792,10.243845457080901,[32.89111041363287],[0.13503272765380095],0,0,0,0,True,False,1.0,10,25
41,0.018778543651649576,0.11176754989917669,0.010884033833817398,0.09311642378954987,1.0946294916606303,0.18934571294154337,0.0,-1.4148055700841304,-0.16687422008300815,8.418412031968018,[0.7730638623920797],[0.00752990166342628],0,0,0,0,True,False,1.0,10,25
42,0.018799281482559875,0.11161484096864444,0.010633989266211544,0.09310203958541595,1.0739082496893102,0.20389695511748795,0.0,-1.4111956117770965,-0.1702859226671803,8.42503757980036,[0.7639877672535658],[0.0075254895836884],0,0,0,0,True,False,1.0,10,25
43,0.018882232806201067,0.11100400524651542,0.009633810995788127,0.09304450276888025,0.9910232818040295,0.26210192382126624,0.0,-1.3967557785489606,-0.1839327330038688,8.451539771129736,[0.7335779463779502],[0.0075191488810108864],0,0,0,0,True,False,1.0,10,25
44,0.019098576203161903,0.1094402471156931,0.0071866615138577485,0.09293121054342654,0.5734290583090526,0.37075840167831964,0.49607452714658906,-1.3300268835632676,-0.2363302176030593,8.582641836083601,[0.6900631926032306],[0.007511259721845379],0,0,0,0,True,False,1.0,10,25
45,0.019114934850080277,0.10938887860944241,0.008945639665707194,0.0932811142546207,0.24412742379309127,0.18762037239219692,1.353537104066332,-1.2392952787932092,-0.28606582302003297,8.814387459618615,[1.0168730533901245],[0.009458414081628822],0,0,0,0,True,False,1.0,10,25
46,0.019126162032835778,0.10929798067969132,0.01022441103755703,0.09351793487450469,0.22125931134913296,0.11667295899676784,1.405437541371685,-1.235250151865191,-0.276480504356037,8.844994585194447,[1.0150356114924621],[0.009445339048866453],0,0,0,0,True,False,1.0,10,25
47,0.019123644398780927,0.10929287919654983,0.009795281304722282,0.09325104296691882,0.24913842920008242,0.1761919351119569,0.7597878559498159,-1.2506079806653003,-0.2978053927743548,8.79085566643427,[1.041370524233821],[0.009606898267600325],0,0,0,0,True,False,1.0,10,25
48,0.018165053175919904,0.1191467338289189,-0.10250793525338571,0.0896227921959224,0.21970431595131537,0.1553759839628074,48.64854934225369,-0.40535149141378357,0.47339999492508394,10.1114751406619,[22.362271635821493],[0.08862073664943122],0,0,0,0,True,False,1.0,10,25
49,0.01911399608529204,0.10939205919768034,0.00866493855452528,0.09321452427154582,0.24884217199980888,0.1759824205478062,1.2417928778981286,-1.2421003922456217,-0.2900431358629699,8.804147829332292,[1.0187662880201558],[0.009432749050552348],0,0,0,0,True,False,1.0,10,25
50,0.019111291896716027,0.109424248743617,0.009062736943095907,0.09329360683434543,0.2461161059783161,0.29562580689386775,1.4834672310352925,-1.2372876867091391,-0.28474748856531773,8.81537151769513,[1.028789345761023],[0.009636061437241588],0,0,0,0,True,False,1.0,10,25
51,0.019113332981602178,0.10939995251062268,0.008762484110934131,0.09323391638778401,0.24817370366380262,0.20532060045773728,1.3010547048030117,-1.240920251619424,-0.2887445713714177,8.8069000298383,[1.017563906660635],[0.00947667583505552],0,0,0,0,True,False,1.0,10,25
52,0.019113253763356996,0.1094018987726963,0.00874851549537874,0.09324183683002249,0.24737875308103438,0.20070811319845183,1.3326916120468566,-1.2402083338704841,-0.28785206285141357,8.809017251079082,[1.0173273309224138],[0.00946522225952074],0,0,0,0,True,False,1.0,10,25
53,0.018828,0.10684,0.1,0.1,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,[0.6329729027893388],[0.005432258126835065],0,0,True,False,1.0,10,25
54,0.018828,0.10684,0.1,0.1,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,[0.8328074975002563],[0.007497748623821315],0,0,True,False,1.0,10,25
55,0.018827987464515885,0.10996034625686785,0.0037262513274648286,0.09341606912822688,0.2572667622670047,0.4761240987558313,0.320633814394025,-0.693177990402904,-0.06144153141195576,8.76722452623992,[0.9526079933740397],[0.01018550877968249],0,0,0,0,True,False,1.0,10,25
56,0.018730324972554994,0.11036347047934017,0.004967830251140681,0.09365920976165522,0.28806205817914815,0.43323392571718533,0.20146960090005805,-0.5791327247653559,-0.011378803620671696,8.749093972563882,[0.9386898113134233],[0.010118942151090243],0,0,0,0,True,False,1.0,10,25
57,0.019126162032835778,0.10929798067969132,0.01022441103755703,0.09351793487450469,0.22125931134913296,0.11667295899676784,1.405437541371685,-1.235250151865191,-0.276480504356037,8.844994585194447,[1.1585779712078226],[0.010161056090679105],0,0,0,0,True,False,1.0,10,25
58,0.015127021591460421,0.11670659462045421,-0.16114916082384026,0.08509133779447457,0.43639279345741544,0.08932281105169469,1.0759788131916592,6.647300100080046,2.81045628344092,7.747884276126035,[15.618818862105266],[0.06360256460684421],0,0,0,0,True,False,1.0,10,25
