,c1,c2,ch1,ch2,di,dj,dk,vw_i,vw_j,kt,train_sc_a,train_sc_v,val_sc_a,val_sc_v,total_sc_a,total_sc_v,used_logged_v_in_model,fit_on_v,base_lr,n_epochs,nsecs
0,0.013905802266273486,0.038676448303333416,0.02829925303015315,0.10000036165428927,0.8065373101945187,0.6321675359428356,1.590992950195865,-9.388112895628137e-05,-2.543728879831182e-05,4.999997277577495,[0.4947011504993834],[0.6563394880550041],0,0,0,0,False,True,0.001,30,5
1,0.013906077847423131,0.03867444590698041,0.02830874598170376,0.10000107814251749,0.8064908187537004,0.6328125053341606,1.5912088082285576,-0.00019825779039784865,3.120800013611155e-05,4.999999855189066,[0.5511066567864986],[0.7161488858848455],0,0,0,0,False,True,0.001,30,5
2,0.013907126733546524,0.03867045653409854,0.0276426203070561,0.09993981077347393,0.805387532700579,0.5416403623880203,1.619262088105902,-0.0004946582660902627,-0.0002178152785621299,5.000287905138273,[0.9348879628720163],[0.6751855308549691],0,0,0,0,False,True,0.001,30,5
3,0.013907266129222643,0.038669529675859536,0.02763911341413018,0.09993954427182329,0.8053823774785019,0.5415666718849583,1.6194382964599119,-0.000688796764580334,-0.00026362314721237173,5.000279335081598,[0.7142401211375922],[0.8323807504595859],0,0,0,0,False,True,0.001,30,5
4,0.013907873087303312,0.038665159470774785,0.027563418122628226,0.09993410511321965,0.8051994100860013,0.5359304127461123,1.6201636217654722,-0.0003018652998474068,-0.00011481167744396397,5.000288517067126,[1.3516629346585038],[1.6796803309206427],0,0,0,0,False,True,0.001,30,5
5,0.013907311935405443,0.03866965492916924,0.027560135798094437,0.09993384820735271,0.805232324329225,0.5357938371690565,1.6207522940371026,-0.0002533701714593109,-4.97039753628564e-05,5.000289198613616,[0.4574539957559088],[0.9923444444139146],0,0,0,0,False,True,0.001,30,5
6,0.013907418414843751,0.0386688765188869,0.02754671167696253,0.09993286694679619,0.8048270586533223,0.5357341086201818,1.6207719726722347,-0.00030227400456400244,9.992432002387693e-05,5.0002886398616235,[0.43311600791333077],[0.6115839287687209],0,0,0,0,False,True,0.001,30,5
7,0.013907713964323234,0.03866689783266525,0.027541819194294378,0.09993253744616583,0.8047932292470084,0.5356242531714867,1.62122262959825,-0.0005323171564078674,7.878047785632344e-05,5.000290433763974,[0.40503263012169344],[0.9665294104577332],0,0,0,0,False,True,0.001,30,5
8,0.013908273670752945,0.03866302139881568,0.027542697406974088,0.09993259821976959,0.8047905891775796,0.5356452878611558,1.6216277107657238,-0.0006131867190920671,1.8623660848003837e-05,5.000308261786432,[0.5050861559086841],[1.0587823197531125],0,0,0,0,False,True,0.001,30,5
9,0.013907478242621523,0.038669662587656334,0.02754787943655458,0.09993301815300164,0.8048741667756126,0.5357592834397457,1.6236224259075682,-0.0007378245031214867,4.2256255741744815e-05,5.000376129921447,[0.7837854010404921],[1.314296245126677],0,0,0,0,False,True,0.001,30,5
