timestamp,error_count,device_id,pressure,temperature
133186785,0,3998498,1002.27997,39.14
133273046,0,3998498,1002.33997,39.14
133392509,0,3998498,1002.27997,39.14
133888383,0,3998498,1002.3,39.14
133996099,0,3998498,1002.3,39.14
134106535,0,3998498,1002.31,39.14
134195042,0,3998498,1002.32996,39.14
134305048,0,3998498,1002.3,39.14
134404080,0,3998498,1002.32,39.14
134503042,0,3998498,1002.23,39.14
134612048,0,3998498,1002.25,39.149998
134711048,0,3998498,1002.29,39.149998
134811295,0,3998498,1002.29,39.149998
134899046,0,3998498,1002.26996,39.149998
135019055,0,3998498,1002.27997,39.149998
135118127,0,3998498,1002.32,39.149998
135207037,0,3998498,1002.32,39.149998
135317018,0,3998498,1002.31,39.16
135426018,0,3998498,1002.31,39.149998
135513412,0,3998498,1002.25995,39.149998
135620023,0,3998498,1002.26996,39.16
135729170,0,3998498,1002.31,39.16
135816359,0,3998498,1002.27997,39.16
135923018,0,3998498,1002.31,39.16
136034018,0,3998498,1002.31,39.16
136122014,0,3998498,1002.24,39.16
136231018,0,3998498,1002.29,39.16
136339018,0,3998498,1002.25,39.16
136445215,0,3998498,1002.3,39.17
136544057,0,3998498,1002.33997,39.17
136640075,0,3998498,1002.25995,39.17
136746770,0,3998498,1002.19995,39.17
136842324,0,3998498,1002.20996,39.17
136939149,0,3998498,1002.23,39.17
137048021,0,3998498,1002.18,39.18
137155074,0,3998498,1002.25995,39.17
137242018,0,3998498,1002.19,39.17
137359019,0,3998498,1002.19,39.17
137456021,0,3998498,1002.19995,39.18
137563019,0,3998498,1002.25995,39.18
137661167,0,3998498,1002.19,39.18
137758141,0,3998498,1002.13995,39.18
137849687,0,3998498,1002.20996,39.18
137968425,0,3998498,1002.11,39.18
138065982,0,3998498,1002.12,39.18
138152375,0,3998498,1002.12,39.18
138269212,0,3998498,1002.12,39.18
139290643,0,3998498,1002.04,39.19
139389305,0,3998498,1002.04,39.19
139483332,0,3998498,1001.95996,39.19
139589377,0,3998498,1002.05,39.19
139698219,0,3998498,1002.0,39.19
139786238,0,3998498,1002.0,39.19
139894005,0,3998498,1001.92,39.19
140005053,0,3998498,1001.91,39.19
140094416,0,3998498,1001.91,39.18
140204248,0,3998498,1001.88,39.19
140306129,0,3998498,1001.88995,39.19
140403350,0,3998498,1001.81,39.19
140510232,0,3998498,1001.88,39.19
140608398,0,3998498,1001.81,39.19
140707046,0,3998498,1001.8,39.19
140813054,0,3998498,1001.77997,39.2
140920573,0,3998498,1001.75995,39.2
141008421,0,3998498,1001.77997,39.19
141125199,0,3998498,1001.70996,39.2
141222134,0,3998498,1001.73,39.2
141328504,0,3998498,1001.72,39.2
141424554,0,3998498,1001.64996,39.2
141521452,0,3998498,1001.68,39.2
141630134,0,3998498,1001.69,39.21
141726443,0,3998498,1001.67,39.2
141825176,0,3998498,1001.61,39.21
141941147,0,3998498,1001.68,39.21
142037047,0,3998498,1001.57,39.21
142144826,0,3998498,1001.66,39.21
142241211,0,3998498,1001.62,39.2
142338124,0,3998498,1001.64996,39.21
142448716,0,3998498,1001.63,39.21
142544736,0,3998498,1001.63995,39.21
142641042,0,3998498,1001.67,39.21
142747023,0,3998498,1001.69,39.219997
142854373,0,3998498,1001.68,39.219997
142941421,0,3998498,1001.68,39.219997
143059047,0,3998498,1001.66,39.219997
143155348,0,3998498,1001.68,39.219997
143261047,0,3998498,1001.67,39.219997
143358394,0,3998498,1001.66,39.219997
143454532,0,3998498,1001.67,39.219997
143562125,0,3998498,1001.75,39.219997
143670123,0,3998498,1001.66,39.219997
143758135,0,3998498,1001.70996,39.219997
143867098,0,3998498,1001.75,39.219997
143966211,0,3998498,1001.79,39.219997
144062119,0,3998498,1001.73,39.219997
144171104,0,3998498,1001.72,39.219997
144278118,0,3998498,1001.75995,39.219997
144366546,0,3998498,1001.69,39.23
144486529,0,3998498,1001.77997,39.23
144582238,0,3998498,1001.69995,39.23
144690129,0,3998498,1001.77997,39.23
144787052,0,3998498,1001.72,39.23
144885505,0,3998498,1001.76996,39.23
144992054,0,3998498,1001.77997,39.23
145097051,0,3998498,1001.76996,39.23
145186146,0,3998498,1001.70996,39.23
145292399,0,3998498,1001.76996,39.23
145399708,0,3998498,1001.83997,39.23
145506052,0,3998498,1001.85,39.239998
145605584,0,3998498,1001.82996,39.239998
145701633,0,3998498,1001.8,39.239998
145807742,0,3998498,1001.85,39.239998
145904018,0,3998498,1001.81,39.239998
145999555,0,3998498,1001.81,39.239998
146117715,0,3998498,1001.82996,39.239998
146215580,0,3998498,1001.92,39.239998
146319602,0,3998498,1001.82996,39.25
146418019,0,3998498,1001.89996,39.25
146516605,0,3998498,1001.91,39.239998
146626018,0,3998498,1001.87,39.239998
146724028,0,3998498,1001.88995,39.25
146821064,0,3998498,1001.88,39.239998
146927807,0,3998498,1001.83997,39.25
147034018,0,3998498,1001.93,39.25
147120053,0,3998498,1001.87,39.25
147236319,0,3998498,1001.93,39.26
