timestamp,error_count,device_id,x,y,z,integral_dt,x_integral,y_integral,z_integral,temperature,scaling,x_raw,y_raw,z_raw
133189916,0,2360330,0.0007679006,0.00037468993,0.00028964906,4000,-6.6208377e-06,-5.135362e-06,-3.3974961e-06,47.986553,0.0010642195,-3,14,1
133289916,0,2360330,-0.00055878074,-0.0009788556,-4.9604594e-05,4000,1.4597786e-06,-3.4240875e-06,-1.7032672e-06,48.058437,0.0010642195,-4,14,0
133389916,0,2360330,-0.0006234969,-0.00091066916,0.000120883364,3955,-2.2063873e-07,-1.4388443e-05,2.0932591e-06,48.013508,0.0010642195,0,11,-1
133903516,0,2360330,-0.0005887247,0.0006162317,0.00059452764,3937,-5.291019e-06,-5.5671135e-06,-5.8450037e-06,48.03148,0.0010642195,-3,14,0
134003541,0,2360330,-0.0003856225,-0.00093772827,-0.0005980375,4025,-5.7602865e-06,-1.7204429e-06,-4.7176254e-06,48.040466,0.0010642195,-5,13,1
134106723,0,2360330,6.620881e-05,0.00023163862,0.0003370742,4007,5.3082185e-06,5.096435e-06,-3.816475e-06,48.028484,0.0010642195,-4,12,1
134206749,0,2360330,0.0017386547,0.000885905,-0.0018622037,4033,3.6223491e-06,2.9424928e-06,-1.3297663e-05,48.034477,0.0010642195,-3,12,2
134306716,0,2360330,0.00025115415,0.0009395309,0.0014485822,3983,-2.7940787e-06,-2.5751547e-06,-1.2726085e-06,48.00153,0.0010642195,-4,14,-1
134409934,0,2360330,-0.0008801196,-3.4256755e-05,0.00044831118,4018,2.7372705e-06,4.687381e-06,2.3678073e-08,48.05245,0.0010642195,-4,14,0
134509129,0,2360330,-0.0006064274,-0.0011608724,-0.0003035998,3213,2.9750577e-06,-4.46435e-06,5.22089e-06,48.022495,0.0010642195,-4,12,-2
134613118,0,2360330,0.0009741219,0.00074074435,-0.0004354619,3996,9.53563e-06,1.2113654e-06,-2.0864936e-06,48.022495,0.0010642195,-4,11,0
134713116,0,2360330,0.0012088527,-0.0007190353,0.0018175191,3993,3.1654936e-06,-5.547588e-06,2.1329113e-06,48.034477,0.0010642195,-4,14,-1
134816316,0,2360330,-0.00016896342,-0.00021778057,-2.1581232e-05,3951,2.358514e-06,1.3186134e-06,2.5145732e-06,48.040466,0.0010642195,-5,13,0
134916316,0,2360330,0.0005775753,-0.00023879742,0.0008064237,3988,4.438593e-06,3.8026817e-06,1.7306302e-06,48.022495,0.0010642195,-4,13,-1
135019516,0,2360330,-0.0012608751,0.00011767275,-0.00021868944,3998,6.211839e-07,-3.857107e-06,-4.1800712e-07,48.010513,0.0010642195,-3,13,0
135119516,0,2360330,0.0009847281,0.00088908034,-6.9684924e-05,3992,6.9825933e-06,-1.7352306e-06,9.786349e-06,48.004524,0.0010642195,-3,11,-4
135219550,0,2360330,8.596053e-05,0.00017415785,-0.00012751692,4034,4.862963e-06,-4.737775e-06,1.7284818e-06,48.016506,0.0010642195,-2,12,-2
