timestamp,error_count,device_id,x,y,z,temperature,scaling,x_raw,y_raw,z_raw,is_external
133186868,0,263202,0.065817855,0.17511994,0.3463885,42.493397,0.0015,18,-188,320,0
133285283,0,263202,0.0781682,0.17331223,0.35080573,42.526344,0.0015,11,-187,323,0
133385274,0,263202,0.076403864,0.16427371,0.35227814,42.511368,0.0015,12,-182,324,0
133898069,0,263202,0.076403864,0.17873535,0.355223,42.535328,0.0015,12,-190,326,0
133997306,0,263202,0.07463953,0.18777384,0.3478609,42.526344,0.0015,13,-195,321,0
134106069,0,263202,0.07111086,0.162466,0.35375056,42.52335,0.0015,15,-181,325,0
134205268,0,263202,0.076403864,0.17511994,0.355223,42.54132,0.0015,12,-188,326,0
134305268,0,263202,0.076403864,0.17150451,0.35227814,42.556293,0.0015,12,-186,324,0
134402880,0,263202,0.07463953,0.18054304,0.35080573,42.535328,0.0015,13,-191,323,0
134502069,0,263202,0.076403864,0.17873535,0.34933332,42.54132,0.0015,12,-190,322,0
134610876,0,263202,0.072875194,0.16427371,0.34933332,42.50238,0.0015,14,-182,322,0
134710089,0,263202,0.065817855,0.16788912,0.355223,42.568275,0.0015,18,-184,326,0
134818077,0,263202,0.07463953,0.16608141,0.3478609,42.52934,0.0015,13,-183,321,0
134917294,0,263202,0.0834612,0.17150451,0.3463885,42.550304,0.0015,8,-186,320,0
135017297,0,263202,0.06758219,0.17692764,0.3390264,42.511368,0.0015,17,-189,315,0
135116482,0,263202,0.07111086,0.15885061,0.35080573,42.556293,0.0015,15,-179,323,0
135214104,0,263202,0.0834612,0.17150451,0.34344363,42.55929,0.0015,8,-186,318,0
135323692,0,263202,0.06405352,0.16969682,0.34491608,42.52335,0.0015,19,-185,319,0
135422101,0,263202,0.06405352,0.17692764,0.3566954,42.544315,0.0015,19,-189,327,0
135521269,0,263202,0.072875194,0.18596615,0.35227814,42.52335,0.0015,14,-194,324,0
135620507,0,263202,0.072875194,0.18958154,0.35227814,42.556293,0.0015,14,-196,324,0
135729268,0,263202,0.06758219,0.16608141,0.35375056,42.538322,0.0015,17,-183,325,0
135827714,0,263202,0.07463953,0.162466,0.3566954,42.556293,0.0015,13,-181,327,0
135926083,0,263202,0.0781682,0.15885061,0.34491608,42.54132,0.0015,11,-179,319,0
136034869,0,263202,0.07111086,0.17331223,0.34491608,42.544315,0.0015,15,-187,319,0
136134069,0,263202,0.0781682,0.162466,0.33608156,42.54132,0.0015,11,-181,313,0
136233269,0,263202,0.076403864,0.16788912,0.3228298,42.526344,0.0015,12,-184,304,0
136342083,0,263202,0.072875194,0.17511994,0.30810565,42.526344,0.0015,14,-188,294,0
136441269,0,263202,0.072875194,0.16065831,0.31105047,42.544315,0.0015,14,-180,296,0
136540487,0,263202,0.06758219,0.162466,0.2889642,42.550304,0.0015,17,-181,281,0
136638869,0,263202,0.065817855,0.16788912,0.2816021,42.574265,0.0015,18,-184,276,0
136748468,0,263202,0.065817855,0.16065831,0.29338148,42.562286,0.0015,18,-180,284,0
136846068,0,263202,0.0781682,0.16969682,0.2712952,42.568275,0.0015,11,-185,269,0
136945315,0,263202,0.065817855,0.1570429,0.29338148,42.5533,0.0015,18,-178,284,0
137044468,0,263202,0.069346525,0.14258128,0.2786573,42.526344,0.0015,16,-170,274,0
137153273,0,263202,0.076403864,0.1570429,0.2963263,42.562286,0.0015,12,-178,286,0
137252468,0,263202,0.06758219,0.162466,0.31841257,42.586246,0.0015,17,-181,301,0
137361269,0,263202,0.06052485,0.162466,0.3125229,42.52335,0.0015,21,-181,297,0
137460469,0,263202,0.0781682,0.16969682,0.33608156,42.550304,0.0015,11,-185,313,0
137549273,0,263202,0.076403864,0.14981209,0.3404988,42.562286,0.0015,12,-174,316,0
137657296,0,263202,0.076403864,0.1570429,0.2874918,42.550304,0.0015,12,-178,280,0
137766069,0,263202,0.065817855,0.17511994,0.3404988,42.556293,0.0015,18,-188,316,0
137865269,0,263202,0.076403864,0.17150451,0.3228298,42.562286,0.0015,12,-186,304,0
137964468,0,263202,0.07111086,0.17331223,0.2948539,42.556293,0.0015,15,-187,285,0
138064468,0,263202,0.072875194,0.16788912,0.31694016,42.514362,0.0015,14,-184,300,0
138172483,0,263202,0.076403864,0.14619668,0.26982278,42.562286,0.0015,12,-172,268,0
138272468,0,263202,0.058760513,0.17150451,0.29338148,42.54731,0.0015,22,-186,284,0
139289286,0,263202,0.062289182,0.14619668,0.29927114,42.586246,0.0015,20,-172,288,0
139378070,0,263202,0.072875194,0.1570429,0.2816021,42.556293,0.0015,14,-178,276,0
139497333,0,263202,0.072875194,0.1534275,0.29338148,42.508373,0.0015,14,-176,284,0
139596468,0,263202,0.06405352,0.14077358,0.30663323,42.568275,0.0015,19,-169,293,0
139696468,0,263202,0.053467505,0.162466,0.30074355,42.532333,0.0015,25,-181,289,0
139794878,0,263202,0.062289182,0.1570429,0.30810565,42.58924,0.0015,20,-178,294,0
139903669,0,263202,0.072875194,0.18596615,0.29338148,42.568275,0.0015,14,-194,284,0
140001287,0,263202,0.0781682,0.1552352,0.2624607,42.556293,0.0015,11,-177,263,0
140100473,0,263202,0.08698988,0.1534275,0.30221596,42.54132,0.0015,6,-176,290,0
