timestamp,load,ram_usage
132796178,0.39810538,0.73633766
133797187,0.52873325,0.77759653
134799119,0.4958982,0.7824225
135800119,0.4882987,0.7824225
136802831,0.5065911,0.7824225
137804199,0.48235714,0.7824225
139806192,0.47064263,0.7824225
140807119,0.49615484,0.7824225
141808629,0.494627,0.7824225
142809309,0.50634694,0.7824225
143810244,0.54116595,0.7824225
144812571,0.53393465,0.7824225
145813169,0.53764313,0.7824225
146814170,0.51856256,0.7824225
147815948,0.49306923,0.7824225
148817635,0.49517167,0.7824225
149819778,0.49955273,0.7824225
150820214,0.5016161,0.7824225
151821195,0.4973814,0.7824225
152824155,0.50308126,0.7824225
153825169,0.49767083,0.7824225
154828157,0.4950618,0.7824225
155829169,0.51163733,0.7824225
156829192,0.54162097,0.7824225
157830348,0.53399503,0.7824225
158831217,0.52903587,0.7824225
159832118,0.5267421,0.7824225
161835122,0.5276816,0.7824225
162836746,0.5378973,0.7824225
163837332,0.5353066,0.7824225
164838278,0.5028522,0.7824225
165839170,0.4950878,0.7824225
166840541,0.49495012,0.7824225
167841188,0.49906957,0.7824225
168842299,0.49810916,0.7824225
169843927,0.49552792,0.7824225
170843619,0.5007447,0.7824225
171844222,0.49623388,0.7824225
172845323,0.48846382,0.7824225
173848250,0.50500834,0.7824225
174850397,0.49347585,0.7824225
175851411,0.49429393,0.7824225
176852667,0.4973485,0.7824225
177855352,0.49221528,0.7824225
178856245,0.49143034,0.7824225
180857492,0.45876706,0.7824225
181858343,0.48725176,0.7824225
182859119,0.49517214,0.7824225
183860699,0.4944175,0.7824225
184861395,0.49445176,0.7824225
185862225,0.4940108,0.7824225
186864584,0.49540305,0.7824225
187865166,0.49449784,0.7824225
188866354,0.49663007,0.7824225
189867265,0.50052905,0.7824225
190868119,0.50282544,0.7824225
191869188,0.5030939,0.7824225
192872238,0.5036886,0.7824225
193873188,0.49535668,0.7824225
194875225,0.49224848,0.7824225
195876119,0.49633366,0.7824225
196877226,0.49515986,0.7824225
198880119,0.47904295,0.7824225
199882915,0.48373687,0.7824225
200883395,0.4870565,0.7824225
201885381,0.4952005,0.7824225
202886201,0.52637094,0.7824225
203887325,0.5336565,0.7824225
204889057,0.54088813,0.7824225
205892620,0.5380739,0.7824225
206893208,0.535049,0.7824225
207896522,0.51612365,0.7824225
208897351,0.49847472,0.7824225
209900038,0.50536454,0.7824225
210901354,0.50262606,0.7824225
211902580,0.50108546,0.7824225
212903118,0.49432355,0.7824225
213904364,0.50779045,0.7824225
214905227,0.53255975,0.7824225
215907361,0.5301981,0.7824225
216908212,0.53312683,0.7824225
217911258,0.52892816,0.7824225
218912938,0.5312498,0.7824225
220915155,0.52192307,0.7824225
221919416,0.53214085,0.7824225
222921447,0.53878033,0.7824225
223924808,0.5382489,0.7824225
224925334,0.5357326,0.7824225
225926218,0.54213583,0.7824225
226928025,0.54108226,0.7824225
227929318,0.53613067,0.7824225
228931206,0.5418925,0.7824225
229932751,0.5401064,0.7824225
230936826,0.52865803,0.7824225
231937166,0.5364814,0.7824225
232939387,0.5337454,0.7824225
233940162,0.5316265,0.7824225
234942915,0.5252086,0.7824225
235945212,0.52707505,0.7824225
236946236,0.52975607,0.7824225
237947118,0.5355345,0.7824225
238948739,0.53772616,0.7824225
239949195,0.53614455,0.7824225
240950211,0.5365385,0.7824225
242954507,0.53997517,0.7824225
243955930,0.5368866,0.7824225
244956119,0.5374357,0.7824225
245957392,0.54330105,0.7824225
246959827,0.53849536,0.7824225
247961784,0.5441612,0.7824225
248961188,0.5307969,0.7824225
249963273,0.5350189,0.7824225
250964149,0.5336597,0.7824225
251965219,0.53585005,0.7824225
252966225,0.53068674,0.7824225
253967160,0.5264955,0.7824225
254971842,0.5274308,0.7824225
255972672,0.51903903,0.7824225
256973236,0.51992595,0.7824225
257974195,0.53916407,0.7824225
258976845,0.5418143,0.7824225
259978278,0.534112,0.7824225
260979870,0.53672796,0.7824225
261980233,0.5108291,0.7824225
262981419,0.5312995,0.7824225
263982242,0.5371221,0.7824225
264983269,0.541562,0.7824225
265984504,0.54128516,0.7824225
266985220,0.541432,0.7824225
267987905,0.53956926,0.7824225
268988118,0.52088416,0.7824225
269989169,0.5061449,0.7824225
270995701,0.5347265,0.7824225
271996419,0.5335142,0.7824225
272996192,0.519,0.7824225
273998373,0.48645425,0.7824225
274999394,0.48825163,0.7824225
276001378,0.48856473,0.7824225
277002230,0.48466665,0.7833061
278003283,0.49554306,0.7833061
279005205,0.4958977,0.7833061
280006334,0.49524254,0.7833061
281008072,0.49690104,0.7833061
282009472,0.4956439,0.7833061
284010366,0.51666975,0.7833061
285011371,0.5368941,0.7833061
286012404,0.5004735,0.7833061
287013345,0.5353086,0.7833061
