timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
100833726,0.061734047,-0.028674105,3.4906585,0.0,0.0,0.0
100865687,0.061776236,-0.028676206,3.4906585,0.0,0.0,0.0
100897677,0.061527207,-0.02882239,3.4906585,0.0,0.0,0.0
100929716,0.061588887,-0.02885059,3.4906585,0.0,0.0,0.0
100961727,0.061346337,-0.028931646,3.4906585,0.0,0.0,0.0
100993761,0.06101239,-0.028877016,3.4906585,0.0,0.0,0.0
101021743,0.060866404,-0.028881796,3.4906585,0.0,0.0,0.0
101053701,0.060720112,-0.028829258,3.4906585,0.0,0.0,0.0
101085669,0.060548246,-0.02886009,3.4906585,0.0,0.0,0.0
101117713,0.060731724,-0.02880514,3.4906585,0.0,0.0,0.0
101149720,0.060759455,-0.028969599,3.4906585,0.0,0.0,0.0
101181733,0.06070579,-0.028714215,3.4906585,0.0,0.0,0.0
101213688,0.060780767,-0.028665561,3.4906585,0.0,0.0,0.0
101245720,0.060650658,-0.028524375,3.4906585,0.0,0.0,0.0
101277712,0.06050382,-0.028605193,3.4906585,0.0,0.0,0.0
101309720,0.06041949,-0.028601099,3.4906585,0.0,0.0,0.0
101341667,0.06025633,-0.028660433,3.4906585,0.0,0.0,0.0
101373753,0.060393393,-0.028629402,3.4906585,0.0,0.0,0.0
101405716,0.060330927,-0.028597478,3.4906585,0.0,0.0,0.0
101437783,0.060297303,-0.02870896,3.4906585,0.0,0.0,0.0
101469684,0.06044648,-0.0288141,3.4906585,0.0,0.0,0.0
101501735,0.06617568,-0.010209838,-4.37686e-07,0.0,0.0,-0.0
101533698,0.065990604,-0.01036806,-2.332265e-05,0.0,0.0,-0.0
101565677,0.06604153,-0.010510502,-2.1662201e-05,0.0,0.0,-0.0
101597680,0.06595774,-0.01046261,-3.1347226e-05,0.0,0.0,-0.0
101629699,0.0659891,-0.010339083,-1.3972532e-05,0.0,0.0,-0.0
101661705,0.06611484,-0.010551664,-3.0759704e-05,0.0,0.0,-0.0
101693691,0.066077225,-0.010427181,-2.358178e-05,0.0,0.0,-0.0
101721717,0.06610979,-0.010420795,-4.7762056e-05,0.0,0.0,-0.0
101753735,0.06614083,-0.010437731,-2.2361335e-05,0.0,0.0,-0.0
101785668,0.06611942,-0.010399534,4.695047e-06,0.0,0.0,-0.0
101817716,0.06581454,-0.0103667015,-1.7060805e-05,0.0,0.0,-0.0
101849716,0.06569901,-0.010550667,-2.0229741e-05,0.0,0.0,-0.0
101881681,0.06578343,-0.010568165,1.981308e-07,0.0,0.0,-0.0
101913687,0.06578624,-0.010615903,-2.238508e-05,0.0,0.0,-0.0
101945706,0.06550543,-0.010669335,8.856226e-06,0.0,0.0,-0.0
101976920,0.06556726,-0.010675193,-1.2362901e-05,0.0,0.0,-0.0
102008957,0.06558202,-0.010652675,8.444391e-05,0.0,0.0,-0.0
102038554,0.06555727,-0.010744383,-1.307076e-06,0.0,0.0,-0.0
102070489,0.065441735,-0.010705199,6.1469227e-06,0.0,0.0,-0.0
102102510,0.06536647,-0.010768343,-7.8660205e-06,0.0,0.0,-0.0
102134479,0.06539907,-0.010697409,-2.3394812e-05,0.0,0.0,-0.0
102166539,0.06539198,-0.010710638,1.649178e-05,0.0,0.0,-0.0
102198464,0.06549368,-0.010597664,-9.140356e-06,0.0,0.0,-0.0
102230505,0.06549819,-0.010505006,3.6734367e-05,0.0,0.0,-0.0
102262477,0.06540978,-0.010434646,-6.099193e-06,0.0,0.0,-0.0
102294594,0.065322466,-0.010482292,-2.2602044e-05,0.0,0.0,-0.0
102326511,0.06500076,-0.010389281,1.8030792e-05,0.0,0.0,-0.0
102358463,0.06493939,-0.010467663,-1.5433372e-05,0.0,0.0,-0.0
102390501,0.06501633,-0.010401968,5.165627e-05,0.0,0.0,-0.0
102418512,0.064972006,-0.010502811,-5.53453e-07,0.0,0.0,-0.0
102450513,0.06514297,-0.010554293,2.4193025e-05,0.0,0.0,-0.0
102482548,0.065081194,-0.010639179,1.3078547e-05,0.0,0.0,-0.0
102513704,0.06516847,-0.010615254,-2.3038723e-05,0.0,0.0,-0.0
102546548,0.06514309,-0.010817112,7.68388e-06,0.0,0.0,-0.0
102578516,0.06505945,-0.010793542,-2.8584932e-06,0.0,0.0,-0.0
102610551,0.06471322,-0.010817182,9.857742e-05,0.0,0.0,-0.0
102642484,0.06460329,-0.010706159,4.121682e-05,0.0,0.0,-0.0
102670532,0.06465425,-0.010799522,9.8964534e-05,0.0,0.0,-0.0
102702463,0.06471631,-0.010707081,1.715219e-05,0.0,0.0,-0.0
102734514,0.064749256,-0.010844882,-2.3063909e-05,0.0,0.0,-0.0
102766471,0.06485899,-0.01075254,3.8791704e-06,0.0,0.0,-0.0
102798574,0.06482622,-0.010820761,1.9332488e-06,0.0,0.0,-0.0
102830472,0.064823404,-0.010714139,4.929123e-05,0.0,0.0,-0.0
102862463,0.06477526,-0.010569203,4.1043666e-05,0.0,0.0,-0.0
102894478,0.06459988,-0.010739088,-2.3402408e-05,0.0,0.0,-0.0
102922519,0.06449207,-0.010741924,2.8853736e-05,0.0,0.0,-0.0
102954501,0.06448002,-0.01080023,-2.3977096e-05,0.0,0.0,-0.0
102986563,0.06444977,-0.010745483,5.477902e-05,0.0,0.0,-0.0
103018469,0.06442265,-0.010681125,8.646048e-06,0.0,0.0,-0.0
103050546,0.06447828,-0.010757215,7.4276075e-05,0.0,0.0,-0.0
103082495,0.0645149,-0.01084874,3.5570585e-05,0.0,0.0,-0.0
103114552,0.06442144,-0.010793912,-2.3345223e-05,0.0,0.0,-0.0
103146474,0.0643516,-0.010829893,6.3658786e-06,0.0,0.0,-0.0
103174542,0.064354815,-0.010824297,-2.3276129e-05,0.0,0.0,-0.0
103206463,0.06422012,-0.010958717,2.807409e-05,0.0,0.0,-0.0
103238507,0.0640584,-0.010850496,-1.7643973e-05,0.0,0.0,-0.0
103270490,0.06399179,-0.010781595,6.109651e-05,0.0,0.0,-0.0
103302578,0.06393511,-0.010703215,-2.1785228e-05,0.0,0.0,-0.0
103333710,0.06394821,-0.010597335,1.357979e-05,0.0,0.0,-0.0
103366524,0.064017706,-0.010656977,-9.590744e-06,0.0,0.0,-0.0
103398509,0.063999176,-0.010662956,-2.2468641e-05,0.0,0.0,-0.0
103431312,0.06395599,-0.010637693,5.0911167e-05,0.0,0.0,-0.0
103464179,0.06399329,-0.0104193995,-1.2019782e-05,0.0,0.0,-0.0
103493759,0.06406714,-0.010347259,1.6563361e-05,0.0,0.0,-0.0
103527321,0.06406899,-0.010325962,-2.6673562e-05,0.0,0.0,-0.0
103559378,0.06393846,-0.010213223,-2.0145282e-05,0.0,0.0,-0.0
103587323,0.0639483,-0.010036487,-2.1757973e-05,0.0,0.0,-0.0
103619383,0.064065665,-0.009996695,-1.6431462e-05,0.0,0.0,-0.0
103650499,0.064012766,-0.010125676,-2.7856506e-05,0.0,0.0,-0.0
103683332,0.06391612,-0.010043892,-4.9145186e-05,0.0,0.0,-0.0
103715335,0.06390875,-0.010029911,-2.0466916e-05,0.0,0.0,-0.0
103747316,0.06378993,-0.010138807,2.520394e-05,0.0,0.0,-0.0
103779419,0.06383563,-0.009980171,-2.839831e-05,0.0,0.0,-0.0
103811275,0.0639258,-0.009992813,1.397955e-05,0.0,0.0,-0.0
103839377,0.064048745,-0.009908092,6.331693e-06,0.0,0.0,-0.0
103871270,0.06393936,-0.009765973,7.506222e-06,0.0,0.0,-0.0
103903362,0.063827105,-0.009699491,1.1655666e-06,0.0,0.0,-0.0
103935305,0.063908145,-0.009459398,-2.0076866e-05,0.0,0.0,-0.0
103967312,0.06392633,-0.009367861,-2.0214313e-05,0.0,0.0,-0.0
103999331,0.06390017,-0.009414434,-2.5307807e-05,0.0,0.0,-0.0
104031370,0.063840054,-0.009439351,-7.5328295e-05,0.0,0.0,-0.0
104063326,0.06397204,-0.009343697,-4.107468e-05,0.0,0.0,-0.0
104095317,0.064095564,-0.009206246,-1.8890953e-05,0.0,0.0,-0.0
104127294,0.06414203,-0.009104836,-1.5537087e-05,0.0,0.0,-0.0
104159405,0.06408808,-0.009071776,-2.378329e-05,0.0,0.0,-0.0
104191294,0.06423135,-0.0089012515,-4.7475833e-06,0.0,0.0,-0.0
104223361,0.064271286,-0.008749592,-5.2801257e-05,0.0,0.0,-0.0
104255270,0.064183325,-0.008720266,-1.8858378e-05,0.0,0.0,-0.0
104287295,0.06422703,-0.008646975,-4.62916e-05,0.0,0.0,-0.0
104315277,0.0642517,-0.008610865,-1.8287219e-05,0.0,0.0,-0.0
104347341,0.06441972,-0.008500679,1.1245559e-05,0.0,0.0,-0.0
104379373,0.064555146,-0.008452907,-4.0388375e-05,0.0,0.0,-0.0
104411311,0.064530715,-0.008348878,-4.0803003e-05,0.0,0.0,-0.0
104443305,0.06461884,-0.008269835,-1.7066386e-05,0.0,0.0,-0.0
104475351,0.06464362,-0.008293576,-1.815962e-05,0.0,0.0,-0.0
104507320,0.064920075,-0.0082805045,1.6169497e-06,0.0,0.0,-0.0
104539338,0.06508543,-0.008314056,-3.0362447e-05,0.0,0.0,-0.0
104567265,0.06515593,-0.008308752,-3.8290273e-05,0.0,0.0,-0.0
104599360,0.06503163,-0.0081710825,-1.0047637e-05,0.0,0.0,-0.0
104631279,0.06500666,-0.00825865,-3.7454512e-05,0.0,0.0,-0.0
104664104,0.06502,-0.008175334,-2.4732071e-05,0.0,0.0,-0.0
104695308,0.065107755,-0.00802586,-1.757198e-05,0.0,0.0,-0.0
104727322,0.065273315,-0.008011928,-4.5198763e-06,0.0,0.0,-0.0
104758512,0.065431185,-0.008021126,-1.9383819e-05,0.0,0.0,-0.0
104791314,0.06540068,-0.007713465,-2.8374036e-05,0.0,0.0,-0.0
104823340,0.06546068,-0.007700641,-1.9587316e-05,0.0,0.0,-0.0
104855275,0.06554463,-0.007748932,-1.589318e-05,0.0,0.0,-0.0
104887301,0.06579366,-0.007690907,-2.015651e-05,0.0,0.0,-0.0
104919362,0.06577745,-0.007733584,-1.5982823e-05,0.0,0.0,-0.0
104951336,0.06590922,-0.007639798,1.7674587e-05,0.0,0.0,-0.0
104983326,0.0660163,-0.007480513,3.6268423e-06,0.0,0.0,-0.0
105014521,0.06579089,-0.0074006976,-1.0953913e-05,0.0,0.0,-0.0
105042528,0.06581375,-0.0073475083,-1.212918e-05,0.0,0.0,-0.0
105074499,0.06576932,-0.0072835265,-1.1661831e-05,0.0,0.0,-0.0
105108112,0.06581945,-0.007202089,-3.0348625e-05,0.0,0.0,-0.0
105140927,0.065792926,-0.007191127,-1.6028922e-05,0.0,0.0,-0.0
105172098,0.065976426,-0.007095497,-3.485688e-05,0.0,0.0,-0.0
105204151,0.06601246,-0.00708042,-2.343636e-05,0.0,0.0,-0.0
105232068,0.0658635,-0.007006482,8.216672e-06,0.0,0.0,-0.0
105264136,0.065845504,-0.006830924,6.1010937e-06,0.0,0.0,-0.0
105296137,0.06581877,-0.0069114966,-1.4333158e-05,0.0,0.0,-0.0
105328139,0.065936245,-0.006848449,3.2017047e-05,0.0,0.0,-0.0
105360065,0.065954775,-0.0068662716,-8.128875e-06,0.0,0.0,-0.0
105392115,0.0660532,-0.0067737317,6.880438e-05,0.0,0.0,-0.0
105424117,0.06604956,-0.006620883,-1.7084523e-05,0.0,0.0,-0.0
105456145,0.06609043,-0.0065357126,-1.4557014e-05,0.0,0.0,-0.0
105488082,0.06602345,-0.0064462665,-3.36514e-05,0.0,0.0,-0.0
105520136,0.0658679,-0.0063336412,-6.316266e-06,0.0,0.0,-0.0
105552111,0.065788195,-0.006430169,2.6649546e-05,0.0,0.0,-0.0
105584142,0.06563057,-0.006481677,5.4656846e-07,0.0,0.0,-0.0
105616092,0.06562545,-0.0062855515,-1.34915235e-05,0.0,0.0,-0.0
105648068,0.06564734,-0.0061004255,3.8553382e-05,0.0,0.0,-0.0
105680156,0.065436974,-0.006001431,-2.5487047e-06,0.0,0.0,-0.0
105708103,0.065570995,-0.005956419,1.4588184e-05,0.0,0.0,-0.0
105740105,0.06541741,-0.005810377,-1.0401574e-05,0.0,0.0,-0.0
105772154,0.06523475,-0.0057801194,5.5257176e-05,0.0,0.0,-0.0
105804086,0.0651743,-0.0057179783,2.0350888e-05,0.0,0.0,-0.0
105836129,0.06500965,-0.005599305,4.5184715e-05,0.0,0.0,-0.0
105868144,0.06497704,-0.0054812296,2.272753e-05,0.0,0.0,-0.0
105900118,0.065007605,-0.005373379,1.5263075e-05,0.0,0.0,-0.0
105932090,0.064795196,-0.005326724,5.3879354e-05,0.0,0.0,-0.0
105960120,0.06459229,-0.0052015055,-1.7639604e-05,0.0,0.0,-0.0
105992065,0.06467811,-0.0050243456,0.00010241574,0.0,0.0,-0.0
106024159,0.064667344,-0.0049937074,2.200146e-05,0.0,0.0,-0.0
106056115,0.06458453,-0.0049276873,0.00012272497,0.0,0.0,-0.0
106088071,0.064670384,-0.0049313284,4.9966897e-05,0.0,0.0,-0.0
106120147,0.06483309,-0.005010639,2.8058545e-05,0.0,0.0,-0.0
106152099,0.06472574,-0.005112717,7.677768e-05,0.0,0.0,-0.0
106184102,0.064785816,-0.0050399536,2.9321338e-05,0.0,0.0,-0.0
106216142,0.064634375,-0.0049865665,2.3934499e-05,0.0,0.0,-0.0
106248096,0.0647874,-0.004875418,2.0343007e-06,0.0,0.0,-0.0
106280090,0.06495111,-0.0047472804,-4.4941617e-06,0.0,0.0,-0.0
106312105,0.064867266,-0.004612838,-1.7012917e-05,0.0,0.0,-0.0
106344129,0.064681225,-0.0046431227,1.1308415e-06,0.0,0.0,-0.0
106376141,0.06471416,-0.0046837297,-0.00011202084,0.0,0.0,-0.0
106408102,0.064809546,-0.0046423534,-5.1064444e-06,0.0,0.0,-0.0
106440177,0.0650054,-0.004657819,-9.6122885e-06,0.0,0.0,-0.0
106472101,0.06509828,-0.0045147534,-4.9498718e-05,0.0,0.0,-0.0
106504125,0.06502952,-0.004583565,-1.6037759e-05,0.0,0.0,-0.0
106536094,0.065069884,-0.0044508292,-4.833002e-05,0.0,0.0,-0.0
106568158,0.06524467,-0.004453941,-6.656379e-05,0.0,0.0,-0.0
106598509,0.065231144,-0.004445036,-8.73617e-06,0.0,0.0,-0.0
106628977,0.065097794,-0.0043856534,-6.39058e-06,0.0,0.0,-0.0
106660907,0.064976305,-0.004445321,-4.183078e-05,0.0,0.0,-0.0
106692131,0.06523213,-0.00427551,1.1692004e-05,0.0,0.0,-0.0
106724866,0.06540277,-0.0042236927,-1.01879095e-05,0.0,0.0,-0.0
106756893,0.06550903,-0.004239488,-2.3847788e-06,0.0,0.0,-0.0
106788914,0.06556234,-0.0042615533,1.9179817e-05,0.0,0.0,-0.0
106820893,0.06539995,-0.004174832,1.8744659e-05,0.0,0.0,-0.0
106852873,0.065073974,-0.0040901564,2.920343e-05,0.0,0.0,-0.0
106884883,0.065036505,-0.004085263,-3.3839244e-06,0.0,0.0,-0.0
106916959,0.06498119,-0.004174815,4.223676e-05,0.0,0.0,-0.0
106948878,0.064979956,-0.004230645,1.660335e-05,0.0,0.0,-0.0
106980893,0.0649743,-0.0042207716,5.208192e-06,0.0,0.0,-0.0
107012904,0.06508858,-0.004270484,4.3885226e-05,0.0,0.0,-0.0
107044940,0.06507987,-0.00409408,1.2214239e-05,0.0,0.0,-0.0
107076974,0.06506966,-0.0039832443,6.968917e-05,0.0,0.0,-0.0
107108900,0.06531988,-0.0038523267,4.2942025e-05,0.0,0.0,-0.0
107140890,0.0653588,-0.0039197914,-2.9595965e-06,0.0,0.0,-0.0
107172949,0.06544934,-0.00410379,-4.535893e-05,0.0,0.0,-0.0
107204867,0.06551372,-0.0041075014,-7.441139e-06,0.0,0.0,-0.0
107236942,0.0652856,-0.004168221,2.1280592e-05,0.0,0.0,-0.0
107268872,0.065285176,-0.0041553453,-1.2027003e-05,0.0,0.0,-0.0
107300997,0.06530288,-0.004222445,-9.410015e-06,0.0,0.0,-0.0
107332863,0.06544119,-0.004093946,6.552675e-05,0.0,0.0,-0.0
107364873,0.0654176,-0.0039520063,9.847077e-06,0.0,0.0,-0.0
107396864,0.06545102,-0.003923896,6.8865455e-05,0.0,0.0,-0.0
107428913,0.065500274,-0.0038086544,3.364178e-05,0.0,0.0,-0.0
107460933,0.0656674,-0.0037080757,-8.454681e-06,0.0,0.0,-0.0
107492870,0.06564343,-0.0035969734,1.6395561e-05,0.0,0.0,-0.0
107524908,0.06561064,-0.0034791762,2.2156637e-05,0.0,0.0,-0.0
107552960,0.065744326,-0.0035212429,2.1762435e-05,0.0,0.0,-0.0
107584877,0.06575676,-0.0035953799,1.5134328e-05,0.0,0.0,-0.0
107616945,0.06577008,-0.0035034053,7.235783e-05,0.0,0.0,-0.0
107648868,0.0657704,-0.0034436102,-9.084328e-06,0.0,0.0,-0.0
107680880,0.065672174,-0.0032319196,-6.7506826e-06,0.0,0.0,-0.0
107712919,0.06561234,-0.0031779888,-1.2435355e-05,0.0,0.0,-0.0
107744896,0.06578635,-0.0031639056,-4.2662014e-06,0.0,0.0,-0.0
107776968,0.065722,-0.0029376182,-2.254051e-06,0.0,0.0,-0.0
107804991,0.06578134,-0.0028049732,-6.467534e-06,0.0,0.0,-0.0
107836865,0.06575682,-0.0027628809,3.331686e-05,0.0,0.0,-0.0
107868935,0.06563873,-0.0028474669,-6.8398112e-06,0.0,0.0,-0.0
107900889,0.06577562,-0.0027439976,-6.2192457e-06,0.0,0.0,-0.0
107932909,0.06565272,-0.0025261352,-2.5503714e-05,0.0,0.0,-0.0
107964881,0.06553341,-0.0026561946,-1.542942e-05,0.0,0.0,-0.0
107996892,0.06553851,-0.0025281808,-4.243878e-05,0.0,0.0,-0.0
108028907,0.065703906,-0.0024081264,-2.2562235e-05,0.0,0.0,-0.0
108060910,0.06572326,-0.0024047093,-4.519604e-06,0.0,0.0,-0.0
108092873,0.065696254,-0.002339502,8.592412e-06,0.0,0.0,-0.0
108124868,0.0657004,-0.0025609592,-3.8680275e-05,0.0,0.0,-0.12
108156888,0.06560777,-0.0025685215,-3.3068773e-05,0.0,0.0,-0.12
108188915,0.06556864,-0.0024800748,-7.676107e-05,0.0,0.0,-0.12
108217736,0.06564111,-0.002551697,-7.4450836e-05,0.0,0.0,-0.12
108252919,0.065579586,-0.0024897966,-0.0004861244,0.0,0.0,-0.12
108285681,0.06562127,-0.0027609903,1.834509e-05,0.0,0.0,-0.12
108317699,0.06553722,-0.0026316321,0.00052178034,0.0,0.0,-0.12
108349739,0.065797314,-0.0025941695,0.00053089415,0.0,0.0,-0.12
108381702,0.06579971,-0.0026233862,0.00032430846,0.0,0.0,-0.12
108413718,0.06600108,-0.0026447515,0.0003446328,0.0,0.0,-0.12
108445705,0.0662228,-0.002503062,0.00057443784,0.0,0.0,-0.1289455
108477708,0.06617737,-0.0023196163,0.00070733187,0.0,0.0,-0.13517866
108509699,0.066139996,-0.0021232048,0.000632533,0.0,0.0,-0.14833716
