timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
100833489,-0.0014797308,-0.0016827865,-0.0010274607,0.77887905,-0.0035737613,0.003828912,-0.6271524,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
100865488,0.0011826527,-0.0008067831,-0.0009059816,0.7788903,-0.0035715427,0.0038282822,-0.6271383,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
100897471,-0.00063677,0.00056251866,-0.00060521415,0.7788953,-0.0035507048,0.0038358558,-0.62713224,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
100929477,0.0007481465,0.0011866395,-0.0033739684,0.7788871,-0.003551374,0.003838909,-0.62714255,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
100961477,0.0005475354,0.0009817942,-0.0018869947,0.7788737,-0.0035322404,0.0038376548,-0.62715924,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
100993482,0.00021132827,-0.00049749325,-0.0015667665,0.77886176,-0.003512356,0.0038222927,-0.6271743,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101021496,0.0021430936,-8.286047e-05,-0.002087237,0.7788529,-0.0034982562,0.0038166088,-0.6271854,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101053502,-0.0017883352,0.0014298776,-0.0012686877,0.7788359,-0.0034935474,0.0038159937,-0.62720656,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101085477,0.00021967199,-0.0010330633,-6.332662e-05,0.77882695,-0.0034803005,0.0038068676,-0.62721765,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101117516,-0.0022166192,0.002256863,-0.0007294323,0.7788156,-0.0034946185,0.003816501,-0.62723166,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101149490,0.0002178687,0.0010956378,-0.00017661336,0.7788053,-0.0034894347,0.0038241772,-0.6272445,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101181497,0.00076067983,0.00076112564,-0.0015584934,0.77879906,-0.0034925814,0.0038031952,-0.62725234,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101213492,0.0012923065,-0.0018908284,-0.00047977606,0.7787947,-0.003501804,0.0037971537,-0.6272577,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101245476,0.00043957663,0.0029027846,-0.0005067761,0.77879906,-0.0034919563,0.003791871,-0.6272524,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101277477,-9.641117e-05,0.0011943977,0.00088079413,0.77881384,-0.003482163,0.0037913218,-0.62723404,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101309482,0.00022888153,0.002679358,-0.0010384484,0.77881175,-0.00347391,0.0037905308,-0.6272367,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101341471,-0.0014691267,0.0008630267,-0.0026422776,0.7788076,-0.0034655037,0.003789355,-0.62724185,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101373515,0.0017451476,-0.00030219072,-0.0026215436,0.77880836,-0.0034726288,0.0037853108,-0.62724096,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101405492,-0.0008286898,0.0012893069,-0.0015685628,0.7788027,-0.003471088,0.0037869383,-0.62724805,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101437496,0.0015048264,-0.0014682373,-0.0007092207,0.77879506,-0.003465241,0.0037867108,-0.6272576,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101469474,-0.0015757858,-0.0014780129,-0.0017695569,0.7787937,-0.003477645,0.0038024164,-0.627259,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101501477,-0.00019574215,0.0010831554,-0.000708941,0.77879274,-0.003470792,0.0038055556,-0.6272603,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101533471,0.0011935444,0.0014035315,-0.0008256143,0.77879524,-0.0034495292,0.0038048779,-0.62725735,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101565477,0.0009871022,1.5789643e-05,-0.00090404117,0.7787942,-0.0034477531,0.0038139378,-0.6272585,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101597471,-0.00018865897,-0.00031021336,-0.0017615072,0.7787918,-0.0034472728,0.0038080025,-0.6272616,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101629493,-0.00019763682,0.00012333764,4.5713503e-05,0.7787961,-0.0034545998,0.0038027563,-0.6272563,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101661478,-0.0013557533,-0.001592749,-0.0017592506,0.7787997,-0.00345588,0.0038203266,-0.6272515,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101693482,0.0009792153,0.0012832854,-0.0015502822,0.7787999,-0.0034524112,0.0038125599,-0.6272513,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101721471,-0.0012335757,7.9686e-05,-0.00040408398,0.7788048,-0.003460125,0.003814924,-0.62724525,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101753489,-0.0002836032,-0.00041697675,-0.0014392729,0.77879643,-0.0034597947,0.0038151846,-0.62725556,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101785471,0.0009787916,0.0010728375,-0.0004908145,0.77879244,-0.0034565062,0.0038126677,-0.62726057,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101817516,0.0007643993,0.0010844236,-5.4988253e-05,0.7787904,-0.0034400942,0.0037962338,-0.62726337,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101849471,-0.0006800403,0.0004068028,-0.0019018645,0.77879167,-0.0034277118,0.003802629,-0.6272619,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101881477,-0.00029190496,-0.00041287375,-0.00027708476,0.77878654,-0.003432062,0.0038057903,-0.6272682,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101913490,0.003113513,0.00021605717,-0.0023874198,0.77876496,-0.0034237022,0.0038055961,-0.62729496,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101945501,0.0017188468,0.00097632315,0.001108943,0.7787641,-0.003405487,0.0037982098,-0.62729615,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
101976682,0.000454385,0.0009733421,0.0007798464,0.77875465,-0.003410882,0.0038032434,-0.62730795,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102008716,0.00055866747,0.0013713848,-0.0022263294,0.7787325,-0.0034124553,0.003802998,-0.62733537,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102038277,0.0008726966,0.0013934196,-0.0008164549,0.7787189,-0.0034055363,0.0038071799,-0.62735224,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102070295,0.0010868027,0.0008594814,0.00025463075,0.77871174,-0.0034008084,0.003798241,-0.6273612,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102102270,-7.9920515e-05,0.001285889,-7.721255e-05,0.77870953,-0.003394551,0.0038005146,-0.627364,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102134279,-0.0017825405,0.000109911925,-0.00050442165,0.7786956,-0.0034039784,0.0037982774,-0.6273814,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102166271,-0.0032736738,0.00032207445,-0.0001929111,0.77867925,-0.0034048832,0.0038009738,-0.62740153,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102198271,-0.0026252228,0.0002001102,-0.0011345381,0.77867043,-0.0034155059,0.0037981917,-0.6274123,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102230271,0.0003479425,0.00020826972,-0.00017387769,0.7786585,-0.0034155655,0.0037891848,-0.6274272,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102262286,-0.0010196151,0.0021058978,-0.0020107147,0.7786477,-0.0034133662,0.003785459,-0.6274407,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102294314,0.0018464904,0.0013708636,-0.001023746,0.77863467,-0.0034021693,0.0037794681,-0.62745696,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102326277,-7.916939e-05,0.0006319544,-0.00038871675,0.7786211,-0.0033912763,0.0037596792,-0.62747407,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102358271,0.00088828476,0.0010532415,-0.001655557,0.778619,-0.0033817787,0.003760881,-0.6274767,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102390296,0.0007584292,-0.00031855033,0.0010013466,0.7786069,-0.0033913942,0.0037587136,-0.62749153,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102418271,-0.00039040772,0.0023338448,-0.0005039574,0.77860385,-0.003382334,0.0037682375,-0.6274955,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102450319,0.00045611002,0.001592669,2.970366e-05,0.7786008,-0.0033896717,0.003777375,-0.6274991,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102482271,0.00013491012,0.0005281965,0.0007809211,0.77859056,-0.0033836516,0.0037782935,-0.6275118,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102513491,0.0011074707,0.0006848596,-0.002756612,0.7785781,-0.003388668,0.0037802253,-0.62752736,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102546315,0.00014628499,0.001694977,-0.0013542383,0.77856827,-0.0033771878,0.0037938124,-0.62753946,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102578320,0.0016398062,0.0010541639,-0.0013447596,0.7785486,-0.0033716522,0.0037856004,-0.627564,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102610271,0.00077948585,9.9731085e-05,0.0004665607,0.77852744,-0.003352235,0.0037700413,-0.62759036,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102642277,-0.00092095195,0.0005198729,-0.0012430433,0.7785088,-0.0033530365,0.0037608827,-0.6276134,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102670271,-0.0015615338,0.0003953442,-0.00124978,0.77848876,-0.0033526297,0.0037696473,-0.6276383,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102702271,-0.0003847138,0.0006250546,-0.0005195292,0.7784658,-0.0033585345,0.0037661917,-0.62766683,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102734276,-0.0010223648,0.002113923,-0.0019096993,0.77844864,-0.0033529096,0.0037791475,-0.62768805,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102766280,0.0007664054,0.00063428015,0.00013651716,0.77843606,-0.003362898,0.0037745086,-0.62770355,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102798318,-0.00091586786,-0.0024565563,-0.0017713703,0.7784137,-0.0033641204,0.003774309,-0.6277313,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102830277,0.00013369446,0.0006281885,0.00055541866,0.77840406,-0.0033634533,0.003771416,-0.6277433,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102862271,0.00056645164,0.0020115674,-0.0012536058,0.77837753,-0.0033650321,0.0037621844,-0.6277762,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102894279,0.0007884196,0.0009352049,-0.001686131,0.77834255,-0.0033471233,0.003762083,-0.62781984,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102922271,-0.00071104395,0.001478976,-0.0015750718,0.7783219,-0.0033420688,0.0037598603,-0.6278454,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102954270,-0.00060062227,-0.00055295986,-0.00073128357,0.77829796,-0.0033407698,0.003759599,-0.62787515,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
102986271,-0.00037249702,0.00017977765,-0.0015807803,0.7782715,-0.0033401933,0.0037558572,-0.62790793,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
103018270,-0.00110927,0.0015419018,-0.0028535395,0.77824575,-0.0033409933,0.0037538605,-0.6279398,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
103050306,-0.0014411641,0.00029884483,-0.0013785558,0.77821803,-0.0033425617,0.003759763,-0.62797415,0.9999931,-7.0315787e-06,-9.555778e-06,0.0037348683,2
