timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
128317737,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
128818234,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
129324205,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
129824622,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
130333459,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
130842240,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
131351367,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
131852207,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
132353488,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
132860166,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
133369530,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
133871885,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
134880252,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
135382204,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
136394246,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
136904166,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
137404270,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
137907452,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
138417781,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
138918279,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
139421436,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
139931353,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
140950162,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
141452169,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
141960163,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
142470208,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
145013454,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
145522402,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
146027477,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
146529317,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
147037708,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
147547733,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
148057701,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
148558414,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
149069486,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
149580166,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
150089617,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
150600166,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
151111868,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
151612165,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
152122286,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
152624163,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
153138321,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
153640178,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
154151420,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
154661628,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
155171422,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
155680223,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
156191279,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
156698231,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
157203350,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
157713465,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
158221495,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
158728813,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
159231404,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
159740206,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
160249314,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
160751457,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
161260219,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
162771370,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
163278356,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
163779167,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
164281676,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
164782253,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
165288293,97090234,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
