timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
128104855,0.9478806,0.007801048,-0.011849368,0.31830966,-0.0010354884,-0.009074293,-0.0036058882,-0.88267076,0.14015752,-0.5534857,2.7342994e-05,-8.859131e-06,-2.2011154e-05,0.0,0.0,-0.00046035595,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,7.159502e-10,1.4855907e-05,0.00029401804,3.5984567e-06,3.50741e-06,3.5053338e-06,3.120399e-05,0.008863259,0.008863294,0.0113988025,0.031754352,0.031754375,0.15546295,1.9517669e-11,1.9514177e-11,3.2779487e-11,0.0,0.0,5.0000363e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015720213,0.0014217973,0.0037300019,67240471,0.2520094,0.3942879,0.03307932,0.015185385,0.008436252,0.008436252,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
128304852,0.947937,0.00759627,-0.012055627,0.31813926,-0.0027454565,-0.0068761273,-0.005633983,-0.88625747,0.14273772,-0.5604141,2.7297183e-05,-8.872551e-06,-2.21105e-05,0.0,0.0,-0.0004576681,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,5.603247e-10,1.3799285e-05,0.0002845632,3.5909638e-06,3.508811e-06,3.506446e-06,3.121123e-05,0.008862712,0.008862753,0.011381446,0.03164497,0.031644996,0.15482567,1.9519228e-11,1.9515731e-11,3.2779446e-11,0.0,0.0,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026137388,0.0020237297,0.00720887,67240471,0.251575,0.39347893,0.020289944,0.018428586,0.0071665333,0.0071665333,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
128504848,0.9479772,0.007838472,-0.011858948,0.31802085,-0.002491776,-0.0036001024,-0.0047864043,-0.88450474,0.14694431,-0.56347185,2.728018e-05,-8.835633e-06,-2.2002236e-05,0.0,0.0,-0.00045712775,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,5.2306054e-10,1.4815254e-05,0.0002816189,3.5917892e-06,3.5071962e-06,3.5051664e-06,3.1210235e-05,0.0088484315,0.008848472,0.011361032,0.031502515,0.031502537,0.15418422,1.9517832e-11,1.9514324e-11,3.2779404e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017376666,0.0023262247,0.007965362,67240471,0.25100806,0.392663,0.04410484,0.014328667,0.008887457,0.008887457,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
128704871,0.94789475,0.007719098,-0.011510653,0.3182822,-0.0034641498,-0.0042481534,-0.0014222609,-0.8841555,0.14945637,-0.5634217,2.7268972e-05,-8.823808e-06,-2.2016085e-05,0.0,0.0,-0.00045756425,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,6.4664324e-10,1.5470425e-05,0.00031922187,3.596781e-06,3.5057537e-06,3.5039466e-06,3.1205345e-05,0.008834658,0.008834697,0.011400619,0.03135952,0.031359546,0.15551408,1.9516685e-11,1.9513165e-11,3.2779363e-11,0.0,0.0,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013329872,0.001751936,0.005953266,67240471,0.25043774,0.39435273,0.024572514,0.0035778675,0.009995925,0.009995925,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
128904884,0.9480303,0.0072305873,-0.011139469,0.31790283,0.0030908554,2.3574e-05,-0.0034395442,-0.88047904,0.15254828,-0.56212866,2.7277329e-05,-8.784605e-06,-2.205703e-05,0.0,0.0,-0.00045709507,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,6.487618e-10,1.573422e-05,0.00033158337,3.5866578e-06,3.5045175e-06,3.502767e-06,3.1215757e-05,0.008824519,0.008824555,0.011381136,0.031216526,0.031216552,0.15487982,1.9515766e-11,1.9512227e-11,3.2779307e-11,0.0,0.0,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015681236,0.0026464548,0.0051486343,67240471,0.24986613,0.39354774,0.012622457,0.016921975,0.009135174,0.009135174,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
129104886,0.9479825,0.007674193,-0.010492308,0.31805712,0.0011719505,0.0024859125,-0.0026394504,-0.8806762,0.15531616,-0.55693376,2.725512e-05,-8.793937e-06,-2.2056818e-05,0.0,0.0,-0.00045865437,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,5.635822e-10,1.5388876e-05,0.00029601125,3.5897776e-06,3.5033074e-06,3.5022565e-06,3.1212603e-05,0.008816073,0.008816108,0.011362492,0.031085303,0.031085325,0.15426011,1.9515027e-11,1.951147e-11,3.2779262e-11,0.0,0.0,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.278103e-05,0.0012777431,0.0037127796,67240471,0.24934039,0.39275962,0.026510613,0.013706273,0.008727968,0.008727968,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
129304848,0.9479161,0.007479611,-0.010736708,0.3182512,-0.0012902876,-0.00080302684,-0.0056943856,-0.8848946,0.15413322,-0.55909604,2.7239677e-05,-8.858323e-06,-2.2039689e-05,0.0,0.0,-0.00045807788,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,4.8491194e-10,1.4823649e-05,0.00028045152,3.5943876e-06,3.5026655e-06,3.501311e-06,3.120772e-05,0.008808214,0.008808256,0.011402733,0.03095271,0.03095273,0.15559918,1.9514213e-11,1.951064e-11,3.277922e-11,0.0,0.0,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015164072,0.001988057,0.002646557,67240471,0.24880804,0.39446062,0.012473562,0.032937996,0.008841125,0.008841125,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
129504848,0.9479307,0.0068512433,-0.010974942,0.3182137,0.00097278535,0.00218939,-0.0056225555,-0.87916714,0.15703852,-0.55723935,2.7249682e-05,-8.813921e-06,-2.2032593e-05,0.0,0.0,-0.0004598359,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,4.812019e-10,1.4331345e-05,0.00027365473,3.5935357e-06,3.502066e-06,3.5002568e-06,3.1208554e-05,0.008801351,0.0088013895,0.011384665,0.0308307,0.030830715,0.15498497,1.9513467e-11,1.9509876e-11,3.2779175e-11,0.0,0.0,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1088125e-05,0.0018103386,0.0041915197,67240471,0.24831717,0.3936813,0.0719695,0.015559551,0.010407374,0.010407374,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
129704848,0.94788134,0.0073973252,-0.010620972,0.3183605,-0.004067212,0.0024255225,-0.005035549,-0.8825598,0.15773454,-0.56539005,2.7226919e-05,-8.861724e-06,-2.2106033e-05,0.0,0.0,-0.0004584799,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,4.2431222e-10,1.338719e-05,0.0002776587,3.593974e-06,3.5011585e-06,3.499853e-06,3.1207932e-05,0.008793666,0.008793708,0.011365826,0.030717833,0.030717846,0.15436393,1.9512768e-11,1.9509167e-11,3.2779123e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024222933,0.0018066177,0.007298125,67240471,0.24786222,0.39289176,0.08061574,0.027816284,0.0083315335,0.0083315335,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
129904861,0.9478738,0.0075131804,-0.0106766885,0.3183786,0.0039106836,0.0034808721,-0.007932311,-0.87308645,0.16155763,-0.5722949,2.7254555e-05,-8.78278e-06,-2.2141507e-05,0.0,0.0,-0.0004549917,0.23951438,0.0040492886,0.36314076,0.0,0.0,0.0,0.0,0.0,3.5118833e-10,1.31386305e-05,0.00024937303,3.5929531e-06,3.5003882e-06,3.4991667e-06,3.1208758e-05,0.008786719,0.008786767,0.011405555,0.03060138,0.03060139,0.15569791,1.9512017e-11,1.9508402e-11,3.2779064e-11,0.0,0.0,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031221364,0.0036956773,0.008969657,67240471,0.24739194,0.39458576,0.0071131326,0.03477602,0.009633115,0.009633115,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
